,flex-0.10-0.05-1.00,ARC,Belady,Cacheus,Clock,FIFO,FIFO-Merge,GDSF,Hyperbolic,LFU,LHD,LIRS,LRU,LeCaR,QDLP,S3FIFO,S4LRU,TwoQ,WTinyLFU
2016_LUN3.oracleGeneral.zst_609867155,0.2383,0.2437,0.1741,0.2495,0.2584,0.3376,0.2992,0.2453,0.2937,0.3536,0.2801,0.2491,0.2633,0.2535,0.235,0.2398,0.2466,0.2492,0.2672
2016_LUN6.oracleGeneral.zst_655119703,0.2039,0.2113,0.1367,0.2076,0.2147,0.2899,0.2564,0.2136,0.2593,0.4376,0.261,0.213,0.2172,0.208,0.2016,0.2035,0.2264,0.2087,0.2327
2016_LUN1.oracleGeneral.zst_492030661,0.2256,0.2296,0.1616,0.233,0.2421,0.3179,0.2878,0.234,0.2864,0.3424,0.2789,0.2326,0.2418,0.2389,0.2233,0.2264,0.2532,0.2337,0.2526
2016_LUN0.oracleGeneral.zst_552023811,0.2218,0.2241,0.1512,0.2238,0.2279,0.2995,0.274,0.221,0.2709,0.342,0.2837,0.2283,0.2322,0.2286,0.2161,0.2206,0.2305,0.2253,0.2435
2016_LUN2.oracleGeneral.zst_691221362,0.2064,0.2074,0.1329,0.2071,0.2215,0.2946,0.2593,0.2429,0.2713,0.3802,0.2516,0.2024,0.2211,0.2174,0.2042,0.2042,0.2422,0.2073,0.2295
2016_LUN4.oracleGeneral.zst_530623433,0.2213,0.2291,0.1505,0.2267,0.2389,0.3128,0.2826,0.2417,0.2863,0.4144,0.2567,0.2276,0.2371,0.2304,0.2198,0.2232,0.243,0.227,0.2484
