,flex-0.10-0.05-1.00,ARC,Belady,Cacheus,Clock,FIFO,FIFO-Merge,GDSF,Hyperbolic,LHD,LIRS,LeCaR,QDLP,S3FIFO,S4LRU,TwoQ,WTinyLFU
wiki_2016u.oracleGeneral.zst_2803498585,0.496,0.4982,0.3737,0.5333,0.5774,0.6328,0.6148,0.6371,0.5736,0.6225,0.5211,0.5332,0.49,0.4891,0.5371,0.5116,0.5009
wiki_2019t.oracleGeneral.zst_207646002,0.3819,0.4338,0.2783,0.4223,0.4523,0.5183,0.4641,0.4281,0.4404,0.5409,0.407,0.4128,0.3789,0.375,0.4248,0.3941,0.4053
wiki_2019u.oracleGeneral.zst_2655612611,0.4398,0.4562,0.3321,0.4816,0.5187,0.5785,0.5402,0.561,0.5111,0.5634,0.4683,0.4853,0.4374,0.4327,0.4805,0.4525,0.446
