,flex-0.10-0.05-1.00,ARC,Belady,Cacheus,Clock,FIFO,FIFO-Merge,GDSF,Hyperbolic,LFU,LHD,LIRS,LRU,LeCaR,QDLP,S3FIFO,S4LRU,TwoQ,WTinyLFU
wiki_2016u.oracleGeneral.zst_2803498585,0.0954,0.0966,0.0634,0.1094,0.1275,0.176,0.0505,0.0348,0.1241,0.1015,0.049,0.0962,0.1355,0.1095,0.093,0.0922,0.1067,0.1012,0.085
wiki_2019t.oracleGeneral.zst_207646002,0.3353,0.3524,0.2432,0.3657,0.3832,0.4404,0.3647,0.3191,0.3755,0.3811,0.3521,0.3494,0.3936,0.3566,0.3325,0.33,0.3588,0.3488,0.3422
wiki_2019u.oracleGeneral.zst_2655612611,0.1138,0.1183,0.0727,0.1339,0.1577,0.2221,0.0746,0.0486,0.1519,0.1277,0.0654,0.1185,0.1674,0.137,0.1116,0.1093,0.1328,0.1218,0.106
