,flex-0.10-0.05-1.00,ARC,Belady,CAR,Cacheus,Clock,FIFO,FIFO-Merge,GDSF,GLCache,Hyperbolic,LFU,LHD,LIRS,LRU,LeCaR,QDLP,S3FIFO,S4LRU,TwoQ,WTinyLFU
wiki_2016u.oracleGeneral.zst_2803498585,0.1912,0.1932,0.1262,0.19,0.2062,0.2231,0.2828,0.27,0.2729,0.2891,0.2181,0.2013,0.2695,0.2014,0.2327,0.2092,0.1872,0.187,0.2097,0.2035,0.1908
wiki_2019t.oracleGeneral.zst_207646002,0.1324,0.1348,0.0932,0.1333,0.1449,0.1552,0.2017,0.1602,0.1529,0.2088,0.1528,0.1494,0.2552,0.1374,0.1619,0.1447,0.1307,0.1304,0.1463,0.1408,0.142
wiki_2019u.oracleGeneral.zst_2655612611,0.1752,0.1801,0.1232,0.1777,0.191,0.2066,0.2601,0.2306,0.2393,0.2552,0.2013,0.1878,0.2467,0.184,0.2148,0.1937,0.1729,0.1722,0.193,0.1859,0.1834
