freq num average numcdf
763 1612 13164300.000 12936228
764 1603 13214500.000 12937831
765 1633 13172800.000 12939464
766 1669 13116100.000 12941133
767 1656 13094100.000 12942789
768 1599 13151500.000 12944388
769 1667 13119900.000 12946055
770 1670 13095400.000 12947725
771 1568 13088300.000 12949293
772 1646 13097200.000 12950939
773 1622 12964500.000 12952561
774 1613 13080200.000 12954174
775 1554 12993100.000 12955728
776 1634 12972900.000 12957362
777 1610 12940800.000 12958972
778 1614 12961000.000 12960586
779 1560 12915600.000 12962146
780 1622 12826700.000 12963768
781 1650 12897000.000 12965418
782 1556 12856400.000 12966974
783 1573 12959800.000 12968547
784 1548 12786600.000 12970095
785 1517 12705700.000 12971612
786 1562 12896700.000 12973174
787 1561 12866300.000 12974735
788 1607 12878800.000 12976342
789 1544 12700800.000 12977886
790 1547 12771900.000 12979433
791 1538 12796000.000 12980971
792 1512 12732200.000 12982483
793 1526 12698900.000 12984009
794 1533 12721200.000 12985542
795 1524 12684400.000 12987066
796 1519 12629300.000 12988585
797 1572 12653300.000 12990157
798 1491 12643400.000 12991648
799 1457 12614200.000 12993105
800 1570 12650000.000 12994675
801 1482 12574100.000 12996157
802 1491 12567700.000 12997648
803 1509 12553600.000 12999157
804 1510 12512400.000 13000667
805 1503 12481600.000 13002170
806 1483 12442400.000 13003653
807 1410 12491100.000 13005063
808 1431 12516600.000 13006494
809 1514 12576500.000 13008008
810 1603 12400000.000 13009611
811 1416 12361700.000 13011027
812 1457 12419300.000 13012484
813 1438 12323000.000 13013922
814 1404 12362700.000 13015326
815 1462 12373200.000 13016788
816 1474 12337600.000 13018262
817 1423 12470400.000 13019685
818 1473 12341700.000 13021158
819 1430 12313900.000 13022588
820 1371 12279700.000 13023959
821 1459 12178800.000 13025418
822 1404 12208900.000 13026822
823 1379 12093600.000 13028201
824 1362 12207300.000 13029563
825 1422 12190200.000 13030985
826 1446 12310300.000 13032431
827 1459 12164500.000 13033890
828 1372 12216700.000 13035262
829 1440 12063700.000 13036702
830 1398 12260100.000 13038100
831 1450 12163000.000 13039550
832 1434 12131600.000 13040984
833 1402 12097500.000 13042386
834 1286 12001800.000 13043672
835 1441 12033500.000 13045113
836 1410 12026700.000 13046523
837 1338 12099300.000 13047861
838 1395 11983100.000 13049256
839 1372 12005000.000 13050628
840 1413 11999300.000 13052041
841 1305 11865300.000 13053346
842 1306 11959400.000 13054652
843 1404 11982100.000 13056056
844 1346 11982700.000 13057402
845 1339 11928600.000 13058741
846 1364 11961900.000 13060105
847 1370 11930700.000 13061475
848 1370 11947400.000 13062845
849 1351 11795100.000 13064196
850 1306 11829900.000 13065502
851 1329 11857000.000 13066831
852 1324 11790900.000 13068155
853 1347 11786700.000 13069502
854 1299 11800900.000 13070801
855 1344 11666400.000 13072145
856 1300 11750700.000 13073445
857 1296 11770000.000 13074741
858 1311 11757900.000 13076052
859 1321 11708000.000 13077373
860 1320 11757500.000 13078693
861 1361 11655800.000 13080054
862 1302 11699300.000 13081356
863 1260 11645200.000 13082616
864 1349 11658300.000 13083965
865 1240 11724100.000 13085205
866 1272 11616900.000 13086477
867 1326 11534000.000 13087803
868 1258 11580400.000 13089061
869 1258 11558400.000 13090319
870 1342 11577300.000 13091661
871 1266 11630800.000 13092927
872 1241 11502500.000 13094168
873 1278 11510800.000 13095446
874 1276 11465300.000 13096722
875 1294 11481200.000 13098016
876 1328 11373400.000 13099344
877 1232 11541300.000 13100576
878 1301 11486400.000 13101877
879 1307 11458700.000 13103184
880 1321 11348800.000 13104505
881 1231 11416700.000 13105736
882 1201 11472500.000 13106937
883 1219 11413200.000 13108156
884 1262 11390800.000 13109418
885 1251 11504200.000 13110669
886 1234 11392500.000 13111903
887 1292 11414000.000 13113195
888 1154 11336800.000 13114349
889 1265 11299100.000 13115614
890 1205 11338700.000 13116819
891 1268 11287700.000 13118087
892 1229 11200400.000 13119316
893 1254 11252200.000 13120570
894 1247 11209600.000 13121817
895 1234 11237900.000 13123051
896 1208 11239600.000 13124259
897 1225 11277100.000 13125484
898 1172 11195900.000 13126656
899 1199 11215200.000 13127855
900 1232 11150100.000 13129087
901 1194 11156000.000 13130281
902 1174 11184800.000 13131455
903 1145 11086800.000 13132600
904 1163 11215800.000 13133763
905 1129 11171000.000 13134892
906 1176 11085100.000 13136068
907 1189 11183300.000 13137257
908 1167 11078900.000 13138424
909 1137 11088100.000 13139561
910 1201 10998000.000 13140762
911 1194 11082500.000 13141956
912 1203 11006200.000 13143159
913 1182 11093800.000 13144341
914 1179 11046400.000 13145520
915 1169 11052200.000 13146689
