freq num average numcdf
1423 1 5118.000 1596819
1427 1 17913.000 1596820
1428 1 15168.000 1596821
1433 1 13965.000 1596822
1447 1 17202.000 1596823
1452 1 8253.000 1596824
1459 1 131.000 1596825
1460 1 2426.000 1596826
1473 1 855.000 1596827
1474 1 2681.000 1596828
1476 1 16476.000 1596829
1482 1 16129.000 1596830
1485 1 17195.000 1596831
1491 1 16278.000 1596832
1495 1 2416.000 1596833
1498 1 17064.000 1596834
1512 3 16876.000 1596837
1523 1 4391.000 1596838
1525 1 16684.000 1596839
1529 3 16426.700 1596842
1538 1 16621.000 1596843
1540 1 14725.000 1596844
1543 1 16490.000 1596845
1550 1 4106.000 1596846
1551 1 16303.000 1596847
1559 1 4960.000 1596848
1561 1 12869.000 1596849
1569 1 16267.000 1596850
1572 1 14426.000 1596851
1580 3 16178.000 1596854
1587 1 16107.000 1596855
1588 1 15916.000 1596856
1595 1 6703.000 1596857
1596 1 15705.000 1596858
1600 2 7245.000 1596860
1604 1 15936.000 1596861
1608 1 15897.000 1596862
1611 1 8699.000 1596863
1643 1 14849.000 1596864
1653 1 15343.000 1596865
1665 1 754.000 1596866
1666 1 7708.000 1596867
1668 1 15325.000 1596868
1671 2 9204.500 1596870
1672 1 5232.000 1596871
1689 1 6098.000 1596872
1706 1 9023.000 1596873
1720 1 13179.000 1596874
1723 1 14346.000 1596875
1727 2 13788.500 1596877
1735 1 10889.000 1596878
1758 1 14533.000 1596879
1767 1 3525.000 1596880
1774 1 4435.000 1596881
1776 1 7943.000 1596882
1790 1 11611.000 1596883
1792 1 4066.000 1596884
1793 1 14157.000 1596885
1798 1 14216.000 1596886
1799 1 14173.000 1596887
1802 1 2502.000 1596888
1814 1 13803.000 1596889
1816 1 13485.000 1596890
1834 1 13841.000 1596891
1836 1 13605.000 1596892
1854 1 13718.000 1596893
1856 2 11684.000 1596895
1858 1 12206.000 1596896
1861 1 13440.000 1596897
1875 1 9741.000 1596898
1885 1 13466.000 1596899
1899 1 13367.000 1596900
1900 1 3676.000 1596901
1901 1 13437.000 1596902
1913 1 2985.000 1596903
1918 1 11767.000 1596904
1925 1 6747.000 1596905
1931 1 13055.000 1596906
1940 1 13084.000 1596907
1944 4 13142.000 1596911
1947 1 10680.000 1596912
1959 1 12958.000 1596913
1961 1 11445.000 1596914
1962 1 6215.000 1596915
1965 1 12918.000 1596916
1971 1 6188.000 1596917
1973 1 10741.000 1596918
1976 1 3682.000 1596919
1985 1 7051.000 1596920
2019 2 10791.000 1596922
2023 1 12329.000 1596923
2052 1 3267.000 1596924
2059 1 6530.000 1596925
2063 1 6067.000 1596926
2069 1 4699.000 1596927
2075 1 10827.000 1596928
2084 1 7784.000 1596929
2091 2 8988.500 1596931
2095 1 8891.000 1596932
2099 1 2796.000 1596933
2111 1 1446.000 1596934
2121 1 6829.000 1596935
2126 1 11495.000 1596936
2131 1 10633.000 1596937
2136 1 5270.000 1596938
2141 1 11682.000 1596939
2168 1 11753.000 1596940
2172 1 10436.000 1596941
2186 1 11678.000 1596942
2193 1 9526.000 1596943
2205 1 9851.000 1596944
2221 1 5342.000 1596945
2230 1 11077.000 1596946
2251 1 5691.000 1596947
2273 1 4687.000 1596948
2332 1 5256.000 1596949
2354 1 5935.000 1596950
2420 1 10118.000 1596951
2538 1 10083.000 1596952
2561 1 5733.000 1596953
2579 1 7785.000 1596954
2580 1 6551.000 1596955
2592 1 9564.000 1596956
2598 1 5389.000 1596957
2620 2 9070.500 1596959
2640 1 8313.000 1596960
2677 1 2819.000 1596961
2688 1 9509.000 1596962
2697 1 9407.000 1596963
2703 1 3281.000 1596964
2712 1 4032.000 1596965
2715 1 8304.000 1596966
2717 1 7652.000 1596967
2753 1 5276.000 1596968
2763 1 9245.000 1596969
2783 1 7141.000 1596970
2786 1 8957.000 1596971
2809 1 6701.000 1596972
2817 1 9075.000 1596973
2828 1 9006.000 1596974
2854 2 7122.000 1596976
2856 1 8841.000 1596977
2869 1 7859.000 1596978
2895 1 8798.000 1596979
2922 1 2373.000 1596980
2941 1 4751.000 1596981
2945 1 7917.000 1596982
2946 1 8167.000 1596983
2955 1 8122.000 1596984
2961 1 8621.000 1596985
2999 1 8523.000 1596986
3070 1 8311.000 1596987
3093 1 1179.000 1596988
3096 1 7873.000 1596989
3146 1 1939.000 1596990
3161 1 4140.000 1596991
3194 1 5476.000 1596992
3195 1 6572.000 1596993
3202 1 7983.000 1596994
3207 1 7083.000 1596995
3212 1 2125.000 1596996
3221 1 5777.000 1596997
3242 1 6057.000 1596998
3290 1 6894.000 1596999
3295 1 3765.000 1597000
3298 1 7294.000 1597001
3328 1 6902.000 1597002
3345 1 7312.000 1597003
3377 1 6839.000 1597004
3391 1 7297.000 1597005
3409 1 5635.000 1597006
3414 1 7235.000 1597007
3419 1 5166.000 1597008
3488 1 3202.000 1597009
3523 1 7241.000 1597010
3553 1 2533.000 1597011
3558 1 4881.000 1597012
3576 1 3624.000 1597013
3604 1 4413.000 1597014
3624 1 5467.000 1597015
3631 1 6957.000 1597016
3662 1 4166.000 1597017
3714 1 4050.000 1597018
3719 1 3999.000 1597019
3743 1 5883.000 1597020
3774 1 1821.000 1597021
3779 1 1775.000 1597022
3781 1 6736.000 1597023
3829 1 1647.000 1597024
3889 1 6569.000 1597025
3952 1 2701.000 1597026
3990 1 6271.000 1597027
4014 1 5213.000 1597028
4048 1 6096.000 1597029
4064 1 4087.000 1597030
4142 1 2504.000 1597031
4173 1 5816.000 1597032
4191 1 5562.000 1597033
4205 1 6006.000 1597034
4213 1 5571.000 1597035
4243 1 704.000 1597036
4250 1 4494.000 1597037
4601 1 5235.000 1597038
4643 1 3486.000 1597039
4647 1 1412.000 1597040
4807 1 2499.000 1597041
4896 1 1411.000 1597042
5091 1 5025.000 1597043
5141 1 3536.000 1597044
5148 1 196.000 1597045
5219 1 1310.000 1597046
5325 1 1302.000 1597047
5436 1 4605.000 1597048
5492 1 1116.000 1597049
5532 1 2821.000 1597050
5696 1 3823.000 1597051
5770 1 4397.000 1597052
5968 1 3782.000 1597053
6013 1 4249.000 1597054
6174 1 3517.000 1597055
6886 1 3713.000 1597056
7211 1 2581.000 1597057
7287 1 2972.000 1597058
7939 1 2854.000 1597059
8445 1 820.000 1597060
8492 1 816.000 1597061
8494 1 816.000 1597062
8538 1 2952.000 1597063
8663 1 2940.000 1597064
9974 1 1336.000 1597065
10148 1 761.000 1597066
10151 1 1825.000 1597067
10277 1 2488.000 1597068
10332 1 2474.000 1597069
10404 1 637.000 1597070
10968 1 2334.000 1597071
11584 1 2126.000 1597072
12126 1 2023.000 1597073
12175 1 2102.000 1597074
12316 1 2071.000 1597075
12533 1 2024.000 1597076
12990 1 1970.000 1597077
13167 1 1900.000 1597078
13256 3 1931.000 1597081
13259 1 1930.000 1597082
13290 1 1437.000 1597083
13291 1 1437.000 1597084
13297 2 521.000 1597086
13324 1 579.000 1597087
17343 1 1411.000 1597088
17355 1 1410.000 1597089
17356 1 1410.000 1597090
18339 1 957.000 1597091
18511 1 1354.000 1597092
19758 1 1267.000 1597093
22676 1 1128.000 1597094
23118 1 1084.000 1597095
24665 1 1028.000 1597096
25437 1 985.000 1597097
25853 1 969.000 1597098
26060 1 982.000 1597099
26242 1 955.000 1597100
26528 1 965.000 1597101
28192 1 889.000 1597102
29138 1 859.000 1597103
29152 1 859.000 1597104
31563 1 811.000 1597105
32123 1 780.000 1597106
33116 1 772.000 1597107
34005 1 752.000 1597108
38178 1 656.000 1597109
39879 1 628.000 1597110
39908 1 628.000 1597111
39910 1 628.000 1597112
39920 1 628.000 1597113
45722 1 559.000 1597114
48538 1 516.000 1597115
48554 1 516.000 1597116
52026 1 470.000 1597117
55387 1 452.000 1597118
62434 1 401.000 1597119
62439 1 401.000 1597120
74106 1 337.000 1597121
126323 2 202.000 1597123
152132 1 164.000 1597124
259413 1 96.000 1597125
563282 1 44.000 1597126
572249 1 43.000 1597127
572297 1 43.000 1597128
572313 1 43.000 1597129
572314 1 43.000 1597130
1557420 1 16.000 1597131
1557421 1 16.000 1597132
