,flex-0.10-0.05-1.00,ARC,Belady,Cacheus,Clock,FIFO,FIFO-Merge,GDSF,Hyperbolic,LFU,LHD,LIRS,LRU,LeCaR,QDLP,S3FIFO,S4LRU,TwoQ,WTinyLFU
2016_LUN3.oracleGeneral.zst_609867155,0.3219,0.3191,0.212,0.3368,0.4066,0.4623,0.3316,0.2372,0.4088,0.484,0.2569,0.3072,0.4197,0.414,0.3104,0.3057,0.312,0.3212,0.3037
2016_LUN6.oracleGeneral.zst_655119703,0.3094,0.3259,0.1859,0.3525,0.3787,0.4417,0.2924,0.2011,0.3744,0.5257,0.2312,0.2807,0.3948,0.391,0.3104,0.3045,0.2823,0.3155,0.2722
2016_LUN1.oracleGeneral.zst_492030661,0.3283,0.3465,0.2141,0.3724,0.4209,0.4831,0.334,0.244,0.4147,0.4605,0.2587,0.3052,0.4409,0.4361,0.3235,0.3163,0.3061,0.3435,0.3134
2016_LUN0.oracleGeneral.zst_552023811,0.3066,0.3068,0.1967,0.3241,0.3818,0.4339,0.3024,0.2082,0.3799,0.4568,0.2305,0.2869,0.3983,0.3974,0.2966,0.289,0.2872,0.3055,0.2804
2016_LUN2.oracleGeneral.zst_691221362,0.3077,0.3253,0.1819,0.343,0.381,0.4435,0.2901,0.1947,0.3784,0.4572,0.2152,0.2731,0.3935,0.391,0.3044,0.294,0.274,0.3177,0.2769
2016_LUN4.oracleGeneral.zst_530623433,0.3006,0.295,0.1847,0.3112,0.3846,0.4307,0.3044,0.2084,0.3855,0.4965,0.2293,0.2703,0.3976,0.3889,0.288,0.2813,0.2744,0.2947,0.2878
