,flex-0.10-0.05-1.00,ARC,Belady,CAR,Cacheus,Clock,FIFO,FIFO-Merge,GDSF,GLCache,Hyperbolic,LFU,LHD,LIRS,LRU,LeCaR,QDLP,S3FIFO,S4LRU,TwoQ,WTinyLFU
2016_LUN3.oracleGeneral.zst_609867155,0.6241,0.6498,0.4964,0.6455,0.6629,0.7289,0.7569,0.7007,0.6299,0.7062,0.7348,0.7551,0.732,0.6433,0.7422,0.7366,0.6229,0.6185,0.6438,0.6304,0.6466
2016_LUN6.oracleGeneral.zst_655119703,0.6188,0.644,0.4854,0.6422,0.6639,0.7244,0.7497,0.6976,0.6213,0.6972,0.7321,0.7362,0.7429,0.6601,0.7325,0.7274,0.6194,0.6054,0.636,0.6098,0.6331
2016_LUN1.oracleGeneral.zst_492030661,0.6664,0.6767,0.5414,0.6706,0.702,0.7616,0.7842,0.7471,0.6847,0.7315,0.7712,0.7901,0.7534,0.6781,0.7701,0.7637,0.6653,0.6445,0.6834,0.656,0.6725
2016_LUN0.oracleGeneral.zst_552023811,0.6099,0.6295,0.4931,0.6248,0.6504,0.718,0.7422,0.6938,0.6265,0.7048,0.7284,0.7543,0.7189,0.6266,0.7266,0.7173,0.6088,0.6033,0.6301,0.6131,0.6329
2016_LUN2.oracleGeneral.zst_691221362,0.6077,0.654,0.4942,0.6455,0.649,0.7429,0.7641,0.707,0.6337,0.7108,0.7498,0.7397,0.7139,0.6252,0.753,0.7443,0.607,0.6018,0.6353,0.6131,0.6297
2016_LUN4.oracleGeneral.zst_530623433,0.596,0.6142,0.4786,0.6102,0.6327,0.7017,0.7378,0.6869,0.6299,0.7038,0.7115,0.7919,0.7103,0.6085,0.714,0.7054,0.5947,0.5882,0.6243,0.6005,0.6225
