,flex-0.10-0.05-1.00,ARC,Belady,Cacheus,Clock,FIFO,FIFO-Merge,GDSF,Hyperbolic,LHD,LIRS,LeCaR,QDLP,S3FIFO,S4LRU,TwoQ,WTinyLFU
2016_LUN3.oracleGeneral.zst_609867155,0.78,0.8208,0.6334,0.8139,0.8476,0.8574,0.8253,0.7915,0.8467,0.8389,0.7881,0.8509,0.7706,0.7657,0.7895,0.783,0.7901
2016_LUN6.oracleGeneral.zst_655119703,0.8179,0.8293,0.6304,0.8265,0.8431,0.8524,0.8244,0.7956,0.8427,0.8425,0.8222,0.8446,0.8017,0.7993,0.7988,0.8132,0.7985
2016_LUN1.oracleGeneral.zst_492030661,0.7956,0.8177,0.6684,0.8287,0.8665,0.8747,0.8456,0.8085,0.8651,0.8489,0.8029,0.8684,0.7909,0.7853,0.8077,0.8028,0.8039
2016_LUN0.oracleGeneral.zst_552023811,0.773,0.8115,0.63,0.8002,0.8354,0.8446,0.8111,0.7804,0.8346,0.8281,0.7747,0.8378,0.7611,0.757,0.7763,0.7751,0.7843
2016_LUN2.oracleGeneral.zst_691221362,0.7795,0.8342,0.6435,0.8186,0.8533,0.8603,0.828,0.7878,0.8524,0.8325,0.7881,0.8545,0.7698,0.7639,0.7915,0.7791,0.7869
2016_LUN4.oracleGeneral.zst_530623433,0.7696,0.8261,0.6233,0.8006,0.8516,0.8621,0.8224,0.7915,0.849,0.8384,0.7735,0.8544,0.765,0.7624,0.783,0.7818,0.7805
