cachesize FlexCache S3-FIFO ARC Cacheus LeCaR LIRS WTinyLFU GDSF CAR GLCache
0.003 1.000 0.998 0.985 0.990 0.993 0.974 0.971 0.883 0.986 0.919
0.010 1.000 0.998 0.986 0.992 0.996 0.983 0.977 0.893 0.985 0.943
0.030 1.000 0.999 0.981 0.991 0.996 0.986 0.981 0.923 0.980 0.964
0.100 1.000 1.000 0.983 0.991 0.996 0.991 0.992 0.968 0.982 0.983
0.200 1.000 1.000 0.991 0.995 0.998 0.997 0.994 0.991 0.990 0.990
0.400 0.999 0.999 0.997 0.998 0.999 0.999 0.997 1.000 0.997 0.995
