cachesize FlexCache S3-FIFO ARC Cacheus LeCaR LIRS WTinyLFU GDSF CAR GLCache
0.003 0.995 0.992 0.996 0.960 0.839 0.992 0.850 0.880 0.996 0.712
0.010 0.990 0.984 0.990 0.981 0.921 0.996 0.876 0.936 0.992 0.889
0.030 0.962 0.924 0.927 0.928 0.887 0.971 0.915 0.884 0.927 0.911
0.100 0.958 0.855 0.835 0.796 0.769 0.989 0.952 0.766 0.837 0.867
0.200 0.969 0.918 0.834 0.844 0.826 0.988 0.956 0.839 0.844 0.871
0.400 0.955 0.937 0.822 0.829 0.862 0.994 0.981 0.892 0.846 0.916
