,flex-0.10-0.05-1.00,ARC,Belady,CAR,Cacheus,Clock,FIFO,FIFO-Merge,GDSF,GLCache,Hyperbolic,LFU,LHD,LIRS,LRU,LeCaR,QDLP,S3FIFO,S4LRU,TwoQ,WTinyLFU
tencent_photo1.oracleGeneral.zst_2917228640,0.3015,0.3275,0.2285,0.3231,0.3156,0.3283,0.3708,0.3239,0.3109,0.3617,0.3235,0.7388,0.3446,0.3233,0.3351,0.3226,0.3014,0.304,0.3042,0.3229,0.3938
tencent_photo2.oracleGeneral.zst_2731876301,0.3075,0.3331,0.2332,0.3288,0.3211,0.334,0.3766,0.3298,0.317,0.3997,0.3292,0.7411,0.3487,0.3298,0.3409,0.3284,0.3074,0.3103,0.31,0.3291,0.4024
