,accp4,accp4c,accp4p,ARC,Belady,Cacheus,Clock,FIFO,FIFO-Merge,GDSF,Hyperbolic,LHD,LIRS,LeCaR,QDLP,S3FIFO,S4LRU,TwoQ,WTinyLFU
w22.oracleGeneral.bin.zst,0.714,0.724,0.7262,0.8667,0.6873,0.8665,0.875,0.8799,0.8586,0.8729,0.8732,0.7954,0.7054,0.8771,0.8647,0.8682,0.7551,0.8742,0.7047
w51.oracleGeneral.bin.zst,0.1843,0.1843,0.1846,0.185,0.1819,0.1873,0.207,0.2094,0.2196,0.1972,0.2051,0.2075,0.1872,0.1998,0.1849,0.1869,0.1898,0.2082,0.1908
w84.oracleGeneral.bin.zst,0.2137,0.2153,0.2325,0.2274,0.1654,0.2434,0.2606,0.278,0.2656,0.2504,0.2632,0.2409,0.2306,0.2587,0.2335,0.2305,0.256,0.236,0.2158
w37.oracleGeneral.bin.zst,0.3508,0.3564,0.3753,0.4045,0.3122,0.4246,0.4666,0.5124,0.4702,0.4267,0.4553,0.419,0.3671,0.4744,0.395,0.395,0.3829,0.4187,0.3606
w87.oracleGeneral.bin.zst,0.6409,0.6409,0.6475,0.6596,0.5776,0.6625,0.6874,0.716,0.692,0.6742,0.6801,0.6869,0.645,0.6989,0.6579,0.6729,0.659,0.6952,0.6564
w34.oracleGeneral.bin.zst,0.3298,0.328,0.3354,0.3472,0.2676,0.3429,0.3471,0.3859,0.3698,0.3495,0.3567,0.362,0.364,0.3463,0.3328,0.348,0.3427,0.3528,0.4024
w66.oracleGeneral.bin.zst,0.1619,0.1664,0.2941,0.4294,0.1402,0.4618,0.4371,0.4745,0.2941,0.4072,0.4015,0.2538,0.1973,0.4423,0.3301,0.3271,0.2829,0.3444,0.1974
w06.oracleGeneral.bin.zst,0.029,0.0287,0.0296,0.029,0.0248,0.0286,0.0306,0.038,0.0383,0.0306,0.0377,0.0312,0.0305,0.0305,0.0291,0.0294,0.0294,0.0334,0.0373
w91.oracleGeneral.bin.zst,0.2684,0.2726,0.3176,0.3275,0.2121,0.3383,0.3623,0.3763,0.3596,0.3316,0.3439,0.3304,0.3034,0.3613,0.3161,0.3175,0.3065,0.3303,0.2948
w79.oracleGeneral.bin.zst,0.8695,0.8707,0.8706,0.8856,0.853,0.8865,0.887,0.904,0.8882,0.8865,0.8861,0.887,0.87,0.8877,0.8852,0.8865,0.874,0.8915,0.871
w41.oracleGeneral.bin.zst,0.0552,0.056,0.0582,0.0591,0.0416,0.0688,0.0642,0.0755,0.0698,0.0637,0.0672,0.054,0.057,0.0612,0.0581,0.0562,0.0653,0.0552,0.0509
w72.oracleGeneral.bin.zst,0.1566,0.1584,0.1812,0.1738,0.1083,0.2004,0.2037,0.2277,0.2088,0.186,0.202,0.1817,0.1655,0.1924,0.176,0.1739,0.1745,0.1717,0.168
w10.oracleGeneral.bin.zst,0.3983,0.4025,0.4517,0.4547,0.3018,0.4778,0.4929,0.4875,0.4756,0.4796,0.4818,0.475,0.4426,0.4941,0.4522,0.464,0.4609,0.4829,0.4648
w08.oracleGeneral.bin.zst,0.6297,0.6352,0.659,0.7415,0.5516,0.7338,0.8149,0.8363,0.7809,0.7969,0.8035,0.746,0.6532,0.8211,0.7277,0.7441,0.6861,0.7784,0.6554
w103.oracleGeneral.bin.zst,0.1724,0.1728,0.1985,0.2012,0.1417,0.1958,0.2003,0.2051,0.2079,0.2029,0.2066,0.2037,0.1953,0.1937,0.1941,0.196,0.1932,0.1994,0.196
w58.oracleGeneral.bin.zst,0.1906,0.189,0.2226,0.2256,0.1567,0.25,0.261,0.2586,0.2642,0.2316,0.2613,0.2323,0.2244,0.2576,0.2173,0.2299,0.2245,0.2453,0.2233
w52.oracleGeneral.bin.zst,0.0743,0.0763,0.092,0.1016,0.0684,0.1076,0.1073,0.1471,0.1253,0.0965,0.1116,0.0966,0.0873,0.1054,0.0948,0.0949,0.097,0.1079,0.0825
w16.oracleGeneral.bin.zst,0.6119,0.6164,0.6177,0.6766,0.5348,0.6737,0.7301,0.7457,0.7123,0.7248,0.7255,0.6813,0.6132,0.7365,0.6592,0.693,0.6486,0.7069,0.6418
w40.oracleGeneral.bin.zst,0.0813,0.0822,0.0835,0.087,0.0601,0.0855,0.0902,0.0974,0.095,0.0862,0.0902,0.0759,0.0858,0.0835,0.0849,0.0819,0.0889,0.0822,0.0753
w25.oracleGeneral.bin.zst,0.1453,0.1457,0.1835,0.1695,0.1383,0.1581,0.1549,0.2137,0.2155,0.1521,0.1539,0.1642,0.1958,0.1552,0.1813,0.1627,0.1932,0.1607,0.1996
w38.oracleGeneral.bin.zst,0.5145,0.5206,0.5231,0.5446,0.4707,0.5972,0.6359,0.6447,0.6229,0.619,0.6315,0.5596,0.5229,0.6329,0.5429,0.5665,0.5423,0.6122,0.5281
w71.oracleGeneral.bin.zst,0.1258,0.1283,0.1562,0.1679,0.1233,0.1782,0.1815,0.234,0.2136,0.1641,0.1833,0.166,0.1572,0.1735,0.1562,0.1544,0.1656,0.1716,0.1552
w20.oracleGeneral.bin.zst,0.457,0.4797,0.5149,0.5802,0.379,0.5783,0.6215,0.6177,0.5694,0.6159,0.6049,0.5396,0.4547,0.6161,0.5311,0.5154,0.5397,0.5335,0.467
w93.oracleGeneral.bin.zst,0.41,0.4169,0.5759,0.6269,0.452,0.7135,0.7001,0.757,0.6564,0.6906,0.7232,0.661,0.5255,0.704,0.6067,0.6197,0.5948,0.6169,0.5108
w15.oracleGeneral.bin.zst,0.6833,0.6997,0.8038,0.8218,0.6741,0.842,0.8774,0.884,0.8765,0.8763,0.8819,0.8154,0.7867,0.8746,0.787,0.7933,0.795,0.8295,0.7259
w21.oracleGeneral.bin.zst,0.6469,0.6493,0.6504,0.6471,0.5841,0.6365,0.855,0.8464,0.8341,0.8496,0.8582,0.7512,0.6469,0.8234,0.6512,0.6689,0.7527,0.7013,0.7165
w02.oracleGeneral.bin.zst,0.0312,0.0329,0.0408,0.0401,0.0198,0.0443,0.0436,0.0974,0.0697,0.0364,0.0455,0.0381,0.0366,0.0403,0.0397,0.04,0.0423,0.0478,0.037
w26.oracleGeneral.bin.zst,0.2897,0.2923,0.3092,0.3041,0.1863,0.3775,0.3174,0.3465,0.3287,0.309,0.3304,0.3176,0.3084,0.305,0.3113,0.3008,0.3157,0.3016,0.2772
w64.oracleGeneral.bin.zst,0.8671,0.8682,0.8922,0.8663,0.8628,0.8922,0.8705,0.8711,0.8869,0.8684,0.8696,0.8866,0.8911,0.8709,0.8662,0.8676,0.8925,0.8706,0.8907
w39.oracleGeneral.bin.zst,0.0631,0.0634,0.0648,0.0673,0.0463,0.0661,0.0717,0.0784,0.0797,0.0684,0.0795,0.059,0.0667,0.0669,0.0656,0.0656,0.0716,0.0622,0.0577
w32.oracleGeneral.bin.zst,0.3684,0.3705,0.4806,0.5216,0.3026,0.5199,0.5122,0.5163,0.5177,0.4591,0.5551,0.5022,0.5034,0.4854,0.4874,0.417,0.4927,0.452,0.3495
w24.oracleGeneral.bin.zst,0.3375,0.3422,0.3851,0.4002,0.2603,0.4202,0.4224,0.4521,0.4076,0.4082,0.4183,0.4084,0.3705,0.4265,0.3839,0.3844,0.3763,0.3986,0.3725
w59.oracleGeneral.bin.zst,0.3506,0.3497,0.4625,0.4509,0.2304,0.4536,0.4561,0.4709,0.4552,0.4621,0.4629,0.4598,0.4495,0.4454,0.452,0.4588,0.4458,0.4518,0.4685
w106.oracleGeneral.bin.zst,0.1228,0.1245,0.1306,0.133,0.1081,0.1399,0.146,0.1523,0.1538,0.1412,0.1481,0.1431,0.1298,0.1368,0.1317,0.1284,0.1347,0.1412,0.1249
w17.oracleGeneral.bin.zst,0.1179,0.1166,0.1214,0.1224,0.0922,0.1229,0.1258,0.144,0.1392,0.1232,0.1267,0.1252,0.1263,0.1279,0.1207,0.123,0.1199,0.1297,0.1402
w88.oracleGeneral.bin.zst,0.1473,0.1478,0.1807,0.1863,0.1172,0.1854,0.1886,0.2115,0.2006,0.188,0.1978,0.1811,0.1724,0.1859,0.176,0.1743,0.1833,0.1811,0.1736
w85.oracleGeneral.bin.zst,0.6386,0.6459,0.6467,0.7632,0.6232,0.7617,0.8041,0.8133,0.7846,0.789,0.7919,0.7174,0.6375,0.8073,0.7599,0.7786,0.6744,0.8053,0.6565
w80.oracleGeneral.bin.zst,0.3655,0.3706,0.3895,0.3892,0.2822,0.4272,0.4782,0.5014,0.4906,0.4216,0.4696,0.4253,0.3886,0.4797,0.3799,0.3775,0.3947,0.4051,0.3719
w65.oracleGeneral.bin.zst,0.697,0.7102,0.712,0.9488,0.6733,0.9407,0.9721,0.9731,0.8978,0.9693,0.9691,0.7672,0.687,0.9727,0.9383,0.9543,0.7564,0.9583,0.6906
w31.oracleGeneral.bin.zst,0.6575,0.6593,0.6652,0.6657,0.6097,0.6669,0.6885,0.7198,0.7062,0.6789,0.6839,0.6788,0.6675,0.6851,0.6648,0.6717,0.6721,0.7082,0.6868
w46.oracleGeneral.bin.zst,0.4348,0.4302,0.4421,0.4306,0.3977,0.4256,0.4237,0.437,0.436,0.4226,0.4276,0.4294,0.4594,0.4252,0.4345,0.4274,0.4332,0.4344,0.4841
w76.oracleGeneral.bin.zst,0.1812,0.1799,0.1847,0.1801,0.1182,0.1782,0.1858,0.2029,0.2083,0.1859,0.2007,0.1858,0.1812,0.179,0.1822,0.1858,0.1831,0.1823,0.2118
w100.oracleGeneral.bin.zst,0.5831,0.585,0.5933,0.6152,0.4859,0.613,0.6351,0.655,0.6198,0.6287,0.6297,0.5997,0.5875,0.6387,0.6082,0.6122,0.6162,0.6246,0.5803
w14.oracleGeneral.bin.zst,0.3482,0.3529,0.4342,0.4422,0.2804,0.4622,0.4749,0.4872,0.4525,0.4632,0.4609,0.3729,0.4182,0.4726,0.4308,0.3969,0.4505,0.4289,0.4234
w62.oracleGeneral.bin.zst,0.5725,0.5765,0.5777,0.6252,0.5436,0.6394,0.6303,0.7339,0.6641,0.6296,0.6324,0.6426,0.5685,0.6293,0.6238,0.6447,0.5913,0.6475,0.5691
w33.oracleGeneral.bin.zst,0.1171,0.1178,0.1195,0.124,0.0888,0.1873,0.1275,0.1379,0.1302,0.1246,0.1263,0.1092,0.1182,0.1252,0.1216,0.1167,0.1271,0.1168,0.1075
w67.oracleGeneral.bin.zst,0.0881,0.0898,0.1109,0.1039,0.0601,0.1117,0.1196,0.13,0.1214,0.1159,0.1238,0.1054,0.0943,0.1058,0.1068,0.1069,0.1024,0.1013,0.0937
w49.oracleGeneral.bin.zst,0.3848,0.3867,0.4197,0.422,0.337,0.5008,0.5406,0.5528,0.5249,0.5074,0.5375,0.5004,0.4248,0.5404,0.4151,0.4326,0.4516,0.4762,0.4036
w55.oracleGeneral.bin.zst,0.8556,0.8556,0.8556,0.855,0.8223,0.8548,0.8581,0.859,0.8519,0.8567,0.8543,0.8574,0.8586,0.8586,0.8541,0.8556,0.8569,0.8576,0.8556
w73.oracleGeneral.bin.zst,0.2448,0.2532,0.2852,0.3,0.1892,0.3125,0.3149,0.3803,0.3399,0.2831,0.3289,0.29,0.2653,0.31,0.2783,0.2787,0.2698,0.2736,0.2595
w89.oracleGeneral.bin.zst,0.2517,0.2492,0.2722,0.2763,0.2235,0.2773,0.2665,0.2864,0.2948,0.2723,0.2811,0.2724,0.2847,0.2737,0.2625,0.2662,0.2684,0.278,0.2953
w09.oracleGeneral.bin.zst,0.3791,0.3863,0.3795,0.3967,0.2996,0.4449,0.4755,0.4726,0.434,0.4585,0.4571,0.352,0.3417,0.4649,0.3845,0.3502,0.4179,0.3586,0.3435
w45.oracleGeneral.bin.zst,0.051,0.0518,0.0536,0.0599,0.0346,0.06,0.0661,0.0815,0.0783,0.0561,0.0812,0.0499,0.0561,0.059,0.054,0.0532,0.0573,0.0514,0.0465
w90.oracleGeneral.bin.zst,0.1899,0.1906,0.2405,0.2626,0.1679,0.2538,0.2613,0.263,0.2704,0.25,0.2571,0.2818,0.2378,0.2614,0.244,0.2446,0.4329,0.2596,0.3252
w36.oracleGeneral.bin.zst,0.1056,0.1062,0.1076,0.1168,0.0821,0.1121,0.1155,0.1263,0.1184,0.1127,0.1135,0.0988,0.108,0.1132,0.1097,0.1046,0.1123,0.1052,0.0964
w05.oracleGeneral.bin.zst,0.6451,0.641,0.6549,0.6294,0.5666,0.6256,0.6415,0.6541,0.6589,0.6377,0.6468,0.6741,0.671,0.6435,0.6294,0.6337,0.6622,0.6485,0.7135
w43.oracleGeneral.bin.zst,0.335,0.3342,0.3722,0.4223,0.2814,0.4188,0.465,0.4808,0.447,0.4285,0.444,0.4299,0.3775,0.4459,0.4051,0.4074,0.4408,0.3853,0.4183
w04.oracleGeneral.bin.zst,0.3429,0.3452,0.3883,0.3853,0.2459,0.3932,0.392,0.3872,0.3798,0.3817,0.3811,0.3186,0.3922,0.3702,0.3876,0.3396,0.3789,0.3647,0.3237
w07.oracleGeneral.bin.zst,0.2631,0.2685,0.2915,0.3217,0.2128,0.3488,0.3489,0.4161,0.3469,0.308,0.3335,0.3022,0.2915,0.3508,0.2954,0.2996,0.2892,0.3374,0.2714
w92.oracleGeneral.bin.zst,0.6947,0.7015,0.7016,0.7988,0.6793,0.7978,0.8254,0.8259,0.8139,0.8198,0.8243,0.7368,0.6905,0.8255,0.7975,0.8115,0.7204,0.8234,0.6921
w74.oracleGeneral.bin.zst,0.0885,0.0908,0.1058,0.0974,0.0601,0.1009,0.1083,0.1221,0.1213,0.1049,0.1256,0.0986,0.0931,0.1019,0.0983,0.0999,0.1008,0.0958,0.0963
w11.oracleGeneral.bin.zst,0.3485,0.3452,0.3837,0.3742,0.1967,0.3667,0.3779,0.4207,0.4165,0.4297,0.4087,0.3809,0.4049,0.367,0.38,0.385,0.4653,0.38,0.466
w29.oracleGeneral.bin.zst,0.3801,0.385,0.412,0.4131,0.2892,0.4488,0.4556,0.4665,0.447,0.4449,0.4407,0.4512,0.3865,0.4532,0.4072,0.4024,0.4163,0.4147,0.4134
w69.oracleGeneral.bin.zst,0.2664,0.2662,0.3123,0.3205,0.2151,0.3364,0.3502,0.3998,0.3508,0.3406,0.3467,0.328,0.2988,0.3585,0.318,0.3136,0.3253,0.3246,0.3023
w95.oracleGeneral.bin.zst,0.1886,0.1874,0.2129,0.2122,0.1546,0.2291,0.2366,0.2668,0.243,0.2285,0.2377,0.2277,0.2101,0.2353,0.2109,0.2108,0.2149,0.2195,0.2016
w82.oracleGeneral.bin.zst,0.2038,0.2152,0.3022,0.338,0.1886,0.2373,0.3883,0.4072,0.3172,0.3531,0.3618,0.3148,0.2476,0.3543,0.2916,0.2906,0.2925,0.2903,0.244
w48.oracleGeneral.bin.zst,0.6495,0.6631,0.7579,0.8021,0.5502,0.7494,0.8422,0.8451,0.7912,0.8305,0.8239,0.7526,0.7327,0.8435,0.7705,0.7694,0.7041,0.8188,0.6702
w47.oracleGeneral.bin.zst,0.0445,0.0454,0.0468,0.0536,0.0297,0.0528,0.057,0.0727,0.0727,0.0496,0.0756,0.0439,0.0503,0.0509,0.0473,0.0468,0.0513,0.0471,0.0404
w61.oracleGeneral.bin.zst,0.345,0.3454,0.3993,0.4272,0.2489,0.4181,0.4335,0.4612,0.4426,0.3942,0.4301,0.4096,0.4338,0.4245,0.3806,0.3748,0.3785,0.3795,0.4023
w56.oracleGeneral.bin.zst,0.0953,0.0961,0.1009,0.1061,0.0654,0.1113,0.115,0.1414,0.1202,0.1045,0.1103,0.1086,0.1031,0.1085,0.1013,0.0991,0.1052,0.1081,0.0983
w77.oracleGeneral.bin.zst,0.2595,0.2633,0.2843,0.2853,0.2102,0.2972,0.316,0.3359,0.3615,0.3028,0.3519,0.3311,0.2759,0.3066,0.2841,0.2926,0.3119,0.2942,0.2803
w57.oracleGeneral.bin.zst,0.1186,0.1208,0.128,0.1358,0.0741,0.1414,0.1447,0.1678,0.1484,0.1304,0.1426,0.1344,0.1289,0.1386,0.1264,0.1235,0.1313,0.1372,0.1148
w104.oracleGeneral.bin.zst,0.7279,0.7309,0.7511,0.7192,0.6293,0.7303,0.7348,0.7609,0.7442,0.7319,0.7389,0.7343,0.7576,0.7385,0.7173,0.7289,0.7363,0.7472,0.7595
w96.oracleGeneral.bin.zst,0.3838,0.3784,0.3858,0.4071,0.2321,0.4092,0.4149,0.4316,0.4167,0.3736,0.3966,0.4028,0.4009,0.387,0.3714,0.3638,0.3639,0.3713,0.4384
w01.oracleGeneral.bin.zst,0.723,0.7271,0.7384,0.7935,0.6604,0.8117,0.8164,0.8258,0.7943,0.8169,0.8085,0.713,0.7284,0.8256,0.7932,0.8218,0.7461,0.8238,0.7319
w53.oracleGeneral.bin.zst,0.6504,0.6499,0.6533,0.6543,0.596,0.6535,0.6542,0.6622,0.651,0.6506,0.6517,0.6505,0.6505,0.6544,0.6542,0.6517,0.6452,0.6558,0.6398
w12.oracleGeneral.bin.zst,0.0138,0.0139,0.0149,0.0145,0.0099,0.0145,0.0152,0.0197,0.0196,0.0162,0.0199,0.0147,0.0147,0.015,0.0146,0.0147,0.0146,0.0152,0.0153
