,accp4,accp4c,accp4p,ARC,Belady,Cacheus,Clock,FIFO,FIFO-Merge,GDSF,Hyperbolic,LHD,LIRS,LeCaR,QDLP,S3FIFO,S4LRU,TwoQ,WTinyLFU
w99.oracleGeneral.bin.zst,0.6826,0.6824,0.6826,0.6835,0.6721,0.6836,0.6916,0.6966,0.6871,0.6854,0.6875,0.6875,0.6839,0.6906,0.683,0.6834,0.6841,0.6839,0.6851
w03.oracleGeneral.bin.zst,0.6543,0.6547,0.6563,0.6529,0.5773,0.652,0.6618,0.6729,0.6727,0.6434,0.6642,0.6362,0.674,0.6579,0.6604,0.6478,0.665,0.6408,0.6508
w42.oracleGeneral.bin.zst,0.8122,0.8119,0.8151,0.814,0.7639,0.8154,0.8249,0.8323,0.8267,0.8173,0.8239,0.821,0.8227,0.8245,0.8153,0.8155,0.8205,0.8171,0.8356
w44.oracleGeneral.bin.zst,0.9163,0.9172,0.9189,0.9208,0.8873,0.9201,0.9338,0.9388,0.9347,0.9306,0.934,0.93,0.9262,0.934,0.9218,0.9213,0.9321,0.9245,0.9408
w98.oracleGeneral.bin.zst,0.7338,0.7317,0.7319,0.757,0.685,0.7621,0.7778,0.7907,0.7795,0.7707,0.7782,0.7729,0.7645,0.7784,0.7374,0.7254,0.7532,0.7236,0.754
w68.oracleGeneral.bin.zst,0.6872,0.688,0.6889,0.6938,0.6248,0.7091,0.7709,0.7843,0.7629,0.739,0.7624,0.7364,0.6956,0.7566,0.6914,0.6888,0.7237,0.7017,0.7259
w27.oracleGeneral.bin.zst,0.8615,0.8525,0.8573,0.8271,0.7127,0.8359,0.8406,0.8463,0.8545,0.8306,0.8419,0.8411,0.877,0.8383,0.8522,0.8473,0.8618,0.8236,0.8806
w101.oracleGeneral.bin.zst,0.7306,0.7285,0.7288,0.7536,0.6826,0.7589,0.776,0.7889,0.7776,0.7668,0.7769,0.7713,0.7606,0.7766,0.7341,0.7248,0.7501,0.7233,0.7534
w28.oracleGeneral.bin.zst,0.7992,0.7979,0.8016,0.7994,0.7302,0.802,0.8087,0.8149,0.8136,0.8039,0.8083,0.8065,0.8051,0.809,0.8016,0.8029,0.8049,0.8019,0.8244
w23.oracleGeneral.bin.zst,0.7962,0.7961,0.7968,0.8022,0.7138,0.8152,0.865,0.8924,0.8752,0.8408,0.8686,0.8362,0.802,0.868,0.7958,0.7951,0.8361,0.8087,0.793
w54.oracleGeneral.bin.zst,0.8854,0.8843,0.9026,0.9134,0.8577,0.9112,0.9387,0.9413,0.9356,0.9399,0.9412,0.928,0.9091,0.9338,0.9022,0.8972,0.9014,0.9049,0.8864
w13.oracleGeneral.bin.zst,0.6486,0.651,0.6863,0.6913,0.5089,0.7346,0.76,0.7536,0.7273,0.7742,0.7724,0.6911,0.6515,0.7569,0.6828,0.6837,0.8412,0.7054,0.7064
w22.oracleGeneral.bin.zst,0.8878,0.888,0.8883,0.8895,0.8741,0.8908,0.8957,0.9002,0.8975,0.8935,0.8953,0.8954,0.8903,0.8954,0.8885,0.8893,0.8935,0.8893,0.8938
w51.oracleGeneral.bin.zst,0.4723,0.4729,0.4734,0.4793,0.4261,0.4815,0.4915,0.5049,0.4959,0.4871,0.4942,0.4877,0.481,0.4905,0.4761,0.4695,0.4938,0.4751,0.4709
w84.oracleGeneral.bin.zst,0.4672,0.4635,0.4674,0.4632,0.4145,0.4688,0.591,0.6236,0.5608,0.5603,0.5976,0.5245,0.4743,0.5897,0.4646,0.4636,0.5919,0.4904,0.5091
w37.oracleGeneral.bin.zst,0.8744,0.856,0.8553,0.8457,0.7493,0.8404,0.838,0.8421,0.847,0.8363,0.8389,0.8351,0.9241,0.8371,0.8571,0.8522,0.8344,0.8359,0.9259
w87.oracleGeneral.bin.zst,0.8569,0.8511,0.8638,0.8385,0.791,0.8487,0.8466,0.8449,0.8569,0.8476,0.85,0.8523,0.9067,0.8433,0.8642,0.8639,0.8619,0.8589,0.9162
w34.oracleGeneral.bin.zst,0.8686,0.8626,0.8632,0.8502,0.7231,0.8692,0.8794,0.8782,0.8779,0.8794,0.8771,0.8782,0.8837,0.8756,0.8647,0.8554,0.9048,0.8655,0.8718
w66.oracleGeneral.bin.zst,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
w06.oracleGeneral.bin.zst,0.4029,0.4055,0.4134,0.4422,0.3275,0.4516,0.4642,0.48,0.4729,0.4323,0.4727,0.4003,0.4466,0.4491,0.4239,0.3871,0.4506,0.3862,0.3821
w91.oracleGeneral.bin.zst,0.7486,0.7487,0.7531,0.7491,0.6624,0.752,0.768,0.7755,0.7613,0.765,0.767,0.76,0.75,0.7688,0.7529,0.7534,0.7566,0.7545,0.7599
w79.oracleGeneral.bin.zst,0.9699,0.9814,0.9678,0.9746,0.9069,0.9711,0.9915,0.9922,0.9885,0.9905,0.9909,0.9899,0.9762,0.9917,0.9605,0.9589,0.9922,0.9737,0.9554
w41.oracleGeneral.bin.zst,0.1408,0.1403,0.1403,0.1408,0.1264,0.1409,0.1439,0.1608,0.1489,0.1416,0.1507,0.1433,0.1451,0.1436,0.1405,0.1406,0.1431,0.1406,0.1523
w72.oracleGeneral.bin.zst,0.4567,0.4555,0.4591,0.4576,0.3874,0.4616,0.4738,0.4924,0.4774,0.4691,0.4733,0.4702,0.4684,0.4731,0.4606,0.461,0.4743,0.4635,0.5003
w10.oracleGeneral.bin.zst,0.7625,0.7327,0.7345,0.7292,0.6448,0.7308,0.7457,0.7634,0.7556,0.7342,0.7462,0.7303,0.8096,0.7381,0.7326,0.7395,0.7385,0.7297,0.8177
w08.oracleGeneral.bin.zst,0.9521,0.9515,0.9524,0.953,0.8948,0.9562,0.9648,0.9686,0.967,0.9617,0.966,0.9604,0.9562,0.9651,0.9519,0.9516,0.9533,0.9538,0.9549
w103.oracleGeneral.bin.zst,0.3653,0.3618,0.363,0.3612,0.325,0.3628,0.3805,0.4038,0.3872,0.3763,0.3819,0.3736,0.381,0.3771,0.3632,0.3658,0.3685,0.3675,0.435
w58.oracleGeneral.bin.zst,0.5333,0.5319,0.5403,0.5382,0.4769,0.5444,0.5554,0.5802,0.5675,0.5533,0.5614,0.5509,0.5497,0.5512,0.5427,0.5433,0.5597,0.5414,0.558
w52.oracleGeneral.bin.zst,0.493,0.4921,0.4962,0.496,0.4545,0.5012,0.5185,0.5312,0.517,0.5082,0.5146,0.5093,0.4982,0.5146,0.4954,0.4948,0.5,0.4992,0.5063
w16.oracleGeneral.bin.zst,0.8049,0.8056,0.807,0.8102,0.7781,0.8137,0.8359,0.8488,0.8417,0.8217,0.835,0.8241,0.8105,0.8309,0.8077,0.8077,0.8163,0.8087,0.8091
w40.oracleGeneral.bin.zst,0.1605,0.1603,0.1603,0.1613,0.14,0.1612,0.1633,0.1723,0.1658,0.1615,0.1663,0.1618,0.1698,0.1628,0.1607,0.1601,0.1633,0.1602,0.1802
w25.oracleGeneral.bin.zst,0.9239,0.927,0.9328,0.94,0.8794,0.9439,0.9628,0.9644,0.9638,0.9613,0.964,0.9579,0.9385,0.9624,0.9337,0.9315,0.9415,0.9388,0.9426
w38.oracleGeneral.bin.zst,0.7399,0.7354,0.7501,0.7292,0.6738,0.7293,0.7346,0.7499,0.7499,0.7276,0.7394,0.7339,0.7657,0.7339,0.7513,0.7575,0.7586,0.7554,0.8024
w71.oracleGeneral.bin.zst,0.5668,0.5659,0.5694,0.5692,0.527,0.5736,0.5891,0.6001,0.5878,0.5794,0.5848,0.5822,0.5731,0.5867,0.5689,0.5682,0.5717,0.5701,0.5877
w20.oracleGeneral.bin.zst,0.7506,0.7502,0.7515,0.7568,0.6877,0.757,0.7594,0.7621,0.7601,0.7566,0.7591,0.7481,0.7587,0.7593,0.7541,0.7528,0.7538,0.7473,0.7443
w93.oracleGeneral.bin.zst,0.8639,0.8638,0.8685,0.87,0.8358,0.8696,0.8743,0.8764,0.8718,0.872,0.8725,0.8727,0.872,0.8742,0.8691,0.869,0.8707,0.8687,0.8706
w15.oracleGeneral.bin.zst,0.9905,0.9916,0.9914,0.9927,0.977,0.9935,0.9947,0.995,0.9944,0.9946,0.9946,0.9951,0.992,0.9948,0.9922,0.9923,0.9907,0.9933,0.9901
w21.oracleGeneral.bin.zst,0.9199,0.9199,0.9199,0.9198,0.9049,0.9206,0.9256,0.9278,0.9253,0.924,0.9251,0.9248,0.9197,0.9252,0.9199,0.9202,0.9215,0.9208,0.9228
w02.oracleGeneral.bin.zst,0.9753,0.9762,0.9739,0.9775,0.9621,0.9773,0.9907,0.991,0.9894,0.99,0.9907,0.9754,0.9777,0.9907,0.9768,0.9758,0.9806,0.974,0.9735
w26.oracleGeneral.bin.zst,0.5628,0.5642,0.5668,0.5822,0.4844,0.5876,0.5905,0.5949,0.5922,0.5787,0.5934,0.5493,0.5857,0.5851,0.5771,0.5569,0.5962,0.5452,0.5743
w64.oracleGeneral.bin.zst,0.9083,0.9081,0.9098,0.9097,0.8964,0.9104,0.915,0.9185,0.9178,0.9133,0.9154,0.9162,0.9125,0.9149,0.9093,0.9098,0.9119,0.9114,0.9202
w39.oracleGeneral.bin.zst,0.1333,0.1329,0.1329,0.134,0.1217,0.1343,0.1362,0.1466,0.1388,0.1346,0.1394,0.1351,0.1385,0.1362,0.1333,0.1337,0.1359,0.1334,0.1434
w32.oracleGeneral.bin.zst,0.7591,0.7554,0.7583,0.7464,0.7026,0.7507,0.7541,0.7565,0.7576,0.7507,0.7541,0.7523,0.7675,0.7523,0.7593,0.7551,0.7567,0.7468,0.7621
w24.oracleGeneral.bin.zst,0.6274,0.6237,0.6254,0.6242,0.5634,0.631,0.6488,0.6813,0.6524,0.6325,0.645,0.6385,0.6396,0.6451,0.6273,0.6269,0.628,0.6254,0.6446
w59.oracleGeneral.bin.zst,0.9268,0.927,0.9276,0.9253,0.8226,0.9343,0.9608,0.9673,0.9602,0.958,0.9621,0.956,0.9247,0.9618,0.9286,0.9296,0.948,0.9375,0.9828
w106.oracleGeneral.bin.zst,0.3239,0.3187,0.3357,0.3415,0.2675,0.355,0.3706,0.3919,0.3678,0.3554,0.3685,0.3561,0.3374,0.3622,0.3476,0.347,0.3628,0.3513,0.3306
w17.oracleGeneral.bin.zst,0.7061,0.7191,0.7359,0.7341,0.5409,0.7171,0.8284,0.8375,0.8006,0.7962,0.8251,0.7276,0.7407,0.8279,0.7408,0.7376,0.7842,0.7576,0.6991
w88.oracleGeneral.bin.zst,0.4118,0.4106,0.4143,0.4181,0.3328,0.4237,0.4379,0.4613,0.4456,0.433,0.4406,0.4333,0.4308,0.4364,0.4173,0.4158,0.4425,0.4126,0.4431
w85.oracleGeneral.bin.zst,0.8842,0.8842,0.8851,0.8855,0.8653,0.8871,0.895,0.8975,0.892,0.8916,0.8925,0.8918,0.8862,0.8949,0.8848,0.8846,0.8898,0.8862,0.888
w80.oracleGeneral.bin.zst,0.8273,0.8267,0.8287,0.8288,0.7568,0.8322,0.855,0.863,0.849,0.8466,0.8519,0.8472,0.831,0.8541,0.8292,0.8297,0.84,0.8353,0.8349
w65.oracleGeneral.bin.zst,0.9824,0.9827,0.9823,0.9838,0.9705,0.9849,0.9888,0.9895,0.988,0.9884,0.9887,0.9887,0.9835,0.9889,0.9833,0.9846,0.985,0.9865,0.9877
w31.oracleGeneral.bin.zst,0.9212,0.919,0.9196,0.9181,0.8801,0.9192,0.9288,0.9321,0.9302,0.9261,0.9274,0.9267,0.9297,0.9276,0.9194,0.9197,0.9212,0.9207,0.9411
w46.oracleGeneral.bin.zst,0.5874,0.5855,0.5884,0.5887,0.5414,0.5973,0.6148,0.6211,0.6201,0.6075,0.6151,0.6108,0.5884,0.6115,0.5888,0.5896,0.6,0.5966,0.6073
w76.oracleGeneral.bin.zst,0.4075,0.4066,0.4078,0.418,0.3518,0.4204,0.4309,0.4563,0.4465,0.4143,0.4472,0.4134,0.4311,0.4247,0.414,0.4048,0.4388,0.3993,0.4234
w100.oracleGeneral.bin.zst,0.7339,0.7317,0.732,0.757,0.6849,0.7645,0.7781,0.791,0.7799,0.7713,0.7786,0.7745,0.7645,0.7787,0.7377,0.7255,0.7531,0.7237,0.7538
w14.oracleGeneral.bin.zst,0.5952,0.5955,0.5979,0.6001,0.5198,0.5991,0.6094,0.6157,0.6215,0.5887,0.6158,0.5826,0.6114,0.6038,0.602,0.5884,0.6323,0.5878,0.5992
w62.oracleGeneral.bin.zst,0.9287,0.9288,0.929,0.9291,0.9001,0.9284,0.9313,0.9332,0.9335,0.9304,0.9316,0.9326,0.9304,0.9312,0.9295,0.9283,0.9304,0.9285,0.9298
w33.oracleGeneral.bin.zst,0.2005,0.1998,0.1998,0.2003,0.1706,0.2,0.2021,0.2129,0.2062,0.2,0.2063,0.1997,0.2095,0.2013,0.2001,0.2,0.2025,0.2001,0.2298
w67.oracleGeneral.bin.zst,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
w49.oracleGeneral.bin.zst,0.6917,0.6901,0.6911,0.693,0.6533,0.6942,0.7015,0.7122,0.7018,0.6913,0.6977,0.6979,0.7095,0.6996,0.693,0.6871,0.6889,0.6865,0.7037
w55.oracleGeneral.bin.zst,0.8663,0.8663,0.8674,0.8683,0.8542,0.8677,0.8705,0.8729,0.8711,0.8688,0.8705,0.8702,0.8877,0.8701,0.8683,0.867,0.8704,0.8674,0.8867
w73.oracleGeneral.bin.zst,0.6888,0.689,0.6874,0.6888,0.6435,0.6993,0.7236,0.7357,0.7194,0.7093,0.7162,0.7177,0.6909,0.7201,0.6871,0.6855,0.6973,0.689,0.7018
w89.oracleGeneral.bin.zst,0.4633,0.4622,0.4651,0.4668,0.4258,0.4683,0.4742,0.4823,0.4736,0.4698,0.4726,0.4713,0.475,0.4733,0.4667,0.4682,0.4718,0.467,0.4859
w09.oracleGeneral.bin.zst,0.5572,0.5556,0.5571,0.5688,0.51,0.5691,0.5715,0.586,0.5735,0.5562,0.569,0.5525,0.6021,0.5677,0.5591,0.5563,0.5595,0.5541,0.5906
w45.oracleGeneral.bin.zst,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
w90.oracleGeneral.bin.zst,0.7964,0.797,0.7994,0.802,0.7516,0.7894,0.8157,0.8222,0.8116,0.8102,0.8133,0.812,0.8048,0.8142,0.8028,0.8039,0.8081,0.8067,0.8011
w36.oracleGeneral.bin.zst,0.1887,0.1882,0.1882,0.1887,0.1607,0.1887,0.1907,0.1986,0.1936,0.1893,0.1935,0.1876,0.1966,0.1899,0.1884,0.1883,0.1909,0.1887,0.2159
w05.oracleGeneral.bin.zst,0.8588,0.8549,0.8552,0.8528,0.7973,0.8517,0.8589,0.8681,0.8624,0.8545,0.8596,0.8544,0.8987,0.8587,0.8555,0.8558,0.8578,0.8559,0.9167
w43.oracleGeneral.bin.zst,0.8093,0.8082,0.8087,0.8131,0.7431,0.8167,0.825,0.8355,0.8271,0.8195,0.8275,0.8213,0.8164,0.8245,0.8106,0.8036,0.823,0.8025,0.814
w04.oracleGeneral.bin.zst,0.5026,0.5008,0.5015,0.5234,0.437,0.5224,0.5235,0.5384,0.5289,0.4983,0.5242,0.4898,0.5667,0.5177,0.5051,0.4968,0.5076,0.4964,0.5387
w07.oracleGeneral.bin.zst,0.8097,0.7966,0.7963,0.8253,0.6768,0.8067,0.8254,0.8336,0.819,0.8161,0.826,0.801,0.8752,0.8008,0.7975,0.7936,0.7921,0.7921,0.865
w92.oracleGeneral.bin.zst,0.8581,0.8577,0.8591,0.8611,0.8421,0.8617,0.866,0.8677,0.8618,0.8633,0.8635,0.8633,0.8616,0.8659,0.8589,0.856,0.8608,0.8566,0.8594
w74.oracleGeneral.bin.zst,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
w11.oracleGeneral.bin.zst,0.9481,0.9483,0.9484,0.9501,0.8061,0.9513,0.9698,0.9746,0.9639,0.9629,0.9704,0.96,0.9487,0.9713,0.9487,0.9494,0.9614,0.9558,0.9636
w29.oracleGeneral.bin.zst,0.7986,0.7824,0.7846,0.7937,0.6575,0.798,0.8191,0.8304,0.8232,0.7995,0.8232,0.8104,0.8215,0.819,0.7844,0.7744,0.8079,0.772,0.8606
w69.oracleGeneral.bin.zst,0.7648,0.7665,0.7649,0.7734,0.6594,0.7832,0.8194,0.8298,0.8076,0.8069,0.8142,0.7991,0.773,0.8198,0.7686,0.7612,0.7933,0.7758,0.7457
w95.oracleGeneral.bin.zst,0.4514,0.4508,0.4552,0.4607,0.3758,0.4644,0.4778,0.4965,0.4815,0.4652,0.4771,0.4738,0.4697,0.4743,0.4571,0.4552,0.4728,0.4564,0.5074
w82.oracleGeneral.bin.zst,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
w48.oracleGeneral.bin.zst,0.9216,0.9232,0.9283,0.9269,0.8845,0.93,0.9518,0.9579,0.9455,0.946,0.9482,0.9315,0.934,0.9477,0.9307,0.9311,0.9651,0.9461,0.9309
w47.oracleGeneral.bin.zst,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
w61.oracleGeneral.bin.zst,0.9311,0.9307,0.9328,0.9299,0.7876,0.9371,0.9449,0.9464,0.9379,0.9387,0.9429,0.9404,0.9378,0.9447,0.9327,0.9342,0.9425,0.9374,0.942
w56.oracleGeneral.bin.zst,0.4007,0.4065,0.4096,0.4458,0.2976,0.4561,0.4915,0.5218,0.5238,0.4219,0.5075,0.4632,0.4509,0.4775,0.4142,0.4001,0.4831,0.3861,0.3865
w77.oracleGeneral.bin.zst,0.593,0.5921,0.5932,0.593,0.5433,0.5931,0.5972,0.6072,0.5998,0.591,0.596,0.5942,0.6327,0.5963,0.595,0.5921,0.5956,0.5888,0.6353
w57.oracleGeneral.bin.zst,0.4106,0.4151,0.4177,0.4514,0.3293,0.456,0.4997,0.5314,0.5281,0.4242,0.5147,0.4761,0.4571,0.4868,0.4228,0.4112,0.4771,0.3999,0.405
w104.oracleGeneral.bin.zst,0.9548,0.9556,0.9558,0.9559,0.8726,0.958,0.9565,0.9565,0.9544,0.9562,0.9553,0.9582,0.9623,0.9564,0.9557,0.9537,0.956,0.957,0.954
w96.oracleGeneral.bin.zst,0.8608,0.859,0.8605,0.8651,0.75,0.8621,0.8881,0.902,0.8862,0.8782,0.8872,0.8849,0.8681,0.8844,0.8625,0.8619,0.8777,0.8677,0.8741
w01.oracleGeneral.bin.zst,0.8436,0.8409,0.8499,0.839,0.8231,0.8396,0.8386,0.8422,0.8426,0.8387,0.8388,0.8389,0.8813,0.8389,0.8504,0.8487,0.8415,0.8499,0.9561
w53.oracleGeneral.bin.zst,0.7188,0.7184,0.7189,0.72,0.6809,0.7201,0.7238,0.7286,0.7254,0.72,0.7236,0.7207,0.7268,0.7221,0.7204,0.7143,0.7227,0.7135,0.7293
w12.oracleGeneral.bin.zst,0.0865,0.0855,0.0859,0.0868,0.0717,0.0866,0.09,0.1,0.0947,0.1046,0.0986,0.0873,0.0917,0.0891,0.086,0.0866,0.089,0.0869,0.1022
