,flex-0.10-0.05-1.00,ARC,Belady,Cacheus,Clock,FIFO,FIFO-Merge,GDSF,Hyperbolic,LFU,LHD,LIRS,LRU,LeCaR,QDLP,S3FIFO,S4LRU,TwoQ,WTinyLFU
meta_reag.oracleGeneral.zst_45623306,0.3296,0.35,0.2688,0.3314,0.3322,0.3338,0.2857,0.2689,0.3403,0.3948,0.2753,0.314,0.3268,0.3268,0.3323,0.3244,0.3292,0.3207,0.2943
meta_rprn.oracleGeneral.zst_88470732,0.4353,0.46,0.3281,0.4412,0.4444,0.4454,0.3597,0.3284,0.4532,0.5345,0.3372,0.4102,0.434,0.434,0.4405,0.425,0.4396,0.4187,0.3627
meta_rnha.oracleGeneral.zst_96680668,0.4947,0.5282,0.3743,0.4991,0.5008,0.498,0.3997,0.3628,0.5197,0.6179,0.3694,0.4692,0.4856,0.4856,0.5011,0.4903,0.5017,0.4703,0.3996
