,flex-0.10-0.05-1.00,ARC,Belady,Cacheus,Clock,FIFO,FIFO-Merge,GDSF,Hyperbolic,LHD,LIRS,LeCaR,QDLP,S3FIFO,S4LRU,TwoQ,WTinyLFU
meta_reag.oracleGeneral.zst_45623306,0.3866,0.4037,0.3266,0.3871,0.3876,0.3907,0.3003,0.2705,0.4016,0.3303,0.3729,0.3835,0.3893,0.3824,0.3842,0.3697,0.349
meta_rprn.oracleGeneral.zst_88470732,0.5237,0.5522,0.4269,0.5286,0.5302,0.5329,0.3852,0.3293,0.5435,0.4175,0.5079,0.5234,0.5288,0.5169,0.524,0.4943,0.4363
meta_rnha.oracleGeneral.zst_96680668,0.6023,0.6352,0.4927,0.6023,0.6037,0.6021,0.4254,0.3639,0.6241,0.446,0.5814,0.5935,0.6076,0.5979,0.6028,0.5687,0.5075
