,flex-0.10-0.05-1.00,ARC,Belady,CAR,Cacheus,Clock,FIFO,FIFO-Merge,GDSF,GLCache,Hyperbolic,LFU,LHD,LIRS,LRU,LeCaR,QDLP,S3FIFO,S4LRU,TwoQ,WTinyLFU
meta_reag.oracleGeneral.zst_45623306,0.2154,0.2198,0.1939,0.2191,0.2166,0.2168,0.218,0.1969,0.1936,0.2045,0.2152,0.2546,0.2165,0.218,0.2165,0.2164,0.2161,0.2136,0.2149,0.213,0.2165
meta_rprn.oracleGeneral.zst_88470732,0.2779,0.2837,0.2564,0.283,0.2793,0.2792,0.2804,0.2469,0.2298,0.2626,0.2779,0.376,0.2705,0.2794,0.2788,0.2788,0.2786,0.2763,0.2773,0.2733,0.2731
meta_rnha.oracleGeneral.zst_96680668,0.2782,0.2866,0.251,0.2858,0.2793,0.2795,0.2801,0.2341,0.2096,0.2589,0.2807,0.3653,0.2642,0.2787,0.2784,0.2784,0.2792,0.277,0.2775,0.2734,0.2701
