,accp4,accp4c,accp4p,ARC,Belady,Cacheus,Clock,FIFO,FIFO-Merge,GDSF,Hyperbolic,LHD,LIRS,LeCaR,QDLP,S3FIFO,S4LRU,TwoQ,WTinyLFU
tencent_photo1.oracleGeneral.zst,0.1944,0.1923,0.1923,0.1904,0.1814,0.1946,0.1915,0.2011,0.1916,0.1901,0.1916,0.1996,0.2019,0.1916,0.1906,0.191,0.1913,0.1998,0.2382
tencent_photo2.oracleGeneral.zst,0.1993,0.1972,0.1972,0.1952,0.1862,0.1951,0.1962,0.2058,0.1964,0.1949,0.1963,0.2065,0.2072,0.1964,0.1954,0.1958,0.1961,0.2045,0.2442
