,accp4,accp4c,accp4p,ARC,Belady,Cacheus,Clock,FIFO,FIFO-Merge,GDSF,Hyperbolic,LHD,LIRS,LeCaR,QDLP,S3FIFO,S4LRU,TwoQ,WTinyLFU
tencent_photo1.oracleGeneral.zst,0.391,0.3891,0.389,0.4309,0.2959,0.4159,0.4376,0.4862,0.4331,0.4135,0.4263,0.4199,0.4225,0.4349,0.3899,0.3896,0.3971,0.4062,0.5081
tencent_photo2.oracleGeneral.zst,0.398,0.396,0.3959,0.437,0.3009,0.4221,0.444,0.4922,0.4396,0.4203,0.4329,0.4244,0.4297,0.4418,0.3967,0.3966,0.4039,0.4129,0.5166
