,flex-0.10-0.05-1.00,ARC,Belady,CAR,Cacheus,Clock,FIFO,FIFO-Merge,GDSF,GLCache,Hyperbolic,LFU,LHD,LIRS,LRU,LeCaR,QDLP,S3FIFO,S4LRU,TwoQ,WTinyLFU
meta_reag.oracleGeneral.zst_45623306,0.2838,0.2824,0.2688,0.2827,0.2867,0.2834,0.2917,0.2839,0.2821,0.2817,0.2843,0.2836,0.2879,0.2875,0.2827,0.2826,0.2824,0.2837,0.2837,0.2893,0.29
meta_rprn.oracleGeneral.zst_88470732,0.3543,0.3525,0.3281,0.353,0.3611,0.3558,0.3735,0.3561,0.3542,0.3599,0.3583,0.3544,0.3794,0.3579,0.3563,0.3557,0.3524,0.3575,0.3566,0.368,0.3622
meta_rnha.oracleGeneral.zst_96680668,0.3927,0.3908,0.3624,0.3915,0.4005,0.395,0.4156,0.3949,0.3921,0.3918,0.3975,0.3936,0.4293,0.3966,0.395,0.3941,0.3909,0.3952,0.3947,0.4089,0.4005
