,flex-0.10-0.05-1.00,ARC,Belady,Cacheus,Clock,FIFO,FIFO-Merge,GDSF,Hyperbolic,LHD,LIRS,LeCaR,QDLP,S3FIFO,S4LRU,TwoQ,WTinyLFU
tencent_photo1.oracleGeneral.zst_2917228640,0.1919,0.1968,0.1814,0.1927,0.1913,0.2007,0.1896,0.1853,0.1915,0.1887,0.1979,0.1913,0.1904,0.1908,0.1909,0.1994,0.2177
tencent_photo2.oracleGeneral.zst_2731876301,0.1968,0.2017,0.1862,0.1975,0.1961,0.2054,0.1945,0.1901,0.1963,0.1934,0.203,0.1961,0.1952,0.1956,0.1956,0.2042,0.217
