,flex-0.10-0.05-1.00,ARC,Belady,Cacheus,Clock,FIFO,FIFO-Merge,GDSF,Hyperbolic,LFU,LHD,LIRS,LRU,LeCaR,QDLP,S3FIFO,S4LRU,TwoQ,WTinyLFU
tencent_photo1.oracleGeneral.zst_2917228640,0.358,0.4029,0.2671,0.3912,0.4036,0.4508,0.4127,0.4483,0.3925,0.7697,0.5259,0.3971,0.4129,0.3762,0.3585,0.3582,0.3823,0.3744,0.4164
tencent_photo2.oracleGeneral.zst_2731876301,0.3641,0.4089,0.2715,0.3967,0.4093,0.4563,0.4194,0.4562,0.3984,0.7729,0.5322,0.4035,0.4187,0.3821,0.3646,0.3644,0.3883,0.3803,0.4301
