,flex-0.10-0.05-1.00,ARC,Belady,Cacheus,Clock,FIFO,FIFO-Merge,GDSF,Hyperbolic,LHD,LIRS,LeCaR,QDLP,S3FIFO,S4LRU,TwoQ,WTinyLFU
tencent_photo1.oracleGeneral.zst_2917228640,0.1678,0.1731,0.159,0.1683,0.1667,0.1747,0.1692,0.1706,0.1668,0.1759,0.1766,0.1667,0.1664,0.1662,0.1664,0.1738,0.2077
tencent_photo2.oracleGeneral.zst_2731876301,0.1718,0.177,0.1629,0.1722,0.1706,0.1785,0.1733,0.1747,0.1706,0.1827,0.1809,0.1706,0.1703,0.1701,0.1703,0.1776,0.1991
