,flex-0.10-0.05-1.00,ARC,Belady,CAR,Cacheus,Clock,FIFO,FIFO-Merge,GDSF,GLCache,Hyperbolic,LFU,LHD,LIRS,LRU,LeCaR,QDLP,S3FIFO,S4LRU,TwoQ,WTinyLFU
tencent_photo1.oracleGeneral.zst_2917228640,0.2689,0.3098,0.2009,0.3079,0.2893,0.2934,0.3351,0.2993,0.3255,0.4067,0.2836,0.6838,0.4233,0.2934,0.3001,0.2763,0.2687,0.2714,0.2809,0.2896,0.3252
tencent_photo2.oracleGeneral.zst_2731876301,0.2741,0.3152,0.2048,0.3133,0.2941,0.2983,0.3401,0.305,0.3323,0.4068,0.2886,0.686,0.4352,0.299,0.3051,0.2812,0.2738,0.2768,0.2858,0.2949,0.337
