,flex-0.10-0.05-1.00,ARC,Belady,CAR,Cacheus,Clock,FIFO,FIFO-Merge,GDSF,GLCache,Hyperbolic,LFU,LHD,LIRS,LRU,LeCaR,QDLP,S3FIFO,S4LRU,TwoQ,WTinyLFU
meta_kvcache_traces_1.oracleGeneral.bin.zst_335173084,0.0552,0.0547,0.0507,0.0548,0.0564,0.0558,0.0619,0.0563,0.0554,0.0554,0.0564,0.0583,0.0596,0.0564,0.056,0.0553,0.0548,0.0555,0.0554,0.0598,0.0588
202206_kv_traces_all.csv.oracleGeneral.zst_1644762386,0.0346,0.0344,0.0316,0.0345,0.0354,0.0353,0.0406,0.0363,0.0354,0.0356,0.0363,0.0377,0.0372,0.0351,0.0352,0.035,0.0345,0.0351,0.0351,0.0381,0.0369
202312_kv_traces_all.csv.oracleGeneral.zst_8660501058,0.0257,0.0255,0.023,0.0255,0.0268,0.0264,0.0298,0.0269,0.0262,0.0283,0.0266,0.029,0.0281,0.0263,0.0264,0.0263,0.0255,0.026,0.026,0.0283,0.0281
202210_kv_traces_all_sort.csv.oracleGeneral.zst_1482478166,0.0355,0.0353,0.0324,0.0354,0.0357,0.0363,0.0417,0.0375,0.0363,0.0365,0.0374,0.0382,0.0382,0.036,0.0362,0.0359,0.0354,0.0361,0.0363,0.0392,0.0385
202401_kv_traces_all_sort.csv.oracleGeneral.zst_1191241025,0.0516,0.0513,0.0464,0.0513,0.0513,0.0516,0.0582,0.0529,0.0519,0.0523,0.0528,0.0521,0.052,0.053,0.052,0.0517,0.0514,0.052,0.0522,0.0554,0.0551
