,flex-0.10-0.05-1.00,ARC,Belady,Cacheus,Clock,FIFO,FIFO-Merge,GDSF,Hyperbolic,LHD,LIRS,LeCaR,QDLP,S3FIFO,S4LRU,TwoQ,WTinyLFU
meta_kvcache_traces_1.oracleGeneral.bin.zst_335173084,0.156,0.1665,0.1409,0.1646,0.172,0.1972,0.178,0.1643,0.1772,0.1586,0.1644,0.1693,0.1564,0.1551,0.1642,0.1568,0.1634
202206_kv_traces_all.csv.oracleGeneral.zst_1644762386,0.1064,0.1137,0.0921,0.1116,0.1162,0.1356,0.1207,0.112,0.122,0.1073,0.1117,0.1129,0.1063,0.1061,0.1104,0.1071,0.1139
202312_kv_traces_all.csv.oracleGeneral.zst_8660501058,0.09,0.0967,0.0767,0.0966,0.0979,0.1185,0.1028,0.0956,0.1038,0.0972,0.0935,0.0949,0.0896,0.0892,0.0924,0.0904,0.0959
202210_kv_traces_all_sort.csv.oracleGeneral.zst_1482478166,0.1073,0.1142,0.0749,0.1127,0.1174,0.1376,0.1221,0.1133,0.1231,0.108,0.1123,0.114,0.1073,0.107,0.1112,0.108,0.1528
202401_kv_traces_all_sort.csv.oracleGeneral.zst_1191241025,0.1351,0.1411,0.0985,0.1414,0.1478,0.1683,0.1508,0.1421,0.1507,0.1376,0.1395,0.1457,0.1349,0.1344,0.1392,0.1367,0.1434
