,accp4,accp4c,accp4p,ARC,Belady,Cacheus,Clock,FIFO,FIFO-Merge,GDSF,Hyperbolic,LHD,LIRS,LeCaR,QDLP,S3FIFO,S4LRU,TwoQ,WTinyLFU
2016_LUN3.oracleGeneral.zst,0.7515,0.7504,0.7529,0.7548,0.6535,0.7599,0.7786,0.7933,0.7786,0.7673,0.7785,0.7633,0.7593,0.7806,0.7528,0.7513,0.7618,0.7566,0.7711
2016_LUN6.oracleGeneral.zst,0.7761,0.7763,0.7812,0.7783,0.6608,0.786,0.8051,0.8196,0.8019,0.7956,0.8045,0.79,0.7821,0.807,0.7765,0.7687,0.7893,0.7774,0.7786
2016_LUN1.oracleGeneral.zst,0.7319,0.731,0.7338,0.7353,0.6365,0.7394,0.7569,0.7729,0.7572,0.7459,0.7568,0.7403,0.7394,0.7589,0.7327,0.731,0.7413,0.7365,0.7473
2016_LUN0.oracleGeneral.zst,0.7174,0.7168,0.7196,0.7201,0.6274,0.7264,0.7446,0.7639,0.7451,0.7306,0.7454,0.726,0.7238,0.7466,0.7186,0.7165,0.727,0.7213,0.7594
2016_LUN2.oracleGeneral.zst,0.7124,0.7116,0.714,0.7147,0.6259,0.7174,0.7319,0.7455,0.7323,0.7236,0.7322,0.7208,0.7182,0.7338,0.7132,0.7115,0.7187,0.715,0.7248
2016_LUN4.oracleGeneral.zst,0.7688,0.7682,0.7701,0.7732,0.6734,0.7798,0.8043,0.8218,0.807,0.7893,0.8052,0.7845,0.776,0.8061,0.7711,0.7665,0.7864,0.7718,0.7856
