
# Curve 0 of 1, 106 points
# x y type
 NaN  NaN  u
 1.30106  0.11897  i
 NaN  0.233311  u
 1.08637  0.113816  i
 1.05596  0.141969  i
 1.29179  0.0757749  i
 1.02166  0.179203  i
 1.25697  0.141296  i
 1.37263  0.0613521  i
 1.08373  0.10537  i
 1.31884  0.0850373  i
 1.23704  0.105307  i
 1.2344  0.106202  i
 1.0249  0.237637  i
 1.04123  0.176528  i
 0.883652  0.1475  i
 1.46215  0.0411541  i
 1.03712  0.226147  i
 1.09685  0.320484  i
 1.01202  0.181014  i
 0.989831  0.288016  i
 1.10328  0.0804111  i
 2.99888  0.0700569  i
 1.25176  0.0742374  i
 1.02857  0.23595  i
 1.35011  0.10321  i
 1.13994  0.0826025  i
 1.24977  0.0583381  i
 2.42953  0.0165887  i
 1.76455  0.0565921  i
 1.24006  0.0586014  i
 1.0953  0.137528  i
 1.30957  0.0387944  i
 1.11975  0.259653  i
 1.11233  0.304288  i
 1.0952  0.243117  i
 1.02719  0.234838  i
 1.01201  0.363816  i
 1.52204  0.0516717  i
 1.07846  0.567321  i
 1.01514  0.373877  i
 1.00581  0.171743  i
 1.02822  0.172834  i
 1.01779  0.331181  i
 1.43326  0.11962  i
 1.17029  0.102095  i
 1.01933  0.333218  i
 1.01489  0.375795  i
 1.03551  0.129465  i
 1.08729  0.216102  i
 1.34447  0.0697997  i
 1.25492  0.0521065  i
 1.0238  0.236334  i
 0.954596  0.24308  i
 1.03612  0.176935  i
 2.72276  0.0275378  i
 1.22059  0.159208  i
 1.35353  0.0322043  i
 1.17555  0.231909  i
 1.13101  0.110014  i
 1.03684  0.146654  i
 1.09551  0.105336  i
 1.03105  0.140962  i
 1.08579  0.181492  i
 1.10182  0.221769  i
 1.08469  0.0921315  i
 1.07536  0.267227  i
 1.38922  0.104973  i
 0.968896  0.213798  i
 2.36726  0.0779175  i
 1.13239  0.14921  i
 1.11771  0.0939152  i
 1.30035  0.228535  i
 1.05239  0.163537  i
 1.12628  0.101936  i
 1.15117  0.156847  i
 1.03157  0.266766  i
 1.19472  0.156823  i
 1.04684  0.223983  i
 1.13903  0.253634  i
 1.03106  0.172901  i
 1.05923  0.202661  i
 1.08256  0.201218  i
 1.09615  0.300991  i
 1.02047  0.234672  i
 1.43447  0.106072  i
 1.19946  0.186612  i
 1.55851  0.017938  i
 1.21095  0.0240647  i
 1.01711  0.0996736  i
 1.05304  0.237123  i
 1.51132  0.0151719  i
 1.15881  0.107272  i
 0.967668  0.286878  i
 1.06078  0.149629  i
 1.09497  0.163051  i
 1.06016  0.0594632  i
 1.06886  0.220196  i
 1.81084  0.0191033  i
 1.58125  0.0453114  i
 1.16515  0.154784  i
 1.09939  0.112312  i
 1.01034  0.293379  i
 1.23635  0.104864  i
 1.24355  0.105174  i
 1.2232  0.0239441  i

