
# Curve 0 of 1, 106 points
# x y type
 NaN  NaN  u
 1.36444  0.119604  i
 NaN  0.234758  u
 1.10053  0.114291  i
 1.06505  0.142004  i
 1.31724  0.0755169  i
 1.02272  0.18799  i
 1.25643  0.141789  i
 1.40602  0.0614042  i
 1.09525  0.105689  i
 1.32609  0.0849571  i
 1.24652  0.104705  i
 1.24417  0.105513  i
 1.02165  0.265202  i
 1.01442  0.231252  i
 0.926115  0.147976  i
 1.46693  0.0411748  i
 1.04125  0.223253  i
 1.09903  0.322667  i
 1.01202  0.193797  i
 1.00577  0.286002  i
 1.11647  0.0803507  i
 NaN  0.026285  u
 1.25176  0.0741307  i
 1.03123  0.235246  i
 1.35067  0.102928  i
 1.14087  0.0832992  i
 1.25101  0.0582998  i
 2.41163  0.01724  i
 1.77312  0.0564688  i
 1.24166  0.0594728  i
 1.10132  0.138391  i
 1.31478  0.0378361  i
 1.12228  0.260166  i
 1.15798  0.308736  i
 1.104  0.243178  i
 1.05378  0.238683  i
 1.02015  0.365175  i
 1.49793  0.0504125  i
 1.26086  0.373214  i
 1.01814  0.368925  i
 1.03128  0.169268  i
 1.02922  0.17332  i
 1.02028  0.326801  i
 1.43043  0.120225  i
 1.19583  0.10446  i
 1.02111  0.326999  i
 1.01604  0.372841  i
 1.03673  0.128961  i
 1.09108  0.217113  i
 1.3476  0.0702287  i
 1.28585  0.0518103  i
 1.01931  0.271425  i
 0.958132  0.242474  i
 1.02023  0.231883  i
 2.74314  0.0274176  i
 1.22637  0.160188  i
 1.35254  0.0326001  i
 1.17555  0.233396  i
 1.13101  0.112888  i
 1.04471  0.145564  i
 1.11119  0.104451  i
 1.03755  0.140416  i
 1.08797  0.181948  i
 1.10434  0.222326  i
 1.08671  0.092786  i
 1.07596  0.269148  i
 1.39619  0.105784  i
 1.01023  0.215139  i
 2.37339  0.0773326  i
 1.14651  0.149848  i
 1.11972  0.0928578  i
 1.29551  0.010441  i
 1.04703  0.153761  i
 1.12749  0.102383  i
 1.15675  0.157412  i
 1.03386  0.267091  i
 1.18874  0.200595  i
 1.05003  0.225098  i
 1.13852  0.257622  i
 1.02421  0.153863  i
 1.05947  0.203643  i
 1.06148  0.240123  i
 1.10659  0.292293  i
 1.02481  0.235536  i
 1.44417  0.105123  i
 1.20836  0.187656  i
 1.55851  0.017938  i
 1.16133  0.0177496  i
 1.01835  0.099523  i
 1.05508  0.237408  i
 1.50745  0.0150963  i
 1.17627  0.107179  i
 1.05601  0.278844  i
 1.05541  0.162215  i
 1.09649  0.163639  i
 1.06303  0.0594478  i
 1.06725  0.221562  i
 1.81719  0.0190863  i
 1.64298  0.0458234  i
 1.18508  0.1529  i
 1.08119  0.133358  i
 1.02426  0.293333  i
 1.24593  0.104195  i
 1.25299  0.104583  i
 1.21414  0.0238496  i

