
# Curve 0 of 1, 106 points
# x y type
 NaN  NaN  u
 0.970657  0.0313663  i
 NaN  0.271673  u
 1.0739  0.0686825  i
 1.0458  0.0555299  i
 1.07065  0.0487598  i
 1.0207  0.186935  i
 1.22766  0.110563  i
 1.27701  0.0383744  i
 1.05233  0.0365675  i
 1.14025  0.0536044  i
 1.09102  0.0271735  i
 1.08822  0.0277948  i
 1.01977  0.209682  i
 1.00876  0.158833  i
 0.875159  0.0582143  i
 1.31355  0.0236316  i
 1.03724  0.190609  i
 1.06883  0.303635  i
 1.01099  0.155909  i
 0.995053  0.250305  i
 1.07091  0.0497582  i
 2.11384  0.0398769  i
 1.17077  0.0382564  i
 1.02544  0.187754  i
 1.11074  0.0628924  i
 1.13833  0.14709  i
 1.08387  0.0274803  i
 1.19128  0.00377499  i
 1.08305  0.0147542  i
 1.20955  0.0465565  i
 1.07845  0.0929204  i
 1.30637  0.0410593  i
 1.13592  0.172356  i
 1.00492  0.193431  i
 1.0828  0.188851  i
 0.95773  0.16778  i
 1.03578  0.317548  i
 0.985537  0.0148502  i
 1.22407  0.165487  i
 1.02367  0.20753  i
 0.977524  0.134857  i
 1.02566  0.125101  i
 1.02383  0.208435  i
 1.38389  0.0791815  i
 1.18115  0.0546712  i
 1.02389  0.244762  i
 1.0228  0.198344  i
 1.03318  0.0845738  i
 1.05408  0.18882  i
 1.2664  0.0416818  i
 1.20431  0.0177329  i
 1.02196  0.212675  i
 0.946036  0.171021  i
 1.0224  0.180599  i
 1.19486  0.00986071  i
 1.2095  0.0704262  i
 1.29013  0.0249095  i
 1.07812  0.0247997  i
 1.12008  0.13619  i
 0.990869  0.030857  i
 1.09765  0.00393043  i
 0.998556  0.0518041  i
 1.08361  0.141221  i
 1.10548  0.170614  i
 1.07543  0.0707759  i
 1.06898  0.230852  i
 1.3372  0.0807733  i
 1.01342  0.172796  i
 1.7008  0.0383153  i
 1.06708  0.141279  i
 1.01911  0.00740171  i
 1.20875  0.00656372  i
 1.04557  0.117967  i
 1.11601  0.0686726  i
 1.13983  0.125621  i
 1.02904  0.214309  i
 1.19794  0.150653  i
 1.05337  0.170741  i
 1.15804  0.168335  i
 1.02323  0.123537  i
 1.05433  0.157995  i
 1.05548  0.182395  i
 1.14812  0.108733  i
 1.02078  0.195425  i
 1.2682  0.0139469  i
 1.23315  0.159811  i
 1.23435  0.00728411  i
 1.11873  0.0133164  i
 1.00653  0.0564399  i
 1.05245  0.168732  i
 1.23578  0.00324896  i
 1.00175  0.0200499  i
 1.02004  0.157785  i
 1.05286  0.127279  i
 1.06738  0.0976686  i
 1.02903  0.0518279  i
 1.05209  0.20532  i
 1.09977  0.00314423  i
 1.2417  0.0188414  i
 1.10848  0.137597  i
 1.07599  0.096253  i
 1.04287  0.230748  i
 1.08879  0.0275918  i
 1.09125  0.0273821  i
 1.07808  0.005386  i

