,flex-0.10-0.05-1.00,ARC,Belady,Cacheus,Clock,FIFO,FIFO-Merge,GDSF,Hyperbolic,LFU,LHD,LIRS,LRU,LeCaR,QDLP,S3FIFO,S4LRU,TwoQ,WTinyLFU
meta_kvcache_traces_1.oracleGeneral.bin.zst_335173084,0.084,0.0884,0.08,0.087,0.085,0.0933,0.0903,0.084,0.085,0.0953,0.0948,0.0859,0.085,0.0844,0.0838,0.084,0.0839,0.0908,0.0881
202206_kv_traces_all.csv.oracleGeneral.zst_1644762386,0.0644,0.0668,0.0628,0.0666,0.0647,0.0704,0.0679,0.0633,0.0649,0.0715,0.066,0.0647,0.0648,0.0645,0.0643,0.0645,0.0644,0.0681,0.0657
202312_kv_traces_all.csv.oracleGeneral.zst_8660501058,0.0479,0.0498,0.0467,0.0495,0.0484,0.0515,0.0508,0.0471,0.0482,0.0527,0.05,0.0486,0.0481,0.048,0.0479,0.048,0.0479,0.0504,0.0497
202210_kv_traces_all_sort.csv.oracleGeneral.zst_1482478166,0.1042,0.1039,0.103,0.1051,0.1043,0.1104,0.1097,0.1038,0.1044,0.104,0.1057,0.1045,0.1046,0.1043,0.1039,0.1043,0.1043,0.1083,0.105
202401_kv_traces_all_sort.csv.oracleGeneral.zst_1191241025,0.0355,0.0368,0.034,0.0364,0.0357,0.0399,0.0389,0.0355,0.0359,0.0396,0.0361,0.0362,0.0358,0.0357,0.0354,0.0356,0.0355,0.0381,0.0369
