,flex-0.10-0.05-1.00,ARC,Belady,Cacheus,Clock,FIFO,FIFO-Merge,GDSF,Hyperbolic,LHD,LIRS,LeCaR,QDLP,S3FIFO,S4LRU,TwoQ,WTinyLFU
meta_kvcache_traces_1.oracleGeneral.bin.zst_335173084,0.0742,0.0792,0.0538,0.0778,0.079,0.0911,0.0614,0.054,0.0812,0.0587,0.0755,0.0771,0.0744,0.0742,0.0773,0.0756,0.0748
202206_kv_traces_all.csv.oracleGeneral.zst_1644762386,0.0453,0.0504,0.0316,0.05,0.0517,0.0592,0.0369,0.0325,0.0517,0.0458,0.0483,0.0497,0.0459,0.0452,0.0494,0.0474,0.0448
202312_kv_traces_all.csv.oracleGeneral.zst_8660501058,0.033,0.0378,0.023,0.036,0.0366,0.0425,0.0268,0.0233,0.0376,0.0371,0.034,0.0357,0.0334,0.0333,0.0365,0.0345,0.0317
202210_kv_traces_all_sort.csv.oracleGeneral.zst_1482478166,0.0432,0.0458,0.0324,0.0478,0.0508,0.0583,0.0372,0.0325,0.0492,0.046,0.0447,0.0465,0.0439,0.0433,0.0485,0.0481,0.0406
202401_kv_traces_all_sort.csv.oracleGeneral.zst_1191241025,0.0707,0.0775,0.0489,0.0744,0.0752,0.0837,0.0543,0.0474,0.0801,0.0546,0.0714,0.074,0.0708,0.071,0.0769,0.0698,0.065
