,accp4,accp4c,accp4p,ARC,Belady,Cacheus,Clock,FIFO,FIFO-Merge,GDSF,Hyperbolic,LHD,LIRS,LeCaR,QDLP,S3FIFO,S4LRU,TwoQ,WTinyLFU
meta_reag.oracleGeneral.zst,0.3188,0.3168,0.3168,0.3199,0.2688,0.3187,0.3253,0.3337,0.3274,0.3211,0.3258,0.3337,0.3289,0.3259,0.3185,0.3166,0.3226,0.3208,0.3414
meta_rprn.oracleGeneral.zst,0.4182,0.4166,0.4165,0.4255,0.3384,0.4309,0.438,0.4516,0.4401,0.432,0.4394,0.4523,0.4289,0.4399,0.4185,0.4183,0.4305,0.428,0.4479
meta_rnha.oracleGeneral.zst,0.4677,0.4656,0.4655,0.4778,0.3758,0.4831,0.4909,0.5075,0.4916,0.4804,0.4922,0.5092,0.4833,0.4929,0.4676,0.4639,0.4783,0.4781,0.5005
