cachesize FlexCache S3-FIFO ARC Cacheus LeCaR LIRS WTinyLFU GDSF CAR GLCache
0.003 -0.037 -0.035 -0.004 -0.015 0.015 -0.092 -0.070 -0.124 -0.007 -0.142
0.010 -0.005 0.000 -0.005 -0.005 0.010 -0.031 -0.020 -0.045 -0.009 -0.089
0.030 0.001 0.005 -0.011 0.001 0.003 -0.024 -0.012 -0.017 -0.011 -0.045
0.100 0.007 0.009 -0.003 0.000 0.001 -0.014 -0.003 -0.007 -0.003 -0.023
0.200 0.004 0.007 -0.001 -0.001 -0.000 -0.009 -0.002 -0.003 -0.001 -0.013
0.400 0.004 0.004 0.001 -0.001 -0.001 -0.002 0.002 -0.001 0.000 -0.007
