,flex-0.10-0.05-1.00,ARC,Belady,CAR,Cacheus,Clock,FIFO,FIFO-Merge,GDSF,GLCache,Hyperbolic,LFU,LHD,LIRS,LRU,LeCaR,QDLP,S3FIFO,S4LRU,TwoQ,WTinyLFU
w28.oracleGeneral.bin.zst_19739621,0.7476,0.747,0.6402,0.7476,0.7581,0.7806,0.7863,0.7805,0.7756,0.8011,0.779,0.8335,0.7734,0.754,0.7821,0.7812,0.7467,0.7487,0.7591,0.7564,0.7844
w23.oracleGeneral.bin.zst_27914470,0.691,0.6938,0.618,0.6934,0.7208,0.7817,0.8234,0.7876,0.7485,0.7827,0.7856,0.7313,0.72,0.6951,0.7959,0.7845,0.6908,0.6934,0.7042,0.707,0.7091
w54.oracleGeneral.bin.zst_8832954,0.8466,0.8468,0.8339,0.8467,0.8529,0.8836,0.888,0.8954,0.8635,0.8764,0.8833,0.8599,0.8649,0.8593,0.8839,0.861,0.8463,0.8471,0.8475,0.8605,0.8585
w13.oracleGeneral.bin.zst_39822877,0.4601,0.4459,0.3418,0.4463,0.4414,0.4406,0.4634,0.4792,0.4887,0.648,0.475,0.9061,0.4442,0.4688,0.4451,0.4356,0.4591,0.4631,0.501,0.4654,0.5561
w22.oracleGeneral.bin.zst_22248591,0.8796,0.8806,0.8639,0.8806,0.8833,0.8894,0.8918,0.8914,0.8879,0.8868,0.8896,0.8918,0.8896,0.8816,0.8896,0.8894,0.88,0.8797,0.884,0.8837,0.8844
w51.oracleGeneral.bin.zst_9551283,0.4269,0.4386,0.389,0.4329,0.4456,0.4568,0.4679,0.4607,0.4469,0.4717,0.4568,0.4703,0.4518,0.4407,0.4586,0.4578,0.4273,0.4181,0.4411,0.4234,0.4222
w84.oracleGeneral.bin.zst_4814234,0.4241,0.4262,0.3574,0.4264,0.4307,0.4425,0.4858,0.4553,0.4391,0.4789,0.4488,0.6539,0.4352,0.4271,0.4437,0.4399,0.4263,0.4247,0.4534,0.424,0.4389
w37.oracleGeneral.bin.zst_18840688,0.7702,0.7885,0.6757,0.7899,0.7876,0.8058,0.8181,0.8006,0.798,0.8182,0.8062,0.8724,0.7859,0.8213,0.8144,0.7923,0.7711,0.7674,0.7732,0.7765,0.8247
w87.oracleGeneral.bin.zst_3788806,0.8254,0.8222,0.7483,0.8226,0.8195,0.8343,0.8349,0.8362,0.8318,0.8338,0.8337,0.9103,0.8321,0.8563,0.8336,0.832,0.8277,0.8215,0.8233,0.8177,0.8456
w34.oracleGeneral.bin.zst_19553551,0.7363,0.7325,0.5682,0.7293,0.7391,0.7889,0.7998,0.7814,0.7596,0.8414,0.7892,0.9132,0.761,0.7728,0.7914,0.7881,0.7379,0.7336,0.7902,0.7535,0.7514
w66.oracleGeneral.bin.zst_9169631,0.5414,0.5516,0.4846,0.5497,0.5571,0.5806,0.6237,0.5813,0.5546,0.586,0.5747,0.6381,0.5783,0.5574,0.5894,0.5742,0.5436,0.5384,0.5557,0.5435,0.5515
w06.oracleGeneral.bin.zst_69392150,0.3235,0.3466,0.2244,0.3442,0.3684,0.3719,0.3988,0.3686,0.336,0.3632,0.3636,0.8352,0.333,0.3456,0.3727,0.3552,0.3415,0.3177,0.3496,0.3222,0.3303
w91.oracleGeneral.bin.zst_4316605,0.6683,0.6926,0.5395,0.6903,0.6686,0.701,0.7202,0.6754,0.7028,0.7261,0.6975,0.698,0.6547,0.6521,0.7127,0.7033,0.6696,0.6708,0.6936,0.6772,0.6697
w79.oracleGeneral.bin.zst_5411394,0.9071,0.9147,0.8797,0.9149,0.9132,0.9735,0.9773,0.9725,0.9706,0.9602,0.974,0.9249,0.9692,0.9143,0.9749,0.9748,0.9053,0.9121,0.9651,0.9259,0.9079
w41.oracleGeneral.bin.zst_17004738,0.1378,0.138,0.1055,0.1379,0.138,0.1396,0.1458,0.1405,0.1384,0.1367,0.1389,0.2593,0.1344,0.1394,0.1396,0.139,0.138,0.1385,0.1382,0.1382,0.134
w72.oracleGeneral.bin.zst_6407185,0.4054,0.4071,0.3155,0.4071,0.4088,0.4208,0.4371,0.4212,0.4213,0.4327,0.4229,0.6156,0.4147,0.4098,0.4244,0.4207,0.4058,0.4082,0.4273,0.4154,0.4321
w10.oracleGeneral.bin.zst_48342350,0.6592,0.676,0.5842,0.6717,0.6882,0.6928,0.7121,0.6997,0.671,0.7136,0.6926,0.8609,0.669,0.7436,0.6977,0.6867,0.6609,0.6657,0.6626,0.6689,0.7659
w08.oracleGeneral.bin.zst_44464937,0.9224,0.9244,0.8446,0.9224,0.9314,0.9431,0.9474,0.9467,0.9391,0.9508,0.9433,0.9338,0.9398,0.9282,0.9447,0.9442,0.9189,0.9189,0.9231,0.9245,0.9272
w103.oracleGeneral.bin.zst_3442094,0.3347,0.3349,0.2899,0.3351,0.3375,0.347,0.3611,0.3482,0.3449,0.3633,0.3482,0.7298,0.3425,0.3433,0.349,0.3446,0.3337,0.3362,0.3396,0.3384,0.5278
w58.oracleGeneral.bin.zst_10530695,0.4701,0.4814,0.4211,0.477,0.4856,0.5009,0.5176,0.5093,0.4836,0.5181,0.5017,0.6925,0.4874,0.4866,0.5024,0.4966,0.4711,0.4684,0.4782,0.471,0.4791
w52.oracleGeneral.bin.zst_11451546,0.4479,0.4476,0.397,0.4475,0.4542,0.48,0.4905,0.4846,0.4661,0.4806,0.4792,0.5736,0.4637,0.4497,0.4825,0.4681,0.4475,0.4454,0.4564,0.4499,0.4551
w16.oracleGeneral.bin.zst_26702188,0.7666,0.7704,0.7437,0.7684,0.7803,0.8046,0.8171,0.8114,0.7966,0.811,0.8037,0.7908,0.7988,0.7714,0.8059,0.8038,0.7666,0.7674,0.7849,0.7722,0.7825
w40.oracleGeneral.bin.zst_17657232,0.1579,0.1584,0.1199,0.1582,0.1581,0.1593,0.1628,0.16,0.1583,0.1539,0.1589,0.3613,0.1507,0.1594,0.1589,0.1588,0.1581,0.1577,0.1586,0.158,0.1528
w25.oracleGeneral.bin.zst_26569398,0.8321,0.8415,0.7788,0.8379,0.8841,0.9333,0.9375,0.9313,0.9274,0.9304,0.9338,0.9029,0.909,0.84,0.9348,0.933,0.837,0.8337,0.8618,0.8492,0.8483
w38.oracleGeneral.bin.zst_18535323,0.6996,0.6926,0.6424,0.6917,0.6935,0.6974,0.7076,0.7076,0.689,0.7882,0.6948,0.855,0.6933,0.7317,0.6995,0.6964,0.7006,0.7102,0.697,0.7006,0.7704
w71.oracleGeneral.bin.zst_6840776,0.5253,0.5255,0.4697,0.5257,0.5331,0.554,0.5643,0.5576,0.5425,0.5558,0.5531,0.5946,0.5447,0.5278,0.557,0.5463,0.5256,0.5217,0.5312,0.5259,0.5375
w20.oracleGeneral.bin.zst_29842317,0.7013,0.7173,0.6359,0.7142,0.7279,0.7395,0.7394,0.7431,0.7335,0.7315,0.7423,0.8529,0.7108,0.7174,0.7341,0.7333,0.7065,0.6956,0.7334,0.6855,0.6849
w93.oracleGeneral.bin.zst_3351357,0.8496,0.8516,0.8025,0.8506,0.8557,0.8641,0.8661,0.8628,0.862,0.8622,0.8624,0.8675,0.8636,0.8535,0.8646,0.8643,0.8514,0.8483,0.854,0.8589,0.8516
w15.oracleGeneral.bin.zst_33628757,0.9728,0.9858,0.9526,0.9855,0.9862,0.9903,0.9904,0.9892,0.9901,0.9868,0.99,0.987,0.9894,0.9815,0.9903,0.9897,0.9855,0.9837,0.9798,0.9841,0.9741
w21.oracleGeneral.bin.zst_29416348,0.9067,0.908,0.8855,0.9081,0.9125,0.9218,0.9236,0.921,0.9207,0.9199,0.9212,0.9143,0.9202,0.9065,0.9223,0.922,0.9072,0.9079,0.914,0.9109,0.9135
w02.oracleGeneral.bin.zst_122181000,0.9241,0.9491,0.9045,0.9498,0.9631,0.9891,0.9897,0.9881,0.9874,0.9546,0.9891,0.9791,0.9231,0.941,0.9893,0.9892,0.9483,0.9542,0.9514,0.9675,0.9259
w26.oracleGeneral.bin.zst_26532121,0.5217,0.5321,0.4292,0.5351,0.5287,0.5388,0.5499,0.5461,0.5246,0.545,0.5504,0.8548,0.5083,0.5385,0.5339,0.5337,0.5282,0.5204,0.5479,0.5006,0.5055
w64.oracleGeneral.bin.zst_7458266,0.8966,0.8957,0.8856,0.8957,0.8978,0.905,0.9082,0.9079,0.9037,0.9075,0.9052,0.8985,0.904,0.898,0.9062,0.904,0.8957,0.8975,0.8993,0.9029,0.9082
w39.oracleGeneral.bin.zst_17920022,0.1307,0.1309,0.1044,0.1308,0.1309,0.1317,0.1363,0.1327,0.1308,0.1306,0.1323,0.2642,0.1276,0.1323,0.1318,0.1315,0.1308,0.1309,0.1314,0.1302,0.1313
w32.oracleGeneral.bin.zst_20776392,0.7185,0.7178,0.6672,0.7182,0.7218,0.7281,0.7304,0.7349,0.7201,0.745,0.728,0.7643,0.7258,0.74,0.7281,0.7273,0.7186,0.7108,0.7221,0.709,0.7319
w24.oracleGeneral.bin.zst_27165370,0.5853,0.5892,0.5091,0.5889,0.5915,0.6039,0.6252,0.6079,0.597,0.6111,0.6039,0.9301,0.5983,0.6034,0.6069,0.6034,0.5863,0.5849,0.6012,0.5895,0.6147
w59.oracleGeneral.bin.zst_10223136,0.8546,0.8508,0.7055,0.8515,0.8675,0.916,0.926,0.9084,0.9065,0.9183,0.9163,0.971,0.8983,0.8491,0.9197,0.9186,0.8556,0.8586,0.8926,0.8722,0.9096
w106.oracleGeneral.bin.zst_3275919,0.2675,0.2711,0.2307,0.2695,0.2734,0.2865,0.3147,0.2999,0.2743,0.294,0.301,0.4594,0.274,0.2801,0.2878,0.2841,0.2687,0.2661,0.3023,0.2637,0.2824
w17.oracleGeneral.bin.zst_31398089,0.3383,0.3488,0.2584,0.3452,0.3466,0.3643,0.4177,0.4206,0.3517,0.4535,0.388,0.7915,0.345,0.3654,0.3669,0.357,0.3437,0.3401,0.3716,0.342,0.3602
w88.oracleGeneral.bin.zst_4711053,0.333,0.3405,0.2643,0.3399,0.3423,0.3529,0.3742,0.3611,0.3535,0.3714,0.3603,0.6319,0.346,0.3454,0.3527,0.3494,0.3348,0.3341,0.3554,0.3395,0.3469
w85.oracleGeneral.bin.zst_4790048,0.8536,0.8464,0.8179,0.8461,0.8491,0.885,0.8891,0.8762,0.8835,0.8742,0.8794,0.874,0.8706,0.8416,0.887,0.8836,0.8465,0.8439,0.872,0.8486,0.852
w80.oracleGeneral.bin.zst_5256246,0.7775,0.7782,0.6712,0.7778,0.795,0.8074,0.8182,0.8018,0.8021,0.8114,0.809,0.8253,0.7972,0.7797,0.8107,0.8071,0.7763,0.7753,0.7954,0.7812,0.775
w65.oracleGeneral.bin.zst_9316229,0.9759,0.979,0.9533,0.979,0.9781,0.9858,0.9867,0.9854,0.9851,0.9844,0.986,0.9797,0.9824,0.9768,0.9861,0.986,0.9775,0.9807,0.9807,0.9823,0.9834
w31.oracleGeneral.bin.zst_21166982,0.8881,0.8962,0.8216,0.8952,0.8985,0.9143,0.9174,0.9156,0.9126,0.9191,0.9151,0.9467,0.9088,0.8937,0.9162,0.9088,0.8909,0.895,0.8996,0.9059,0.9168
w46.oracleGeneral.bin.zst_11550125,0.5472,0.5468,0.4743,0.5473,0.5455,0.5817,0.5851,0.581,0.5682,0.5837,0.5795,0.591,0.5816,0.5493,0.5828,0.5794,0.5482,0.5508,0.5591,0.5612,0.5716
w76.oracleGeneral.bin.zst_6076272,0.3738,0.3818,0.3033,0.382,0.3813,0.3858,0.4022,0.3934,0.3769,0.4083,0.3898,0.7322,0.3713,0.3906,0.3832,0.3832,0.378,0.3686,0.3952,0.36,0.3724
w100.oracleGeneral.bin.zst_3645877,0.7081,0.7137,0.6486,0.7122,0.7175,0.7433,0.7591,0.7403,0.7155,0.74,0.7441,0.8741,0.7281,0.7187,0.7468,0.7401,0.7104,0.7041,0.7129,0.7036,0.7142
w14.oracleGeneral.bin.zst_34816425,0.5591,0.5623,0.4825,0.5632,0.5612,0.5664,0.5787,0.575,0.5549,0.5686,0.5657,0.762,0.5377,0.5791,0.5651,0.5641,0.5671,0.5512,0.5608,0.5381,0.5527
w62.oracleGeneral.bin.zst_9497745,0.8919,0.9147,0.8379,0.9148,0.9161,0.9279,0.9285,0.9276,0.9268,0.9269,0.9274,0.9395,0.9263,0.907,0.9279,0.9271,0.9142,0.9166,0.8981,0.9197,0.8908
w33.oracleGeneral.bin.zst_19868346,0.1913,0.1946,0.1478,0.1951,0.196,0.1984,0.195,0.1986,0.1973,0.1931,0.1967,0.5284,0.1839,0.1955,0.1897,0.1898,0.1943,0.1922,0.1978,0.182,0.1835
w67.oracleGeneral.bin.zst_9028144,0.2121,0.2163,0.1823,0.2155,0.2195,0.2243,0.2423,0.227,0.2177,0.2185,0.223,0.4936,0.219,0.218,0.2247,0.2234,0.2126,0.2103,0.2194,0.2088,0.2085
w49.oracleGeneral.bin.zst_11151558,0.6734,0.679,0.6086,0.6789,0.6777,0.6821,0.6879,0.6828,0.6758,0.6829,0.6805,0.7654,0.6789,0.6859,0.6825,0.6818,0.676,0.6673,0.6728,0.6685,0.675
w55.oracleGeneral.bin.zst_8855434,0.8622,0.8627,0.8482,0.863,0.8619,0.8626,0.8646,0.8647,0.8618,0.8631,0.8625,0.8872,0.863,0.8652,0.8628,0.8627,0.8629,0.8603,0.861,0.8628,0.8624
w73.oracleGeneral.bin.zst_6368815,0.6431,0.6446,0.5689,0.6452,0.6499,0.6968,0.7086,0.6921,0.6841,0.6937,0.6936,0.6978,0.6794,0.645,0.7,0.6945,0.6442,0.6426,0.6683,0.6488,0.648
w89.oracleGeneral.bin.zst_3625918,0.4442,0.4454,0.3884,0.4443,0.4462,0.4472,0.4491,0.4517,0.4506,0.4532,0.4525,0.6904,0.4467,0.453,0.4479,0.4474,0.4447,0.444,0.456,0.4394,0.4541
w09.oracleGeneral.bin.zst_49622929,0.5296,0.5398,0.4887,0.5382,0.5481,0.5472,0.557,0.5474,0.5386,0.5386,0.5425,0.7609,0.5281,0.5482,0.5454,0.5433,0.5342,0.5198,0.5375,0.5192,0.5396
w45.oracleGeneral.bin.zst_15064629,0.1605,0.1608,0.1359,0.1609,0.1608,0.1621,0.1708,0.1638,0.1613,0.1626,0.1632,0.2913,0.1593,0.1643,0.1629,0.1622,0.1605,0.1609,0.1628,0.1607,0.1703
w90.oracleGeneral.bin.zst_4493515,0.7642,0.7729,0.6626,0.7731,0.7419,0.78,0.786,0.7769,0.7764,0.7885,0.7813,0.8053,0.778,0.778,0.7806,0.7789,0.7754,0.7759,0.7828,0.7765,0.7448
w36.oracleGeneral.bin.zst_18915625,0.1814,0.1835,0.1381,0.2003,0.1845,0.1871,0.1901,0.1875,0.1866,0.1801,0.1861,0.5023,0.1736,0.1846,0.1867,0.1867,0.1842,0.181,0.187,0.1729,0.1774
w05.oracleGeneral.bin.zst_73034546,0.8309,0.8323,0.7469,0.8308,0.8348,0.8342,0.8407,0.8353,0.8312,0.8389,0.8329,0.9489,0.8337,0.847,0.836,0.8347,0.8289,0.8245,0.831,0.828,0.87
w43.oracleGeneral.bin.zst_15617420,0.7422,0.756,0.6672,0.754,0.7728,0.8019,0.8097,0.8011,0.7966,0.791,0.8014,0.8734,0.7777,0.755,0.8027,0.8023,0.7449,0.7329,0.7703,0.7424,0.7381
w04.oracleGeneral.bin.zst_77764582,0.4643,0.4768,0.4099,0.4741,0.4741,0.4808,0.4965,0.4823,0.4678,0.474,0.4758,0.7561,0.4487,0.4917,0.48,0.4766,0.4706,0.4529,0.4685,0.4532,0.4761
w07.oracleGeneral.bin.zst_67427405,0.6854,0.7097,0.5745,0.7109,0.7247,0.7472,0.7721,0.7339,0.7212,0.7617,0.7485,0.8084,0.7043,0.7131,0.7613,0.7262,0.6839,0.696,0.6999,0.7112,0.739
w92.oracleGeneral.bin.zst_4284658,0.8455,0.8434,0.8221,0.843,0.8439,0.8425,0.8439,0.848,0.8424,0.8525,0.8456,0.8407,0.8477,0.8482,0.8423,0.8425,0.8432,0.8403,0.8495,0.8377,0.8414
w74.oracleGeneral.bin.zst_6343762,0.1998,0.2056,0.1711,0.2032,0.2082,0.2192,0.2342,0.221,0.2143,0.2124,0.2178,0.4986,0.2076,0.2071,0.2183,0.2166,0.2009,0.1998,0.2117,0.1977,0.1975
w11.oracleGeneral.bin.zst_46173369,0.9059,0.9065,0.714,0.9055,0.8999,0.9083,0.9174,0.9099,0.9041,0.9272,0.9116,0.9757,0.9013,0.9023,0.9109,0.9107,0.9029,0.9036,0.9312,0.909,0.956
w29.oracleGeneral.bin.zst_19087784,0.652,0.6589,0.5585,0.6588,0.6644,0.6853,0.7202,0.6973,0.6759,0.7788,0.6918,0.9473,0.6763,0.6811,0.692,0.6757,0.6512,0.6574,0.6665,0.6643,0.9282
w69.oracleGeneral.bin.zst_7874006,0.6342,0.6448,0.513,0.6392,0.6503,0.7053,0.7236,0.7137,0.6618,0.7325,0.7187,0.7078,0.6765,0.636,0.7097,0.6995,0.6292,0.6248,0.6943,0.646,0.6137
w95.oracleGeneral.bin.zst_3937240,0.3901,0.3928,0.3178,0.3922,0.391,0.3998,0.4163,0.4115,0.3982,0.4444,0.4032,0.5891,0.3959,0.4007,0.3996,0.3981,0.3906,0.392,0.4025,0.392,0.4009
w82.oracleGeneral.bin.zst_4926610,0.5317,0.5351,0.4551,0.5325,0.5549,0.5691,0.6098,0.566,0.5491,0.5771,0.5652,0.6742,0.5461,0.5296,0.5757,0.5613,0.5309,0.5281,0.5419,0.5328,0.5293
w48.oracleGeneral.bin.zst_14097008,0.9002,0.9008,0.8599,0.9004,0.9059,0.9059,0.9136,0.9136,0.9037,0.9188,0.9054,0.9287,0.9041,0.911,0.9063,0.9043,0.8991,0.8965,0.9045,0.8972,0.9209
w47.oracleGeneral.bin.zst_14314717,0.147,0.1475,0.1263,0.1475,0.1474,0.149,0.1567,0.1503,0.1481,0.1483,0.1497,0.2794,0.147,0.1513,0.1496,0.1488,0.1471,0.1473,0.1491,0.1468,0.1583
w61.oracleGeneral.bin.zst_9884691,0.8768,0.8385,0.6556,0.8408,0.856,0.8483,0.8484,0.8598,0.8428,0.8873,0.8529,0.9489,0.8495,0.8812,0.8472,0.8461,0.8746,0.8765,0.9009,0.8756,0.9223
w56.oracleGeneral.bin.zst_10899629,0.2782,0.2919,0.2283,0.289,0.2946,0.3099,0.3601,0.3376,0.2915,0.3537,0.319,0.6713,0.2855,0.2964,0.2998,0.2946,0.2837,0.2794,0.303,0.266,0.2748
w77.oracleGeneral.bin.zst_5616402,0.5786,0.578,0.4994,0.5793,0.5782,0.5795,0.5841,0.5818,0.5755,0.5823,0.5778,0.8023,0.5769,0.5903,0.5785,0.5788,0.5808,0.5734,0.5804,0.5616,0.5722
w57.oracleGeneral.bin.zst_10554725,0.3236,0.3352,0.2683,0.332,0.3349,0.3543,0.4006,0.378,0.3308,0.5292,0.3599,0.6587,0.3334,0.34,0.3515,0.3422,0.3283,0.3262,0.3443,0.3127,0.3183
w104.oracleGeneral.bin.zst_3395553,0.9263,0.9181,0.8099,0.9172,0.9286,0.9218,0.9227,0.9305,0.9202,0.9286,0.9236,0.9447,0.9304,0.9296,0.9215,0.9215,0.9255,0.9236,0.9324,0.9233,0.9197
w96.oracleGeneral.bin.zst_3787344,0.7995,0.8082,0.6275,0.8085,0.8077,0.8288,0.836,0.8209,0.8189,0.8378,0.8268,0.8751,0.8182,0.806,0.831,0.8289,0.8015,0.8031,0.8186,0.8131,0.8478
w01.oracleGeneral.bin.zst_215796257,0.8361,0.8357,0.8149,0.8357,0.8347,0.8354,0.8359,0.8368,0.8353,0.8566,0.8356,0.9789,0.8369,0.863,0.8357,0.8356,0.8363,0.8376,0.8334,0.8348,0.915
w53.oracleGeneral.bin.zst_8973978,0.7073,0.7096,0.6567,0.7098,0.7111,0.7114,0.7141,0.7143,0.708,0.7111,0.7116,0.8638,0.7091,0.716,0.7104,0.7105,0.7096,0.7021,0.71,0.7041,0.7104
w12.oracleGeneral.bin.zst_45355529,0.0746,0.0762,0.0551,0.0762,0.0764,0.0783,0.0841,0.0802,0.0818,0.0824,0.0819,0.5669,0.0746,0.0779,0.0788,0.0773,0.0748,0.0749,0.0764,0.0747,0.0809
