 accp4 accp4c accp4p
1 0.001 0.959 0.729
2 0.011 0.967 0.731
3 0.011 0.970 0.751
4 0.012 0.970 0.772
5 0.013 0.976 0.791
6 0.015 0.977 0.793
7 0.016 0.982 0.820
8 0.017 0.982 0.851
9 0.021 0.983 0.876
10 0.021 0.983 0.880
11 0.022 0.983 0.884
12 0.026 0.985 0.910
13 0.028 0.985 0.911
14 0.029 0.985 0.911
15 0.031 0.985 0.913
16 0.031 0.986 0.918
17 0.032 0.987 0.928
18 0.032 0.987 0.928
19 0.034 0.987 0.931
20 0.034 0.987 0.939
21 0.034 0.987 0.942
22 0.034 0.988 0.945
23 0.034 0.988 0.948
24 0.034 0.988 0.949
25 0.035 0.988 0.951
26 0.035 0.989 0.954
27 0.036 0.989 0.955
28 0.036 0.989 0.962
29 0.037 0.989 0.964
30 0.038 0.989 0.964
31 0.038 0.989 0.965
32 0.038 0.990 0.965
33 0.038 0.990 0.966
34 0.039 0.990 0.967
35 0.039 0.990 0.968
36 0.039 0.990 0.969
37 0.040 0.990 0.969
38 0.040 0.990 0.969
39 0.041 0.990 0.975
40 0.041 0.990 0.976
41 0.041 0.990 0.977
42 0.041 0.990 0.977
43 0.041 0.991 0.977
44 0.041 0.991 0.977
45 0.043 0.991 0.977
46 0.043 0.991 0.977
47 0.044 0.991 0.978
48 0.044 0.991 0.978
49 0.045 0.991 0.979
50 0.046 0.991 0.979
51 0.046 0.991 0.980
52 0.047 0.991 0.981
53 0.047 0.992 0.981
54 0.047 0.992 0.981
55 0.047 0.992 0.982
56 0.048 0.992 0.982
57 0.048 0.992 0.983
58 0.048 0.992 0.983
59 0.048 0.992 0.983
60 0.048 0.992 0.984
61 0.048 0.992 0.984
62 0.049 0.992 0.984
63 0.049 0.993 0.985
64 0.049 0.993 0.985
65 0.049 0.993 0.985
66 0.049 0.993 0.986
67 0.049 0.993 0.986
68 0.049 0.993 0.986
69 0.049 0.993 0.986
70 0.049 0.993 0.986
71 0.050 0.993 0.987
72 0.050 0.993 0.987
73 0.050 0.993 0.987
74 0.050 0.993 0.987
75 0.050 0.993 0.987
76 0.050 0.994 0.987
77 0.050 0.994 0.987
78 0.051 0.994 0.988
79 0.051 0.994 0.988
80 0.051 0.994 0.988
81 0.051 0.994 0.988
82 0.051 0.994 0.988
83 0.051 0.994 0.988
84 0.052 0.994 0.988
85 0.052 0.994 0.988
86 0.052 0.994 0.988
87 0.053 0.994 0.988
88 0.053 0.994 0.988
89 0.053 0.994 0.988
90 0.053 0.994 0.989
91 0.053 0.994 0.989
92 0.053 0.994 0.989
93 0.053 0.994 0.989
94 0.054 0.995 0.989
95 0.054 0.995 0.989
96 0.054 0.995 0.989
97 0.054 0.995 0.989
98 0.055 0.995 0.989
99 0.055 0.995 0.989
100 0.055 0.995 0.989
