 accp4 accp4c accp4p
156 0.298 0.998 0.988
157 0.300 0.998 0.988
158 0.302 0.998 0.988
159 0.304 0.998 0.988
160 0.304 0.998 0.989
161 0.304 0.998 0.989
162 0.305 0.998 0.989
163 0.305 0.998 0.989
164 0.305 0.998 0.989
165 0.306 0.998 0.989
166 0.306 0.998 0.989
167 0.306 0.998 0.989
168 0.307 0.998 0.989
169 0.308 0.998 0.989
170 0.308 0.998 0.989
171 0.309 0.998 0.989
172 0.309 0.998 0.989
173 0.309 0.998 0.989
174 0.310 0.998 0.989
175 0.310 0.998 0.990
176 0.312 0.999 0.990
177 0.312 0.999 0.990
178 0.313 0.999 0.990
179 0.313 0.999 0.990
180 0.313 0.999 0.990
181 0.315 0.999 0.990
182 0.315 0.999 0.990
183 0.315 0.999 0.990
184 0.316 0.999 0.990
185 0.316 0.999 0.990
186 0.316 0.999 0.991
187 0.316 0.999 0.991
188 0.316 0.999 0.991
189 0.317 0.999 0.991
190 0.317 0.999 0.991
191 0.318 0.999 0.991
192 0.319 0.999 0.991
193 0.319 0.999 0.991
194 0.319 0.999 0.991
195 0.320 0.999 0.991
196 0.320 0.999 0.991
197 0.320 0.999 0.991
198 0.320 0.999 0.991
199 0.320 0.999 0.992
200 0.321 0.999 0.992
201 0.321 0.999 0.992
202 0.321 0.999 0.992
203 0.321 0.999 0.992
204 0.321 0.999 0.992
205 0.321 0.999 0.993
206 0.321 0.999 0.993
207 0.321 0.999 0.993
208 0.322 0.999 0.993
209 0.323 0.999 0.993
210 0.324 0.999 0.993
211 0.324 0.999 0.993
212 0.324 0.999 0.993
213 0.325 1.000 0.993
214 0.325 1.000 0.993
215 0.325 1.000 0.993
216 0.325 1.000 0.993
217 0.326 1.000 0.994
218 0.326 1.000 0.994
219 0.326 1.000 0.994
220 0.327 1.000 0.994
221 0.327 1.000 0.994
222 0.327 1.000 0.994
223 0.328 1.000 0.994
224 0.328 1.000 0.994
225 0.328 1.000 0.994
226 0.330 1.000 0.994
227 0.330 1.000 0.994
228 0.330 1.000 0.994
229 0.330 1.000 0.994
230 0.331 1.000 0.994
231 0.331 1.000 0.995
232 0.331 1.000 0.995
233 0.331 1.000 0.995
234 0.332 1.000 0.995
235 0.332 1.000 0.995
236 0.332 1.000 0.995
237 0.333 1.000 0.995
238 0.333 1.000 0.995
239 0.333 1.000 0.995
240 0.333 1.000 0.995
241 0.334 1.000 0.995
242 0.334 1.000 0.995
243 0.334 1.000 0.995
244 0.334 1.000 0.995
245 0.334 1.000 0.995
246 0.335 1.000 0.995
247 0.335 1.000 0.995
248 0.335 1.000 0.995
249 0.335 1.000 0.995
250 0.335 1.000 0.995
251 0.335 1.000 0.995
252 0.335 1.000 0.995
253 0.335 1.000 0.995
254 0.335 1.000 0.995
255 0.336 1.000 0.995
256 0.336 1.000 0.996
257 0.336 1.000 0.996
258 0.336 1.000 0.996
259 0.337 1.000 0.996
260 0.337 1.000 0.996
261 0.337 1.000 0.996
262 0.337 1.000 0.996
263 0.337 1.000 0.996
264 0.337 1.000 0.996
265 0.337 1.000 0.996
266 0.338 1.000 0.996
267 0.338 1.000 0.996
268 0.338 1.000 0.996
269 0.338 1.000 0.996
270 0.338 1.000 0.996
271 0.339 1.000 0.996
272 0.339 1.000 0.996
273 0.340 1.000 0.996
274 0.340 1.000 0.996
275 0.340 1.000 0.996
276 0.340 1.000 0.996
277 0.340 1.000 0.996
278 0.340 1.000 0.996
279 0.341 1.000 0.996
280 0.341 1.000 0.996
281 0.341 1.000 0.996
282 0.341 1.000 0.996
283 0.342 1.000 0.996
284 0.342 1.000 0.996
285 0.342 1.000 0.996
286 0.342 1.000 0.996
287 0.342 1.000 0.996
288 0.342 1.000 0.996
289 0.343 1.000 0.996
290 0.343 1.000 0.996
291 0.343 1.000 0.997
292 0.343 1.000 0.997
293 0.343 1.000 0.997
294 0.343 1.000 0.997
295 0.343 1.000 0.997
296 0.343 1.000 0.997
297 0.343 1.000 0.997
298 0.343 1.000 0.997
299 0.343 1.000 0.997
300 0.344 1.000 0.997
301 0.344 1.000 0.997
302 0.344 1.000 0.997
303 0.344 1.000 0.997
304 0.344 1.000 0.997
305 0.344 1.000 0.997
306 0.344 1.000 0.997
307 0.344 1.000 0.997
308 0.345 1.000 0.997
309 0.345 1.000 0.997
310 0.345 1.000 0.997
311 0.346 1.000 0.997
312 0.346 1.000 0.997
313 0.346 1.000 0.997
314 0.346 1.000 0.997
315 0.346 1.000 0.997
316 0.347 1.000 0.997
317 0.347 1.000 0.997
318 0.347 1.000 0.997
319 0.347 1.000 0.997
320 0.347 1.000 0.997
321 0.347 1.000 0.997
322 0.348 1.000 0.997
323 0.348 1.000 0.997
324 0.348 1.000 0.997
325 0.348 1.000 0.997
326 0.348 1.000 0.998
327 0.348 1.000 0.998
328 0.348 1.000 0.998
329 0.348 1.000 0.998
330 0.349 1.000 0.998
331 0.349 1.000 0.998
332 0.349 1.000 0.998
333 0.349 1.000 0.998
334 0.349 1.000 0.998
335 0.349 1.000 0.998
336 0.350 1.000 0.998
337 0.350 1.000 0.998
338 0.350 1.000 0.998
339 0.350 1.000 0.998
340 0.350 1.000 0.998
341 0.350 1.000 0.998
342 0.350 1.000 0.998
343 0.350 1.000 0.998
344 0.350 1.000 0.998
345 0.350 1.000 0.998
346 0.351 1.000 0.998
347 0.351 1.000 0.998
348 0.351 1.000 0.998
349 0.351 1.000 0.998
350 0.351 1.000 0.998
351 0.351 1.000 0.998
352 0.352 1.000 0.998
353 0.352 1.000 0.998
354 0.352 1.000 0.998
355 0.352 1.000 0.998
356 0.352 1.000 0.998
357 0.353 1.000 0.998
358 0.353 1.000 0.998
359 0.353 1.000 0.998
360 0.353 1.000 0.998
361 0.353 1.000 0.998
362 0.353 1.000 0.998
363 0.354 1.000 0.998
364 0.354 1.000 0.998
365 0.354 1.000 0.998
366 0.354 1.000 0.998
367 0.354 1.000 0.999
368 0.355 1.000 0.999
369 0.355 1.000 0.999
370 0.355 1.000 0.999
371 0.355 1.000 0.999
372 0.355 1.000 0.999
373 0.355 1.000 0.999
374 0.355 1.000 0.999
375 0.355 1.000 0.999
376 0.356 1.000 0.999
377 0.356 1.000 0.999
378 0.356 1.000 0.999
379 0.356 1.000 0.999
380 0.357 1.000 0.999
381 0.357 1.000 0.999
382 0.357 1.000 0.999
383 0.357 1.000 0.999
384 0.357 1.000 0.999
385 0.357 1.000 0.999
386 0.357 1.000 0.999
387 0.357 1.000 0.999
388 0.357 1.000 0.999
389 0.357 1.000 0.999
390 0.357 1.000 0.999
391 0.357 1.000 0.999
392 0.357 1.000 0.999
393 0.357 1.000 0.999
394 0.358 1.000 0.999
395 0.358 1.000 0.999
396 0.358 1.000 0.999
397 0.358 1.000 0.999
398 0.358 1.000 0.999
399 0.358 1.000 0.999
400 0.359 1.000 0.999
401 0.359 1.000 0.999
402 0.359 1.000 0.999
403 0.360 1.000 0.999
404 0.360 1.000 0.999
405 0.361 1.000 0.999
406 0.361 1.000 0.999
407 0.361 1.000 0.999
408 0.361 1.000 0.999
409 0.361 1.000 0.999
410 0.361 1.000 0.999
411 0.361 1.000 0.999
412 0.361 1.000 0.999
413 0.361 1.000 0.999
414 0.362 1.000 0.999
415 0.362 1.000 0.999
416 0.362 1.000 0.999
417 0.362 1.000 0.999
418 0.362 1.000 0.999
419 0.363 1.000 0.999
420 0.363 1.000 0.999
421 0.363 1.000 0.999
422 0.363 1.000 1.000
423 0.363 1.000 1.000
424 0.363 1.000 1.000
425 0.363 1.000 1.000
426 0.363 1.000 1.000
427 0.364 1.000 1.000
428 0.364 1.000 1.000
429 0.364 1.000 1.000
430 0.364 1.000 1.000
431 0.364 1.000 1.000
432 0.364 1.000 1.000
433 0.365 1.000 1.000
434 0.365 1.000 1.000
435 0.365 1.000 1.000
436 0.365 1.000 1.000
437 0.365 1.000 1.000
438 0.365 1.000 1.000
439 0.365 1.000 1.000
440 0.365 1.000 1.000
441 0.366 1.000 1.000
442 0.366 1.000 1.000
443 0.366 1.000 1.000
444 0.366 1.000 1.000
445 0.366 1.000 1.000
446 0.366 1.000 1.000
447 0.366 1.000 1.000
448 0.366 1.000 1.000
449 0.367 1.000 1.000
450 0.367 1.000 1.000
451 0.367 1.000 1.000
452 0.367 1.000 1.000
453 0.367 1.000 1.000
454 0.368 1.000 1.000
455 0.368 1.000 1.000
456 0.368 1.000 1.000
457 0.368 1.000 1.000
458 0.368 1.000 1.000
459 0.368 1.000 1.000
460 0.368 1.000 1.000
461 0.368 1.000 1.000
462 0.369 1.000 1.000
463 0.369 1.000 1.000
464 0.369 1.000 1.000
465 0.369 1.000 1.000
466 0.369 1.000 1.000
467 0.369 1.000 1.000
468 0.369 1.000 1.000
469 0.369 1.000 1.000
470 0.369 1.000 1.000
471 0.369 1.000 1.000
472 0.370 1.000 1.000
473 0.371 1.000 1.000
474 0.371 1.000 1.000
475 0.371 1.000 1.000
476 0.371 1.000 1.000
477 0.371 1.000 1.000
478 0.371 1.000 1.000
479 0.371 1.000 1.000
480 0.371 1.000 1.000
481 0.371 1.000 1.000
482 0.371 1.000 1.000
483 0.371 1.000 1.000
484 0.371 1.000 1.000
485 0.371 1.000 1.000
486 0.371 1.000 1.000
487 0.371 1.000 1.000
488 0.371 1.000 1.000
489 0.372 1.000 1.000
490 0.372 1.000 1.000
491 0.372 1.000 1.000
492 0.372 1.000 1.000
493 0.372 1.000 1.000
494 0.372 1.000 1.000
495 0.373 1.000 1.000
496 0.373 1.000 1.000
497 0.373 1.000 1.000
498 0.373 1.000 1.000
499 0.373 1.000 1.000
500 0.373 1.000 1.000
501 0.373 1.000 1.000
502 0.373 1.000 1.000
503 0.373 1.000 1.000
504 0.373 1.000 1.000
505 0.373 1.000 1.000
506 0.373 1.000 1.000
507 0.374 1.000 1.000
508 0.374 1.000 1.000
509 0.374 1.000 1.000
510 0.374 1.000 1.000
511 0.374 1.000 1.000
512 0.375 1.000 1.000
513 0.375 1.000 1.000
514 0.375 1.000 1.000
515 0.375 1.000 1.000
516 0.375 1.000 1.000
517 0.375 1.000 1.000
518 0.376 1.000 1.000
519 0.376 1.000 1.000
520 0.376 1.000 1.000
521 0.376 1.000 1.000
522 0.376 1.000 1.000
523 0.376 1.000 1.000
524 0.376 1.000 1.000
525 0.376 1.000 1.000
526 0.376 1.000 1.000
527 0.376 1.000 1.000
528 0.377 1.000 1.000
529 0.377 1.000 1.000
530 0.377 1.000 1.000
531 0.377 1.000 1.000
532 0.377 1.000 1.000
533 0.377 1.000 1.000
534 0.377 1.000 1.000
535 0.377 1.000 1.000
536 0.377 1.000 1.000
537 0.377 1.000 1.000
538 0.377 1.000 1.000
539 0.378 1.000 1.000
540 0.378 1.000 1.000
541 0.378 1.000 1.000
542 0.379 1.000 1.000
543 0.379 1.000 1.000
544 0.379 1.000 1.000
545 0.379 1.000 1.000
546 0.379 1.000 1.000
547 0.380 1.000 1.000
548 0.380 1.000 1.000
549 0.380 1.000 1.000
550 0.380 1.000 1.000
551 0.380 1.000 1.000
552 0.381 1.000 1.000
553 0.381 1.000 1.000
554 0.381 1.000 1.000
555 0.381 1.000 1.000
556 0.381 1.000 1.000
557 0.382 1.000 1.000
558 0.382 1.000 1.000
559 0.382 1.000 1.000
560 0.382 1.000 1.000
561 0.382 1.000 1.000
562 0.382 1.000 1.000
563 0.382 1.000 1.000
564 0.382 1.000 1.000
565 0.382 1.000 1.000
566 0.382 1.000 1.000
567 0.383 1.000 1.000
568 0.383 1.000 1.000
569 0.383 1.000 1.000
570 0.383 1.000 1.000
571 0.383 1.000 1.000
572 0.384 1.000 1.000
573 0.384 1.000 1.000
574 0.384 1.000 1.000
575 0.384 1.000 1.000
576 0.384 1.000 1.000
577 0.384 1.000 1.000
578 0.384 1.000 1.000
579 0.385 1.000 1.000
580 0.385 1.000 1.000
581 0.385 1.000 1.000
582 0.385 1.000 1.000
583 0.386 1.000 1.000
584 0.386 1.000 1.000
585 0.386 1.000 1.000
586 0.386 1.000 1.000
587 0.387 1.000 1.000
588 0.387 1.000 1.000
589 0.387 1.000 1.000
590 0.387 1.000 1.000
591 0.387 1.000 1.000
592 0.387 1.000 1.000
593 0.387 1.000 1.000
594 0.387 1.000 1.000
595 0.387 1.000 1.000
596 0.388 1.000 1.000
597 0.388 1.000 1.000
598 0.388 1.000 1.000
599 0.388 1.000 1.000
600 0.388 1.000 1.000
601 0.388 1.000 1.000
602 0.389 1.000 1.000
603 0.389 1.000 1.000
604 0.389 1.000 1.000
605 0.389 1.000 1.000
606 0.390 1.000 1.000
607 0.390 1.000 1.000
608 0.390 1.000 1.000
609 0.390 1.000 1.000
610 0.390 1.000 1.000
611 0.390 1.000 1.000
612 0.390 1.000 1.000
613 0.391 1.000 1.000
614 0.391 1.000 1.000
615 0.391 1.000 1.000
616 0.391 1.000 1.000
617 0.391 1.000 1.000
618 0.391 1.000 1.000
619 0.391 1.000 1.000
620 0.391 1.000 1.000
621 0.391 1.000 1.000
622 0.391 1.000 1.000
623 0.392 1.000 1.000
624 0.392 1.000 1.000
625 0.392 1.000 1.000
626 0.392 1.000 1.000
627 0.392 1.000 1.000
628 0.392 1.000 1.000
629 0.392 1.000 1.000
630 0.393 1.000 1.000
631 0.393 1.000 1.000
632 0.393 1.000 1.000
633 0.393 1.000 1.000
634 0.393 1.000 1.000
635 0.394 1.000 1.000
636 0.394 1.000 1.000
637 0.394 1.000 1.000
638 0.394 1.000 1.000
639 0.394 1.000 1.000
640 0.394 1.000 1.000
641 0.394 1.000 1.000
642 0.395 1.000 1.000
643 0.395 1.000 1.000
644 0.395 1.000 1.000
645 0.395 1.000 1.000
646 0.396 1.000 1.000
647 0.396 1.000 1.000
648 0.396 1.000 1.000
649 0.396 1.000 1.000
650 0.396 1.000 1.000
651 0.397 1.000 1.000
652 0.397 1.000 1.000
653 0.398 1.000 1.000
654 0.398 1.000 1.000
655 0.398 1.000 1.000
656 0.398 1.000 1.000
657 0.399 1.000 1.000
658 0.399 1.000 1.000
659 0.399 1.000 1.000
660 0.399 1.000 1.000
661 0.399 1.000 1.000
662 0.400 1.000 1.000
663 0.401 1.000 1.000
664 0.401 1.000 1.000
665 0.401 1.000 1.000
666 0.401 1.000 1.000
667 0.402 1.000 1.000
668 0.402 1.000 1.000
669 0.403 1.000 1.000
670 0.403 1.000 1.000
671 0.403 1.000 1.000
672 0.404 1.000 1.000
673 0.404 1.000 1.000
674 0.404 1.000 1.000
675 0.404 1.000 1.000
676 0.405 1.000 1.000
677 0.405 1.000 1.000
678 0.405 1.000 1.000
679 0.405 1.000 1.000
680 0.405 1.000 1.000
681 0.405 1.000 1.000
682 0.406 1.000 1.000
683 0.406 1.000 1.000
684 0.407 1.000 1.000
685 0.407 1.000 1.000
686 0.407 1.000 1.000
687 0.407 1.000 1.000
688 0.407 1.000 1.000
689 0.407 1.000 1.000
690 0.408 1.000 1.000
691 0.408 1.000 1.000
692 0.408 1.000 1.000
693 0.409 1.000 1.000
694 0.409 1.000 1.000
695 0.409 1.000 1.000
696 0.409 1.000 1.000
697 0.410 1.000 1.000
698 0.411 1.000 1.000
699 0.411 1.000 1.000
700 0.411 1.000 1.000
701 0.411 1.000 1.000
702 0.411 1.000 1.000
703 0.412 1.000 1.000
704 0.412 1.000 1.000
705 0.412 1.000 1.000
706 0.412 1.000 1.000
707 0.412 1.000 1.000
708 0.412 1.000 1.000
709 0.413 1.000 1.000
710 0.413 1.000 1.000
711 0.413 1.000 1.000
712 0.413 1.000 1.000
713 0.413 1.000 1.000
714 0.413 1.000 1.000
715 0.413 1.000 1.000
716 0.414 1.000 1.000
717 0.414 1.000 1.000
718 0.414 1.000 1.000
719 0.414 1.000 1.000
720 0.414 1.000 1.000
721 0.415 1.000 1.000
722 0.415 1.000 1.000
723 0.415 1.000 1.000
724 0.416 1.000 1.000
725 0.416 1.000 1.000
726 0.416 1.000 1.000
727 0.416 1.000 1.000
728 0.417 1.000 1.000
729 0.417 1.000 1.000
730 0.417 1.000 1.000
731 0.417 1.000 1.000
732 0.417 1.000 1.000
733 0.417 1.000 1.000
734 0.418 1.000 1.000
735 0.418 1.000 1.000
736 0.418 1.000 1.000
737 0.418 1.000 1.000
738 0.419 1.000 1.000
739 0.419 1.000 1.000
740 0.420 1.000 1.000
741 0.420 1.000 1.000
742 0.420 1.000 1.000
743 0.420 1.000 1.000
744 0.421 1.000 1.000
745 0.421 1.000 1.000
746 0.421 1.000 1.000
747 0.421 1.000 1.000
748 0.422 1.000 1.000
749 0.422 1.000 1.000
750 0.422 1.000 1.000
751 0.423 1.000 1.000
752 0.423 1.000 1.000
753 0.423 1.000 1.000
754 0.423 1.000 1.000
755 0.424 1.000 1.000
756 0.424 1.000 1.000
757 0.424 1.000 1.000
758 0.425 1.000 1.000
759 0.425 1.000 1.000
760 0.426 1.000 1.000
761 0.427 1.000 1.000
762 0.427 1.000 1.000
763 0.427 1.000 1.000
764 0.427 1.000 1.000
765 0.427 1.000 1.000
766 0.427 1.000 1.000
767 0.428 1.000 1.000
768 0.429 1.000 1.000
769 0.429 1.000 1.000
770 0.429 1.000 1.000
771 0.429 1.000 1.000
772 0.430 1.000 1.000
773 0.430 1.000 1.000
774 0.430 1.000 1.000
775 0.430 1.000 1.000
776 0.430 1.000 1.000
777 0.431 1.000 1.000
778 0.431 1.000 1.000
779 0.431 1.000 1.000
780 0.432 1.000 1.000
781 0.432 1.000 1.000
782 0.432 1.000 1.000
783 0.433 1.000 1.000
784 0.433 1.000 1.000
785 0.434 1.000 1.000
786 0.434 1.000 1.000
787 0.434 1.000 1.000
788 0.434 1.000 1.000
789 0.436 1.000 1.000
790 0.436 1.000 1.000
791 0.436 1.000 1.000
792 0.436 1.000 1.000
793 0.436 1.000 1.000
794 0.437 1.000 1.000
795 0.437 1.000 1.000
796 0.438 1.000 1.000
797 0.438 1.000 1.000
798 0.438 1.000 1.000
799 0.438 1.000 1.000
800 0.439 1.000 1.000
801 0.439 1.000 1.000
802 0.439 1.000 1.000
803 0.439 1.000 1.000
804 0.439 1.000 1.000
805 0.439 1.000 1.000
806 0.440 1.000 1.000
807 0.441 1.000 1.000
808 0.441 1.000 1.000
809 0.442 1.000 1.000
810 0.442 1.000 1.000
811 0.442 1.000 1.000
812 0.442 1.000 1.000
813 0.442 1.000 1.000
814 0.443 1.000 1.000
815 0.443 1.000 1.000
816 0.443 1.000 1.000
817 0.443 1.000 1.000
818 0.444 1.000 1.000
819 0.444 1.000 1.000
820 0.445 1.000 1.000
821 0.445 1.000 1.000
822 0.445 1.000 1.000
823 0.445 1.000 1.000
824 0.445 1.000 1.000
825 0.446 1.000 1.000
826 0.446 1.000 1.000
827 0.446 1.000 1.000
828 0.446 1.000 1.000
829 0.447 1.000 1.000
830 0.448 1.000 1.000
831 0.448 1.000 1.000
832 0.449 1.000 1.000
833 0.449 1.000 1.000
834 0.449 1.000 1.000
835 0.449 1.000 1.000
836 0.450 1.000 1.000
837 0.450 1.000 1.000
838 0.450 1.000 1.000
839 0.450 1.000 1.000
840 0.451 1.000 1.000
841 0.452 1.000 1.000
842 0.452 1.000 1.000
843 0.453 1.000 1.000
844 0.453 1.000 1.000
845 0.454 1.000 1.000
846 0.454 1.000 1.000
847 0.455 1.000 1.000
848 0.455 1.000 1.000
849 0.456 1.000 1.000
850 0.457 1.000 1.000
851 0.457 1.000 1.000
852 0.457 1.000 1.000
853 0.458 1.000 1.000
854 0.458 1.000 1.000
855 0.458 1.000 1.000
856 0.458 1.000 1.000
857 0.459 1.000 1.000
858 0.459 1.000 1.000
859 0.459 1.000 1.000
860 0.460 1.000 1.000
861 0.460 1.000 1.000
862 0.460 1.000 1.000
863 0.460 1.000 1.000
864 0.461 1.000 1.000
865 0.461 1.000 1.000
866 0.461 1.000 1.000
867 0.462 1.000 1.000
868 0.462 1.000 1.000
869 0.462 1.000 1.000
870 0.463 1.000 1.000
871 0.464 1.000 1.000
872 0.465 1.000 1.000
873 0.465 1.000 1.000
874 0.465 1.000 1.000
875 0.465 1.000 1.000
876 0.465 1.000 1.000
877 0.467 1.000 1.000
878 0.468 1.000 1.000
879 0.469 1.000 1.000
880 0.470 1.000 1.000
881 0.470 1.000 1.000
882 0.470 1.000 1.000
883 0.471 1.000 1.000
884 0.472 1.000 1.000
885 0.474 1.000 1.000
886 0.475 1.000 1.000
887 0.475 1.000 1.000
888 0.476 1.000 1.000
889 0.477 1.000 1.000
890 0.478 1.000 1.000
891 0.478 1.000 1.000
892 0.478 1.000 1.000
893 0.479 1.000 1.000
894 0.480 1.000 1.000
895 0.480 1.000 1.000
896 0.480 1.000 1.000
897 0.481 1.000 1.000
898 0.482 1.000 1.000
899 0.482 1.000 1.000
900 0.482 1.000 1.000
901 0.483 1.000 1.000
902 0.483 1.000 1.000
903 0.483 1.000 1.000
904 0.484 1.000 1.000
905 0.484 1.000 1.000
906 0.484 1.000 1.000
907 0.485 1.000 1.000
908 0.486 1.000 1.000
909 0.486 1.000 1.000
910 0.488 1.000 1.000
911 0.488 1.000 1.000
912 0.488 1.000 1.000
913 0.488 1.000 1.000
914 0.488 1.000 1.000
915 0.489 1.000 1.000
916 0.489 1.000 1.000
917 0.490 1.000 1.000
918 0.491 1.000 1.000
919 0.491 1.000 1.000
920 0.491 1.000 1.000
921 0.492 1.000 1.000
922 0.492 1.000 1.000
923 0.492 1.000 1.000
924 0.492 1.000 1.000
925 0.493 1.000 1.000
926 0.493 1.000 1.000
927 0.493 1.000 1.000
928 0.494 1.000 1.000
929 0.494 1.000 1.000
930 0.495 1.000 1.000
931 0.495 1.000 1.000
932 0.495 1.000 1.000
933 0.496 1.000 1.000
934 0.496 1.000 1.000
935 0.496 1.000 1.000
936 0.496 1.000 1.000
937 0.496 1.000 1.000
938 0.496 1.000 1.000
939 0.496 1.000 1.000
940 0.496 1.000 1.000
941 0.497 1.000 1.000
942 0.497 1.000 1.000
943 0.498 1.000 1.000
944 0.498 1.000 1.000
945 0.498 1.000 1.000
946 0.498 1.000 1.000
947 0.498 1.000 1.000
948 0.498 1.000 1.000
949 0.498 1.000 1.000
950 0.499 1.000 1.000
951 0.499 1.000 1.000
952 0.500 1.000 1.000
953 0.500 1.000 1.000
954 0.500 1.000 1.000
955 0.500 1.000 1.000
956 0.500 1.000 1.000
957 0.501 1.000 1.000
958 0.501 1.000 1.000
959 0.501 1.000 1.000
960 0.501 1.000 1.000
961 0.502 1.000 1.000
962 0.502 1.000 1.000
963 0.503 1.000 1.000
964 0.503 1.000 1.000
965 0.504 1.000 1.000
966 0.504 1.000 1.000
967 0.505 1.000 1.000
968 0.505 1.000 1.000
969 0.506 1.000 1.000
970 0.506 1.000 1.000
971 0.508 1.000 1.000
972 0.508 1.000 1.000
973 0.509 1.000 1.000
974 0.509 1.000 1.000
975 0.510 1.000 1.000
976 0.511 1.000 1.000
977 0.511 1.000 1.000
978 0.511 1.000 1.000
979 0.511 1.000 1.000
980 0.512 1.000 1.000
981 0.513 1.000 1.000
982 0.516 1.000 1.000
983 0.516 1.000 1.000
984 0.516 1.000 1.000
985 0.516 1.000 1.000
986 0.516 1.000 1.000
987 0.518 1.000 1.000
988 0.518 1.000 1.000
989 0.518 1.000 1.000
990 0.519 1.000 1.000
991 0.519 1.000 1.000
992 0.520 1.000 1.000
993 0.520 1.000 1.000
994 0.520 1.000 1.000
995 0.520 1.000 1.000
996 0.521 1.000 1.000
997 0.521 1.000 1.000
998 0.521 1.000 1.000
