 accp4 accp4c accp4p
1 0.032 0.511 0.678
2 0.036 0.736 0.769
3 0.065 0.742 0.778
4 0.072 0.790 0.778
5 0.073 0.804 0.822
6 0.074 0.815 0.879
7 0.077 0.826 0.885
8 0.083 0.829 0.885
9 0.083 0.833 0.888
10 0.086 0.835 0.914
11 0.086 0.856 0.920
12 0.087 0.868 0.921
13 0.098 0.869 0.921
14 0.108 0.878 0.921
15 0.109 0.880 0.922
16 0.109 0.893 0.922
17 0.109 0.911 0.924
18 0.109 0.912 0.924
19 0.109 0.918 0.924
20 0.109 0.923 0.925
21 0.110 0.924 0.926
22 0.115 0.936 0.927
23 0.124 0.940 0.928
24 0.125 0.945 0.930
25 0.127 0.962 0.934
26 0.128 0.962 0.936
27 0.129 0.967 0.941
28 0.130 0.968 0.943
29 0.132 0.970 0.945
30 0.133 0.970 0.947
31 0.139 0.971 0.948
32 0.145 0.972 0.948
33 0.147 0.973 0.949
34 0.148 0.974 0.951
35 0.150 0.975 0.952
36 0.150 0.975 0.954
37 0.153 0.976 0.955
38 0.153 0.977 0.956
39 0.154 0.977 0.957
40 0.154 0.983 0.957
41 0.156 0.984 0.957
42 0.157 0.984 0.958
43 0.158 0.989 0.958
44 0.160 0.989 0.959
45 0.160 0.990 0.961
46 0.160 0.990 0.961
47 0.162 0.991 0.962
48 0.162 0.992 0.962
49 0.165 0.992 0.962
50 0.165 0.992 0.963
51 0.165 0.992 0.963
52 0.166 0.993 0.964
53 0.166 0.993 0.964
54 0.167 0.994 0.965
55 0.167 0.994 0.965
56 0.167 0.994 0.966
57 0.167 0.994 0.966
58 0.167 0.994 0.966
59 0.167 0.994 0.967
60 0.168 0.995 0.968
61 0.169 0.995 0.968
62 0.169 0.995 0.969
63 0.169 0.995 0.969
64 0.170 0.996 0.972
65 0.170 0.996 0.973
66 0.173 0.996 0.974
67 0.174 0.996 0.974
68 0.174 0.996 0.977
69 0.174 0.996 0.979
70 0.175 0.996 0.981
71 0.175 0.996 0.981
72 0.175 0.997 0.981
73 0.176 0.997 0.982
74 0.176 0.997 0.982
75 0.176 0.997 0.983
76 0.176 0.997 0.984
77 0.176 0.997 0.984
78 0.177 0.997 0.984
79 0.178 0.997 0.984
80 0.179 0.997 0.985
81 0.179 0.997 0.987
82 0.179 0.997 0.987
83 0.180 0.997 0.987
84 0.181 0.997 0.987
85 0.181 0.997 0.988
86 0.182 0.997 0.989
87 0.182 0.997 0.989
88 0.183 0.997 0.989
89 0.183 0.997 0.990
90 0.183 0.997 0.990
91 0.184 0.997 0.990
92 0.187 0.997 0.990
93 0.188 0.997 0.990
94 0.189 0.997 0.991
95 0.189 0.997 0.991
96 0.190 0.997 0.991
97 0.191 0.997 0.992
98 0.192 0.997 0.992
99 0.193 0.997 0.992
100 0.194 0.997 0.992
101 0.198 0.997 0.992
102 0.198 0.997 0.993
103 0.200 0.997 0.993
104 0.205 0.997 0.993
105 0.208 0.997 0.994
106 0.209 0.997 0.994
107 0.209 0.998 0.994
108 0.211 0.998 0.994
109 0.211 0.998 0.994
110 0.211 0.998 0.994
111 0.215 0.998 0.994
112 0.216 0.998 0.994
113 0.216 0.998 0.994
114 0.217 0.998 0.994
115 0.217 0.998 0.994
116 0.217 0.998 0.994
117 0.220 0.998 0.994
118 0.223 0.998 0.994
119 0.223 0.998 0.994
120 0.224 0.998 0.994
121 0.224 0.998 0.994
122 0.224 0.998 0.994
123 0.228 0.998 0.994
124 0.231 0.998 0.994
125 0.231 0.999 0.994
126 0.232 0.999 0.995
127 0.232 0.999 0.995
128 0.232 0.999 0.995
129 0.233 0.999 0.995
130 0.233 0.999 0.995
131 0.234 0.999 0.995
132 0.235 0.999 0.995
133 0.236 0.999 0.995
134 0.237 0.999 0.995
135 0.238 0.999 0.995
136 0.239 0.999 0.995
137 0.239 0.999 0.995
138 0.240 0.999 0.995
139 0.240 0.999 0.995
140 0.240 0.999 0.995
141 0.241 0.999 0.995
142 0.242 0.999 0.995
143 0.243 0.999 0.995
144 0.244 0.999 0.995
145 0.248 0.999 0.996
146 0.249 0.999 0.996
147 0.249 0.999 0.996
148 0.251 0.999 0.996
149 0.252 0.999 0.996
150 0.252 0.999 0.996
151 0.255 0.999 0.996
152 0.258 0.999 0.996
153 0.259 0.999 0.996
154 0.259 0.999 0.996
155 0.259 0.999 0.996
156 0.260 0.999 0.996
157 0.261 0.999 0.996
158 0.263 0.999 0.996
159 0.263 0.999 0.996
160 0.263 0.999 0.996
161 0.267 0.999 0.996
162 0.269 1.000 0.996
163 0.269 1.000 0.996
164 0.270 1.000 0.996
165 0.271 1.000 0.996
166 0.273 1.000 0.996
167 0.273 1.000 0.996
168 0.274 1.000 0.996
169 0.274 1.000 0.996
170 0.274 1.000 0.996
171 0.275 1.000 0.997
172 0.275 1.000 0.997
173 0.275 1.000 0.997
174 0.276 1.000 0.997
175 0.277 1.000 0.997
176 0.278 1.000 0.997
177 0.278 1.000 0.997
178 0.279 1.000 0.997
179 0.279 1.000 0.997
180 0.282 1.000 0.997
181 0.286 1.000 0.997
182 0.287 1.000 0.997
183 0.289 1.000 0.997
184 0.290 1.000 0.997
185 0.291 1.000 0.997
186 0.292 1.000 0.997
187 0.294 1.000 0.997
188 0.297 1.000 0.997
189 0.298 1.000 0.997
190 0.302 1.000 0.997
191 0.304 1.000 0.997
192 0.308 1.000 0.997
193 0.314 1.000 0.997
194 0.314 1.000 0.997
195 0.315 1.000 0.997
196 0.317 1.000 0.997
197 0.319 1.000 0.997
198 0.321 1.000 0.997
199 0.322 1.000 0.997
200 0.323 1.000 0.997
201 0.326 1.000 0.997
202 0.326 1.000 0.997
203 0.328 1.000 0.997
204 0.328 1.000 0.997
205 0.330 1.000 0.997
206 0.330 1.000 0.997
207 0.332 1.000 0.997
208 0.332 1.000 0.997
209 0.335 1.000 0.997
210 0.335 1.000 0.997
211 0.344 1.000 0.997
212 0.347 1.000 0.997
213 0.350 1.000 0.997
214 0.351 1.000 0.997
215 0.351 1.000 0.997
216 0.354 1.000 0.997
217 0.355 1.000 0.998
218 0.356 1.000 0.998
219 0.358 1.000 0.998
220 0.359 1.000 0.998
221 0.361 1.000 0.998
222 0.361 1.000 0.998
223 0.361 1.000 0.998
224 0.365 1.000 0.998
225 0.365 1.000 0.998
226 0.367 1.000 0.998
227 0.368 1.000 0.998
228 0.370 1.000 0.998
229 0.371 1.000 0.998
