 accp4 accp4c accp4p
1 0.007 0.947 0.620
2 0.011 0.967 0.669
3 0.026 0.967 0.679
4 0.032 0.971 0.687
5 0.036 0.971 0.695
6 0.037 0.974 0.704
7 0.046 0.976 0.731
8 0.049 0.977 0.746
9 0.050 0.978 0.775
10 0.053 0.980 0.802
11 0.053 0.980 0.818
12 0.058 0.983 0.849
13 0.059 0.985 0.869
14 0.061 0.985 0.885
15 0.062 0.986 0.900
16 0.064 0.987 0.909
17 0.069 0.989 0.925
18 0.072 0.990 0.936
19 0.074 0.991 0.946
20 0.091 0.991 0.947
21 0.094 0.991 0.953
22 0.100 0.991 0.954
23 0.100 0.992 0.955
24 0.100 0.992 0.955
25 0.102 0.992 0.955
26 0.106 0.992 0.957
27 0.106 0.993 0.959
28 0.106 0.994 0.959
29 0.107 0.994 0.965
30 0.109 0.994 0.966
31 0.129 0.994 0.969
32 0.131 0.994 0.970
33 0.134 0.995 0.970
34 0.138 0.995 0.971
35 0.141 0.996 0.972
36 0.148 0.996 0.972
37 0.149 0.996 0.972
38 0.155 0.996 0.973
39 0.167 0.996 0.974
40 0.167 0.996 0.975
41 0.171 0.996 0.976
42 0.172 0.996 0.976
43 0.176 0.996 0.977
44 0.184 0.996 0.977
45 0.191 0.997 0.980
46 0.197 0.997 0.980
47 0.200 0.997 0.981
48 0.202 0.997 0.981
49 0.202 0.998 0.982
50 0.203 0.998 0.982
51 0.203 0.998 0.982
52 0.211 0.998 0.982
53 0.218 0.998 0.983
54 0.219 0.998 0.983
55 0.224 0.999 0.983
56 0.233 0.999 0.983
57 0.238 0.999 0.983
58 0.241 0.999 0.983
59 0.260 0.999 0.985
60 0.262 0.999 0.985
61 0.267 0.999 0.986
62 0.267 0.999 0.988
63 0.269 0.999 0.988
64 0.269 0.999 0.988
65 0.278 0.999 0.988
66 0.287 0.999 0.989
67 0.288 0.999 0.990
68 0.291 0.999 0.991
69 0.292 0.999 0.992
70 0.293 0.999 0.993
71 0.307 0.999 0.993
72 0.307 0.999 0.994
73 0.311 1.000 0.995
74 0.320 1.000 0.995
75 0.322 1.000 0.995
76 0.334 1.000 0.996
77 0.349 1.000 0.996
78 0.349 1.000 0.997
79 0.355 1.000 0.997
80 0.393 1.000 0.997
81 0.412 1.000 0.997
82 0.416 1.000 0.998
83 0.420 1.000 0.998
84 0.424 1.000 0.998
85 0.466 1.000 0.998
86 0.466 1.000 0.998
87 0.520 1.000 0.999
88 0.521 1.000 0.999
89 0.524 1.000 0.999
90 0.532 1.001 0.999
91 0.539 1.001 0.999
92 0.542 1.001 0.999
93 0.544 1.001 0.999
94 0.560 1.001 0.999
95 0.605 1.001 0.999
96 0.614 1.001 0.999
97 0.624 1.002 0.999
98 0.625 1.002 0.999
99 0.628 1.003 0.999
100 0.629 1.003 1.000
101 0.646 1.006 1.000
102 0.826 1.007 1.000
103 0.836 1.011 1.001
104 0.856 1.012 1.001
105 0.868 1.014 1.002
106 0.908 1.018 1.003
