 accp4 accp4c accp4p
1 0.000 0.918 0.623
2 0.002 0.939 0.709
3 0.002 0.940 0.738
4 0.002 0.950 0.791
5 0.003 0.950 0.795
6 0.003 0.951 0.795
7 0.003 0.951 0.801
8 0.003 0.951 0.808
9 0.003 0.951 0.808
10 0.004 0.952 0.814
11 0.004 0.952 0.821
12 0.005 0.952 0.827
13 0.005 0.952 0.840
14 0.007 0.953 0.849
15 0.008 0.953 0.853
16 0.009 0.970 0.856
17 0.010 0.971 0.858
18 0.010 0.972 0.860
19 0.010 0.975 0.862
20 0.011 0.975 0.864
21 0.012 0.977 0.872
22 0.012 0.977 0.872
23 0.012 0.978 0.874
24 0.012 0.978 0.874
25 0.012 0.979 0.880
26 0.013 0.979 0.883
27 0.013 0.980 0.883
28 0.013 0.980 0.885
29 0.014 0.980 0.886
30 0.015 0.980 0.886
31 0.015 0.981 0.887
32 0.015 0.981 0.888
33 0.015 0.981 0.888
34 0.016 0.982 0.889
35 0.016 0.982 0.893
36 0.017 0.982 0.894
37 0.017 0.983 0.895
38 0.018 0.983 0.897
39 0.018 0.983 0.897
40 0.018 0.983 0.897
41 0.018 0.983 0.898
42 0.018 0.983 0.899
43 0.019 0.983 0.899
44 0.019 0.983 0.900
45 0.019 0.983 0.900
46 0.020 0.983 0.901
47 0.020 0.983 0.902
48 0.020 0.983 0.904
49 0.020 0.983 0.904
50 0.020 0.983 0.905
51 0.021 0.984 0.906
52 0.021 0.984 0.908
53 0.021 0.984 0.908
54 0.021 0.984 0.908
55 0.021 0.984 0.909
56 0.022 0.984 0.909
57 0.022 0.984 0.909
58 0.023 0.984 0.909
59 0.023 0.984 0.910
60 0.025 0.984 0.910
61 0.025 0.984 0.910
62 0.025 0.984 0.912
63 0.026 0.984 0.912
64 0.026 0.984 0.913
65 0.027 0.984 0.913
66 0.027 0.984 0.913
67 0.027 0.984 0.914
68 0.027 0.984 0.914
69 0.027 0.984 0.915
70 0.028 0.985 0.915
71 0.029 0.985 0.916
72 0.029 0.985 0.916
73 0.029 0.985 0.918
74 0.029 0.985 0.918
75 0.029 0.985 0.919
76 0.030 0.985 0.920
77 0.031 0.985 0.920
78 0.031 0.985 0.921
79 0.031 0.985 0.921
80 0.032 0.985 0.921
81 0.032 0.985 0.922
82 0.032 0.985 0.922
83 0.032 0.985 0.922
84 0.032 0.985 0.923
85 0.032 0.985 0.923
86 0.032 0.985 0.923
87 0.033 0.985 0.924
88 0.033 0.985 0.924
89 0.034 0.986 0.924
90 0.034 0.986 0.925
91 0.034 0.986 0.925
92 0.035 0.986 0.926
93 0.035 0.986 0.926
94 0.036 0.986 0.927
95 0.036 0.986 0.927
96 0.036 0.986 0.927
97 0.037 0.986 0.927
98 0.037 0.986 0.927
99 0.037 0.986 0.928
100 0.038 0.986 0.929
101 0.038 0.986 0.929
102 0.038 0.986 0.929
103 0.038 0.986 0.929
104 0.038 0.986 0.929
105 0.038 0.986 0.929
106 0.038 0.986 0.930
107 0.038 0.987 0.930
108 0.038 0.987 0.930
109 0.039 0.987 0.930
110 0.039 0.987 0.930
111 0.039 0.987 0.930
112 0.039 0.987 0.930
113 0.039 0.987 0.931
114 0.039 0.987 0.931
115 0.039 0.987 0.931
116 0.040 0.987 0.932
117 0.040 0.987 0.932
118 0.040 0.987 0.932
119 0.040 0.987 0.932
120 0.040 0.987 0.932
121 0.041 0.987 0.932
122 0.041 0.987 0.932
123 0.041 0.987 0.933
124 0.041 0.987 0.933
125 0.042 0.987 0.933
126 0.042 0.987 0.934
127 0.042 0.987 0.934
128 0.042 0.987 0.935
129 0.042 0.987 0.935
130 0.043 0.987 0.936
131 0.043 0.987 0.936
132 0.043 0.987 0.936
133 0.043 0.987 0.936
134 0.043 0.987 0.936
135 0.043 0.987 0.936
136 0.043 0.987 0.937
137 0.043 0.987 0.937
138 0.043 0.987 0.937
139 0.043 0.987 0.937
140 0.044 0.987 0.937
141 0.044 0.987 0.937
142 0.044 0.987 0.937
143 0.044 0.987 0.937
144 0.045 0.987 0.937
145 0.045 0.988 0.937
146 0.045 0.988 0.937
147 0.045 0.988 0.938
148 0.045 0.988 0.938
149 0.045 0.988 0.938
150 0.045 0.988 0.938
151 0.045 0.988 0.938
152 0.045 0.988 0.938
153 0.046 0.988 0.938
154 0.046 0.988 0.938
155 0.046 0.988 0.938
156 0.046 0.988 0.938
157 0.046 0.988 0.938
158 0.046 0.988 0.938
159 0.046 0.988 0.938
160 0.047 0.988 0.939
161 0.047 0.988 0.939
162 0.047 0.988 0.939
163 0.047 0.988 0.939
164 0.047 0.988 0.939
165 0.047 0.988 0.939
166 0.047 0.988 0.939
167 0.048 0.988 0.939
168 0.048 0.988 0.940
169 0.048 0.988 0.940
170 0.048 0.988 0.940
171 0.048 0.988 0.940
172 0.048 0.988 0.940
173 0.048 0.988 0.940
174 0.048 0.988 0.940
175 0.048 0.988 0.940
176 0.049 0.988 0.941
177 0.049 0.988 0.941
178 0.049 0.988 0.941
179 0.049 0.988 0.941
180 0.049 0.988 0.941
181 0.049 0.988 0.941
182 0.049 0.988 0.941
183 0.049 0.988 0.941
184 0.050 0.988 0.942
185 0.050 0.988 0.942
186 0.051 0.988 0.942
187 0.051 0.988 0.943
188 0.051 0.988 0.943
189 0.051 0.988 0.943
190 0.051 0.988 0.943
191 0.051 0.988 0.943
192 0.051 0.988 0.944
193 0.052 0.988 0.944
194 0.052 0.989 0.944
195 0.052 0.989 0.944
196 0.052 0.989 0.944
197 0.052 0.989 0.944
198 0.053 0.989 0.945
199 0.053 0.989 0.945
200 0.053 0.989 0.945
201 0.053 0.989 0.945
202 0.053 0.989 0.945
203 0.053 0.989 0.945
204 0.053 0.989 0.945
205 0.053 0.989 0.945
206 0.053 0.989 0.945
207 0.054 0.989 0.946
208 0.054 0.989 0.946
209 0.054 0.989 0.946
210 0.054 0.989 0.946
211 0.054 0.989 0.946
212 0.054 0.989 0.946
213 0.055 0.989 0.946
214 0.055 0.989 0.946
215 0.055 0.989 0.946
216 0.055 0.989 0.946
217 0.055 0.989 0.947
218 0.055 0.989 0.947
219 0.055 0.989 0.947
220 0.055 0.989 0.947
221 0.055 0.989 0.947
222 0.056 0.989 0.947
223 0.056 0.989 0.948
224 0.056 0.989 0.948
225 0.056 0.989 0.948
226 0.056 0.989 0.948
227 0.056 0.989 0.948
228 0.056 0.989 0.948
229 0.057 0.989 0.948
230 0.057 0.989 0.948
231 0.057 0.989 0.948
232 0.057 0.989 0.948
