 accp4 accp4c accp4p
125 0.077 0.990 0.960
126 0.077 0.991 0.961
127 0.077 0.991 0.961
128 0.077 0.991 0.961
129 0.078 0.991 0.962
130 0.078 0.991 0.962
131 0.078 0.991 0.962
132 0.079 0.991 0.962
133 0.080 0.991 0.962
134 0.080 0.991 0.963
135 0.080 0.991 0.963
136 0.080 0.992 0.963
137 0.081 0.992 0.963
138 0.081 0.992 0.963
139 0.081 0.992 0.964
140 0.081 0.992 0.964
141 0.081 0.992 0.964
142 0.082 0.992 0.964
143 0.082 0.992 0.964
144 0.082 0.992 0.964
145 0.083 0.992 0.965
146 0.083 0.992 0.965
147 0.083 0.993 0.965
148 0.083 0.993 0.965
149 0.084 0.993 0.966
150 0.084 0.993 0.966
151 0.084 0.993 0.966
152 0.085 0.993 0.966
153 0.085 0.993 0.966
154 0.085 0.993 0.966
155 0.086 0.993 0.966
156 0.086 0.993 0.966
157 0.086 0.993 0.967
158 0.086 0.993 0.967
159 0.086 0.993 0.967
160 0.087 0.993 0.967
161 0.087 0.993 0.968
162 0.087 0.993 0.968
163 0.087 0.993 0.968
164 0.087 0.993 0.968
165 0.087 0.993 0.969
166 0.087 0.993 0.969
167 0.087 0.994 0.969
168 0.087 0.994 0.969
169 0.088 0.994 0.970
170 0.088 0.994 0.970
171 0.088 0.994 0.970
172 0.089 0.994 0.970
173 0.089 0.994 0.970
174 0.089 0.994 0.970
175 0.089 0.994 0.970
176 0.089 0.994 0.970
177 0.089 0.994 0.970
178 0.090 0.994 0.970
179 0.090 0.994 0.970
180 0.090 0.994 0.970
181 0.090 0.994 0.970
182 0.091 0.994 0.970
183 0.091 0.994 0.970
184 0.091 0.994 0.970
185 0.091 0.995 0.970
186 0.092 0.995 0.970
187 0.092 0.995 0.970
188 0.093 0.995 0.970
189 0.093 0.995 0.970
190 0.093 0.995 0.971
191 0.093 0.995 0.971
192 0.093 0.995 0.971
193 0.093 0.995 0.971
194 0.094 0.995 0.971
195 0.094 0.995 0.971
196 0.094 0.995 0.971
197 0.094 0.995 0.971
198 0.095 0.995 0.971
199 0.095 0.995 0.971
200 0.095 0.995 0.971
201 0.095 0.995 0.971
202 0.095 0.995 0.971
203 0.096 0.995 0.971
204 0.096 0.995 0.971
205 0.096 0.995 0.971
206 0.096 0.995 0.971
207 0.096 0.995 0.971
208 0.096 0.995 0.971
209 0.096 0.995 0.972
210 0.097 0.995 0.972
211 0.097 0.996 0.972
212 0.097 0.996 0.972
213 0.097 0.996 0.972
214 0.097 0.996 0.972
215 0.097 0.996 0.972
216 0.097 0.996 0.972
217 0.097 0.996 0.972
218 0.097 0.996 0.972
219 0.097 0.996 0.972
220 0.097 0.996 0.972
221 0.098 0.996 0.972
222 0.098 0.996 0.972
223 0.098 0.996 0.972
224 0.098 0.996 0.972
225 0.098 0.996 0.972
226 0.098 0.996 0.972
227 0.098 0.996 0.972
228 0.098 0.996 0.972
229 0.098 0.996 0.972
230 0.098 0.996 0.972
231 0.099 0.996 0.972
232 0.099 0.996 0.972
233 0.100 0.996 0.972
234 0.100 0.996 0.972
235 0.100 0.996 0.973
236 0.100 0.996 0.973
237 0.101 0.996 0.973
238 0.101 0.996 0.973
239 0.101 0.996 0.973
240 0.101 0.996 0.973
241 0.101 0.997 0.973
242 0.101 0.997 0.973
243 0.101 0.997 0.973
244 0.102 0.997 0.973
245 0.102 0.997 0.973
246 0.102 0.997 0.973
247 0.102 0.997 0.973
248 0.102 0.997 0.973
249 0.102 0.997 0.974
250 0.102 0.997 0.974
251 0.102 0.997 0.974
252 0.102 0.997 0.974
253 0.102 0.997 0.974
254 0.102 0.997 0.974
255 0.103 0.997 0.974
256 0.103 0.997 0.974
257 0.103 0.997 0.974
258 0.103 0.997 0.974
259 0.103 0.997 0.974
260 0.103 0.997 0.974
261 0.103 0.997 0.975
262 0.103 0.997 0.975
263 0.103 0.997 0.975
264 0.103 0.997 0.975
265 0.103 0.997 0.975
266 0.104 0.997 0.975
267 0.104 0.997 0.976
268 0.104 0.997 0.976
269 0.104 0.997 0.976
270 0.104 0.997 0.976
271 0.104 0.997 0.976
272 0.104 0.997 0.976
273 0.105 0.997 0.976
274 0.105 0.997 0.976
275 0.105 0.997 0.976
276 0.105 0.997 0.977
277 0.105 0.997 0.977
278 0.106 0.997 0.977
279 0.106 0.997 0.977
280 0.106 0.997 0.977
281 0.106 0.997 0.977
282 0.106 0.997 0.977
283 0.106 0.997 0.977
284 0.107 0.997 0.977
285 0.107 0.997 0.978
286 0.107 0.997 0.978
287 0.107 0.997 0.978
288 0.108 0.997 0.978
289 0.108 0.997 0.978
290 0.108 0.997 0.979
291 0.108 0.997 0.979
292 0.108 0.997 0.979
293 0.108 0.997 0.979
294 0.109 0.997 0.979
295 0.109 0.997 0.979
296 0.109 0.998 0.979
297 0.109 0.998 0.979
298 0.109 0.998 0.979
299 0.109 0.998 0.979
300 0.109 0.998 0.979
301 0.109 0.998 0.979
302 0.110 0.998 0.980
303 0.110 0.998 0.980
304 0.110 0.998 0.980
305 0.110 0.998 0.980
306 0.110 0.998 0.980
307 0.110 0.998 0.980
308 0.111 0.998 0.980
309 0.111 0.998 0.980
310 0.111 0.998 0.980
311 0.111 0.998 0.980
312 0.111 0.998 0.980
313 0.112 0.998 0.980
314 0.112 0.998 0.980
315 0.112 0.998 0.980
316 0.112 0.998 0.980
317 0.112 0.998 0.980
318 0.112 0.998 0.981
319 0.112 0.998 0.981
320 0.112 0.998 0.981
321 0.113 0.998 0.981
322 0.113 0.998 0.981
323 0.113 0.998 0.981
324 0.113 0.998 0.981
325 0.113 0.998 0.981
326 0.113 0.998 0.981
327 0.113 0.998 0.981
328 0.113 0.998 0.981
329 0.113 0.998 0.981
330 0.113 0.998 0.981
331 0.113 0.998 0.982
332 0.114 0.998 0.982
333 0.114 0.998 0.982
334 0.114 0.998 0.982
335 0.114 0.998 0.982
336 0.115 0.998 0.982
337 0.115 0.998 0.982
338 0.115 0.998 0.982
339 0.115 0.998 0.982
340 0.115 0.998 0.982
341 0.115 0.998 0.982
342 0.115 0.998 0.982
343 0.115 0.998 0.982
344 0.115 0.998 0.982
345 0.115 0.998 0.982
346 0.115 0.998 0.982
347 0.116 0.998 0.982
348 0.116 0.998 0.982
349 0.116 0.998 0.982
350 0.116 0.998 0.982
351 0.117 0.998 0.983
352 0.117 0.998 0.983
353 0.117 0.998 0.983
354 0.117 0.998 0.983
355 0.117 0.998 0.983
356 0.117 0.998 0.983
357 0.117 0.998 0.983
358 0.117 0.998 0.983
359 0.118 0.998 0.983
360 0.118 0.998 0.983
361 0.118 0.998 0.983
362 0.118 0.998 0.983
363 0.118 0.998 0.983
364 0.118 0.998 0.983
365 0.119 0.998 0.983
366 0.119 0.998 0.983
367 0.119 0.998 0.983
368 0.119 0.998 0.983
369 0.119 0.998 0.983
370 0.119 0.998 0.983
371 0.120 0.998 0.983
372 0.120 0.998 0.983
373 0.120 0.998 0.984
374 0.120 0.998 0.984
375 0.120 0.998 0.984
376 0.120 0.998 0.984
377 0.120 0.998 0.984
378 0.120 0.998 0.984
379 0.120 0.998 0.984
380 0.120 0.998 0.984
381 0.120 0.998 0.984
382 0.120 0.998 0.984
383 0.120 0.998 0.984
384 0.121 0.998 0.984
385 0.121 0.998 0.984
386 0.121 0.998 0.984
387 0.121 0.998 0.984
388 0.122 0.998 0.984
389 0.122 0.998 0.984
390 0.122 0.998 0.984
391 0.122 0.998 0.984
392 0.122 0.998 0.984
393 0.122 0.998 0.984
394 0.122 0.998 0.984
395 0.123 0.998 0.984
396 0.123 0.998 0.985
397 0.123 0.998 0.985
398 0.123 0.998 0.985
399 0.123 0.999 0.985
400 0.123 0.999 0.985
401 0.123 0.999 0.985
402 0.123 0.999 0.985
403 0.123 0.999 0.985
404 0.123 0.999 0.985
405 0.123 0.999 0.985
406 0.124 0.999 0.985
407 0.124 0.999 0.985
408 0.124 0.999 0.985
409 0.124 0.999 0.985
410 0.124 0.999 0.985
411 0.124 0.999 0.985
412 0.124 0.999 0.985
413 0.124 0.999 0.985
414 0.124 0.999 0.985
415 0.125 0.999 0.985
416 0.125 0.999 0.985
417 0.125 0.999 0.985
418 0.125 0.999 0.986
419 0.125 0.999 0.986
420 0.125 0.999 0.986
421 0.125 0.999 0.986
422 0.125 0.999 0.986
423 0.125 0.999 0.986
424 0.126 0.999 0.986
425 0.126 0.999 0.986
426 0.126 0.999 0.986
427 0.126 0.999 0.986
428 0.126 0.999 0.986
429 0.126 0.999 0.986
430 0.126 0.999 0.986
431 0.126 0.999 0.986
432 0.126 0.999 0.986
433 0.126 0.999 0.986
434 0.127 0.999 0.986
435 0.127 0.999 0.986
436 0.127 0.999 0.986
437 0.127 0.999 0.986
438 0.127 0.999 0.986
439 0.127 0.999 0.986
440 0.127 0.999 0.987
441 0.128 0.999 0.987
442 0.128 0.999 0.987
443 0.128 0.999 0.987
444 0.128 0.999 0.987
445 0.128 0.999 0.987
446 0.129 0.999 0.987
447 0.129 0.999 0.987
448 0.129 0.999 0.987
449 0.129 0.999 0.987
450 0.129 0.999 0.987
451 0.129 0.999 0.987
452 0.129 0.999 0.987
453 0.129 0.999 0.987
454 0.129 0.999 0.987
455 0.129 0.999 0.987
456 0.129 0.999 0.987
457 0.130 0.999 0.987
458 0.130 0.999 0.987
459 0.130 0.999 0.987
460 0.130 0.999 0.987
461 0.130 0.999 0.987
462 0.130 0.999 0.987
463 0.130 0.999 0.987
464 0.130 0.999 0.987
465 0.130 0.999 0.988
466 0.130 0.999 0.988
467 0.130 0.999 0.988
468 0.130 0.999 0.988
469 0.131 0.999 0.988
470 0.131 0.999 0.988
471 0.131 0.999 0.988
472 0.131 0.999 0.988
473 0.131 0.999 0.988
474 0.131 0.999 0.988
475 0.131 0.999 0.988
476 0.131 0.999 0.988
477 0.131 0.999 0.988
478 0.132 0.999 0.988
479 0.132 0.999 0.988
480 0.132 0.999 0.988
481 0.132 0.999 0.988
482 0.132 0.999 0.988
483 0.132 0.999 0.989
484 0.132 0.999 0.989
485 0.132 0.999 0.989
486 0.132 0.999 0.989
487 0.132 0.999 0.989
488 0.133 0.999 0.989
489 0.133 0.999 0.989
490 0.133 0.999 0.989
491 0.133 0.999 0.989
492 0.133 0.999 0.989
493 0.133 0.999 0.989
494 0.133 0.999 0.989
495 0.133 0.999 0.989
496 0.133 0.999 0.989
497 0.134 0.999 0.989
498 0.134 0.999 0.989
499 0.134 0.999 0.989
500 0.134 0.999 0.989
501 0.134 0.999 0.989
502 0.134 0.999 0.989
503 0.135 0.999 0.989
504 0.135 0.999 0.989
505 0.135 0.999 0.989
506 0.135 0.999 0.989
507 0.135 0.999 0.990
508 0.135 0.999 0.990
509 0.135 0.999 0.990
510 0.135 0.999 0.990
511 0.136 0.999 0.990
512 0.136 0.999 0.990
513 0.136 0.999 0.990
514 0.136 0.999 0.990
515 0.136 0.999 0.990
516 0.136 0.999 0.990
517 0.136 0.999 0.990
518 0.136 0.999 0.990
519 0.136 0.999 0.990
520 0.136 0.999 0.990
521 0.136 0.999 0.990
522 0.136 0.999 0.990
523 0.136 0.999 0.990
524 0.136 0.999 0.990
525 0.136 0.999 0.990
526 0.137 0.999 0.990
527 0.137 0.999 0.990
528 0.138 0.999 0.990
529 0.138 0.999 0.990
530 0.138 0.999 0.990
531 0.138 0.999 0.991
532 0.138 0.999 0.991
533 0.138 0.999 0.991
534 0.139 0.999 0.991
535 0.139 0.999 0.991
536 0.139 0.999 0.991
537 0.139 0.999 0.991
538 0.140 0.999 0.991
539 0.140 0.999 0.991
540 0.140 0.999 0.991
541 0.140 0.999 0.991
542 0.140 0.999 0.991
543 0.140 0.999 0.991
544 0.140 0.999 0.991
545 0.140 0.999 0.991
546 0.141 0.999 0.991
547 0.141 0.999 0.991
548 0.141 0.999 0.991
549 0.141 0.999 0.991
550 0.141 0.999 0.991
551 0.142 0.999 0.991
552 0.142 0.999 0.991
553 0.142 0.999 0.991
554 0.142 0.999 0.991
555 0.142 0.999 0.991
556 0.142 0.999 0.991
557 0.143 0.999 0.991
558 0.143 0.999 0.991
559 0.143 0.999 0.991
560 0.143 0.999 0.991
561 0.143 0.999 0.991
562 0.143 0.999 0.991
563 0.143 0.999 0.991
564 0.144 0.999 0.991
565 0.144 0.999 0.991
566 0.144 0.999 0.991
567 0.144 0.999 0.992
568 0.144 0.999 0.992
569 0.144 0.999 0.992
570 0.144 0.999 0.992
571 0.145 0.999 0.992
572 0.145 0.999 0.992
573 0.145 0.999 0.992
574 0.145 0.999 0.992
575 0.145 0.999 0.992
576 0.145 0.999 0.992
577 0.145 0.999 0.992
578 0.145 0.999 0.992
579 0.145 0.999 0.992
580 0.146 0.999 0.992
581 0.146 0.999 0.992
582 0.146 0.999 0.992
583 0.146 0.999 0.992
584 0.146 0.999 0.992
585 0.146 0.999 0.992
586 0.147 0.999 0.992
587 0.147 0.999 0.992
588 0.147 0.999 0.992
589 0.147 0.999 0.992
590 0.147 0.999 0.992
591 0.147 0.999 0.992
592 0.147 0.999 0.992
593 0.147 0.999 0.992
594 0.147 0.999 0.992
595 0.147 0.999 0.992
596 0.147 0.999 0.992
597 0.148 0.999 0.993
598 0.148 0.999 0.993
599 0.148 0.999 0.993
600 0.148 0.999 0.993
601 0.148 0.999 0.993
602 0.149 0.999 0.993
603 0.149 0.999 0.993
604 0.149 0.999 0.993
605 0.149 0.999 0.993
606 0.149 0.999 0.993
607 0.149 0.999 0.993
608 0.149 0.999 0.993
609 0.149 0.999 0.993
610 0.149 0.999 0.993
611 0.150 0.999 0.993
612 0.150 0.999 0.993
613 0.150 0.999 0.993
614 0.150 0.999 0.993
615 0.150 0.999 0.993
616 0.150 0.999 0.993
617 0.150 0.999 0.993
618 0.150 0.999 0.993
619 0.150 0.999 0.993
620 0.150 0.999 0.993
621 0.150 0.999 0.993
622 0.151 0.999 0.993
623 0.151 0.999 0.993
624 0.151 0.999 0.993
625 0.151 0.999 0.993
626 0.151 0.999 0.993
627 0.151 0.999 0.993
628 0.151 0.999 0.993
629 0.151 0.999 0.993
630 0.152 0.999 0.993
631 0.152 0.999 0.993
632 0.152 0.999 0.993
633 0.152 0.999 0.993
634 0.152 0.999 0.993
635 0.153 0.999 0.993
636 0.153 0.999 0.993
637 0.153 0.999 0.993
638 0.153 0.999 0.993
639 0.153 0.999 0.994
640 0.153 0.999 0.994
641 0.153 0.999 0.994
642 0.153 0.999 0.994
643 0.153 0.999 0.994
644 0.154 0.999 0.994
645 0.154 0.999 0.994
646 0.154 0.999 0.994
647 0.154 0.999 0.994
648 0.154 0.999 0.994
649 0.154 0.999 0.994
650 0.154 0.999 0.994
651 0.154 0.999 0.994
652 0.154 0.999 0.994
653 0.155 0.999 0.994
654 0.155 0.999 0.994
655 0.155 0.999 0.994
656 0.155 0.999 0.994
657 0.155 0.999 0.994
658 0.155 0.999 0.994
659 0.155 0.999 0.994
660 0.155 0.999 0.994
661 0.155 0.999 0.994
662 0.155 0.999 0.994
663 0.156 0.999 0.994
664 0.156 0.999 0.994
665 0.156 0.999 0.994
666 0.156 0.999 0.994
667 0.156 0.999 0.994
668 0.156 0.999 0.994
669 0.156 0.999 0.994
670 0.156 0.999 0.994
671 0.157 0.999 0.994
672 0.157 0.999 0.994
673 0.157 0.999 0.994
674 0.157 0.999 0.994
675 0.157 0.999 0.994
676 0.157 0.999 0.994
677 0.158 0.999 0.994
678 0.158 0.999 0.994
679 0.158 0.999 0.994
680 0.158 0.999 0.994
681 0.158 0.999 0.994
682 0.158 0.999 0.994
683 0.158 0.999 0.994
684 0.159 0.999 0.995
685 0.159 0.999 0.995
686 0.159 0.999 0.995
687 0.159 0.999 0.995
688 0.159 0.999 0.995
689 0.159 0.999 0.995
690 0.159 0.999 0.995
691 0.160 0.999 0.995
692 0.160 0.999 0.995
693 0.160 0.999 0.995
694 0.160 0.999 0.995
695 0.160 0.999 0.995
696 0.160 0.999 0.995
697 0.160 0.999 0.995
698 0.161 0.999 0.995
699 0.161 0.999 0.995
700 0.161 0.999 0.995
701 0.161 0.999 0.995
702 0.161 0.999 0.995
703 0.162 0.999 0.995
704 0.162 0.999 0.995
705 0.162 0.999 0.995
706 0.162 0.999 0.995
707 0.162 0.999 0.995
708 0.162 0.999 0.995
709 0.162 0.999 0.995
710 0.163 0.999 0.995
711 0.163 0.999 0.995
712 0.163 0.999 0.995
713 0.163 0.999 0.995
714 0.163 0.999 0.995
715 0.163 0.999 0.995
716 0.163 0.999 0.995
717 0.163 0.999 0.995
718 0.164 0.999 0.995
719 0.165 0.999 0.995
720 0.165 0.999 0.995
721 0.165 0.999 0.995
722 0.165 0.999 0.995
723 0.165 0.999 0.995
724 0.165 0.999 0.995
725 0.165 0.999 0.995
726 0.166 0.999 0.995
727 0.166 0.999 0.995
728 0.166 0.999 0.995
729 0.166 0.999 0.995
730 0.166 0.999 0.995
731 0.166 0.999 0.995
732 0.166 0.999 0.995
733 0.167 0.999 0.995
734 0.167 0.999 0.995
735 0.167 0.999 0.995
736 0.167 0.999 0.995
737 0.167 1.000 0.995
738 0.167 1.000 0.995
739 0.167 1.000 0.995
740 0.167 1.000 0.995
741 0.167 1.000 0.995
742 0.167 1.000 0.995
743 0.168 1.000 0.995
744 0.168 1.000 0.995
745 0.168 1.000 0.995
746 0.168 1.000 0.995
747 0.168 1.000 0.995
748 0.169 1.000 0.995
749 0.169 1.000 0.996
750 0.169 1.000 0.996
751 0.169 1.000 0.996
752 0.169 1.000 0.996
753 0.169 1.000 0.996
754 0.169 1.000 0.996
755 0.170 1.000 0.996
756 0.170 1.000 0.996
757 0.170 1.000 0.996
758 0.170 1.000 0.996
759 0.171 1.000 0.996
760 0.171 1.000 0.996
761 0.171 1.000 0.996
762 0.171 1.000 0.996
763 0.171 1.000 0.996
764 0.172 1.000 0.996
765 0.172 1.000 0.996
766 0.172 1.000 0.996
767 0.172 1.000 0.996
768 0.172 1.000 0.996
769 0.172 1.000 0.996
770 0.172 1.000 0.996
771 0.172 1.000 0.996
772 0.172 1.000 0.996
773 0.172 1.000 0.996
774 0.172 1.000 0.996
775 0.173 1.000 0.996
776 0.173 1.000 0.996
777 0.173 1.000 0.996
778 0.173 1.000 0.996
779 0.173 1.000 0.996
780 0.173 1.000 0.996
781 0.173 1.000 0.996
782 0.174 1.000 0.996
783 0.174 1.000 0.996
784 0.174 1.000 0.996
785 0.174 1.000 0.996
786 0.174 1.000 0.996
787 0.175 1.000 0.996
788 0.175 1.000 0.996
789 0.175 1.000 0.996
790 0.175 1.000 0.996
791 0.175 1.000 0.996
792 0.175 1.000 0.996
793 0.175 1.000 0.996
794 0.176 1.000 0.996
795 0.176 1.000 0.996
796 0.176 1.000 0.996
797 0.176 1.000 0.996
798 0.176 1.000 0.996
799 0.176 1.000 0.996
800 0.177 1.000 0.996
801 0.177 1.000 0.996
802 0.177 1.000 0.996
803 0.177 1.000 0.996
804 0.177 1.000 0.996
805 0.177 1.000 0.996
806 0.177 1.000 0.996
807 0.177 1.000 0.996
808 0.178 1.000 0.996
809 0.178 1.000 0.996
810 0.178 1.000 0.996
811 0.178 1.000 0.996
812 0.178 1.000 0.996
813 0.178 1.000 0.996
814 0.178 1.000 0.996
815 0.178 1.000 0.996
816 0.178 1.000 0.996
817 0.178 1.000 0.996
818 0.179 1.000 0.996
819 0.179 1.000 0.996
820 0.179 1.000 0.996
821 0.179 1.000 0.996
822 0.179 1.000 0.996
823 0.179 1.000 0.996
824 0.179 1.000 0.996
825 0.179 1.000 0.996
826 0.180 1.000 0.996
827 0.180 1.000 0.996
828 0.180 1.000 0.996
829 0.180 1.000 0.996
830 0.180 1.000 0.996
831 0.180 1.000 0.996
832 0.181 1.000 0.996
833 0.181 1.000 0.996
834 0.181 1.000 0.996
835 0.181 1.000 0.996
836 0.181 1.000 0.996
837 0.181 1.000 0.997
838 0.181 1.000 0.997
839 0.181 1.000 0.997
840 0.181 1.000 0.997
841 0.181 1.000 0.997
842 0.182 1.000 0.997
843 0.182 1.000 0.997
844 0.182 1.000 0.997
845 0.182 1.000 0.997
846 0.182 1.000 0.997
847 0.182 1.000 0.997
848 0.182 1.000 0.997
849 0.183 1.000 0.997
850 0.183 1.000 0.997
851 0.183 1.000 0.997
852 0.183 1.000 0.997
853 0.183 1.000 0.997
854 0.183 1.000 0.997
855 0.183 1.000 0.997
856 0.183 1.000 0.997
857 0.183 1.000 0.997
858 0.183 1.000 0.997
859 0.184 1.000 0.997
860 0.184 1.000 0.997
861 0.184 1.000 0.997
862 0.185 1.000 0.997
863 0.185 1.000 0.997
864 0.185 1.000 0.997
865 0.185 1.000 0.997
866 0.185 1.000 0.997
867 0.185 1.000 0.997
868 0.185 1.000 0.997
869 0.185 1.000 0.997
870 0.186 1.000 0.997
871 0.186 1.000 0.997
872 0.186 1.000 0.997
873 0.186 1.000 0.997
874 0.186 1.000 0.997
875 0.186 1.000 0.997
876 0.186 1.000 0.997
877 0.186 1.000 0.997
878 0.186 1.000 0.997
879 0.187 1.000 0.997
880 0.187 1.000 0.997
881 0.187 1.000 0.997
882 0.187 1.000 0.997
883 0.187 1.000 0.997
884 0.187 1.000 0.997
885 0.187 1.000 0.997
886 0.187 1.000 0.997
887 0.188 1.000 0.997
888 0.188 1.000 0.997
889 0.189 1.000 0.997
890 0.189 1.000 0.997
891 0.189 1.000 0.997
892 0.189 1.000 0.997
893 0.189 1.000 0.997
894 0.189 1.000 0.997
895 0.189 1.000 0.997
896 0.189 1.000 0.997
897 0.189 1.000 0.997
898 0.190 1.000 0.997
899 0.190 1.000 0.997
900 0.190 1.000 0.997
901 0.190 1.000 0.997
902 0.190 1.000 0.997
903 0.190 1.000 0.997
904 0.190 1.000 0.997
905 0.190 1.000 0.997
906 0.190 1.000 0.997
907 0.190 1.000 0.997
908 0.191 1.000 0.997
909 0.191 1.000 0.997
910 0.191 1.000 0.997
911 0.191 1.000 0.997
912 0.191 1.000 0.997
913 0.191 1.000 0.997
914 0.191 1.000 0.997
915 0.191 1.000 0.997
916 0.191 1.000 0.997
917 0.192 1.000 0.997
918 0.192 1.000 0.997
919 0.192 1.000 0.997
920 0.192 1.000 0.997
921 0.192 1.000 0.997
922 0.193 1.000 0.997
923 0.193 1.000 0.997
924 0.193 1.000 0.997
925 0.193 1.000 0.997
926 0.193 1.000 0.997
927 0.194 1.000 0.997
928 0.194 1.000 0.997
929 0.194 1.000 0.997
930 0.194 1.000 0.997
931 0.195 1.000 0.997
932 0.195 1.000 0.997
933 0.195 1.000 0.997
934 0.195 1.000 0.997
935 0.195 1.000 0.997
936 0.195 1.000 0.997
937 0.196 1.000 0.997
938 0.196 1.000 0.997
939 0.196 1.000 0.997
940 0.196 1.000 0.997
941 0.196 1.000 0.997
942 0.196 1.000 0.997
943 0.196 1.000 0.997
944 0.197 1.000 0.997
945 0.197 1.000 0.997
946 0.197 1.000 0.997
947 0.198 1.000 0.997
948 0.198 1.000 0.997
949 0.198 1.000 0.997
950 0.198 1.000 0.997
951 0.198 1.000 0.997
952 0.198 1.000 0.998
953 0.198 1.000 0.998
954 0.198 1.000 0.998
955 0.198 1.000 0.998
956 0.199 1.000 0.998
957 0.199 1.000 0.998
958 0.199 1.000 0.998
959 0.199 1.000 0.998
960 0.199 1.000 0.998
961 0.199 1.000 0.998
962 0.199 1.000 0.998
963 0.199 1.000 0.998
964 0.199 1.000 0.998
965 0.199 1.000 0.998
966 0.199 1.000 0.998
967 0.199 1.000 0.998
968 0.199 1.000 0.998
969 0.199 1.000 0.998
970 0.200 1.000 0.998
971 0.200 1.000 0.998
972 0.200 1.000 0.998
973 0.200 1.000 0.998
974 0.200 1.000 0.998
975 0.200 1.000 0.998
976 0.201 1.000 0.998
977 0.201 1.000 0.998
978 0.201 1.000 0.998
979 0.202 1.000 0.998
980 0.202 1.000 0.998
981 0.202 1.000 0.998
982 0.202 1.000 0.998
983 0.202 1.000 0.998
984 0.202 1.000 0.998
985 0.202 1.000 0.998
986 0.202 1.000 0.998
987 0.202 1.000 0.998
988 0.202 1.000 0.998
989 0.202 1.000 0.998
990 0.202 1.000 0.998
991 0.202 1.000 0.998
992 0.202 1.000 0.998
993 0.203 1.000 0.998
994 0.203 1.000 0.998
995 0.203 1.000 0.998
996 0.203 1.000 0.998
997 0.203 1.000 0.998
998 0.203 1.000 0.998
