 accp4 accp4c accp4p
1 0.002 0.385 0.357
2 0.015 0.892 0.719
3 0.024 0.938 0.801
4 0.027 0.946 0.803
5 0.031 0.955 0.820
6 0.032 0.959 0.833
7 0.036 0.960 0.853
8 0.037 0.960 0.878
9 0.038 0.963 0.882
10 0.040 0.964 0.886
11 0.041 0.965 0.889
12 0.042 0.967 0.891
13 0.049 0.968 0.896
14 0.050 0.970 0.898
15 0.050 0.972 0.899
16 0.052 0.972 0.899
17 0.052 0.976 0.901
18 0.055 0.976 0.902
19 0.057 0.977 0.903
20 0.059 0.978 0.904
21 0.062 0.980 0.905
22 0.062 0.980 0.908
23 0.063 0.981 0.914
24 0.064 0.981 0.914
25 0.066 0.981 0.915
26 0.068 0.983 0.916
27 0.070 0.983 0.918
28 0.072 0.984 0.921
29 0.076 0.984 0.922
30 0.076 0.985 0.923
31 0.076 0.985 0.926
32 0.077 0.985 0.926
33 0.077 0.985 0.927
34 0.081 0.986 0.927
35 0.081 0.986 0.929
36 0.081 0.986 0.929
37 0.082 0.986 0.930
38 0.083 0.986 0.931
39 0.084 0.987 0.931
40 0.085 0.987 0.931
41 0.085 0.987 0.932
42 0.085 0.987 0.932
43 0.085 0.987 0.932
44 0.085 0.987 0.939
45 0.085 0.987 0.945
46 0.085 0.988 0.946
47 0.085 0.988 0.946
48 0.085 0.988 0.948
49 0.086 0.988 0.950
50 0.086 0.989 0.951
51 0.086 0.989 0.951
52 0.086 0.989 0.953
53 0.086 0.989 0.954
54 0.086 0.989 0.954
55 0.086 0.990 0.956
56 0.087 0.990 0.956
57 0.087 0.990 0.956
58 0.087 0.990 0.956
59 0.087 0.991 0.956
60 0.088 0.991 0.957
61 0.089 0.991 0.957
62 0.089 0.991 0.957
63 0.089 0.991 0.957
64 0.090 0.991 0.958
65 0.090 0.991 0.958
66 0.090 0.991 0.958
67 0.090 0.991 0.958
68 0.090 0.992 0.959
69 0.090 0.992 0.959
70 0.091 0.992 0.959
71 0.091 0.992 0.959
72 0.091 0.992 0.960
73 0.091 0.992 0.960
74 0.091 0.992 0.960
75 0.091 0.992 0.960
76 0.092 0.992 0.960
77 0.092 0.992 0.960
78 0.092 0.993 0.960
79 0.093 0.993 0.960
80 0.093 0.993 0.961
81 0.093 0.993 0.961
82 0.093 0.993 0.961
83 0.093 0.993 0.961
84 0.093 0.993 0.962
85 0.093 0.993 0.962
86 0.095 0.993 0.962
87 0.095 0.993 0.962
88 0.096 0.993 0.962
89 0.096 0.994 0.962
90 0.096 0.994 0.962
91 0.097 0.994 0.963
92 0.098 0.994 0.963
93 0.098 0.994 0.963
94 0.098 0.994 0.963
95 0.098 0.994 0.964
96 0.098 0.994 0.964
97 0.098 0.994 0.964
98 0.099 0.994 0.964
99 0.099 0.994 0.965
100 0.099 0.994 0.965
101 0.099 0.994 0.965
102 0.099 0.994 0.965
103 0.099 0.994 0.966
104 0.099 0.994 0.966
105 0.099 0.994 0.966
106 0.099 0.994 0.966
107 0.100 0.994 0.966
108 0.100 0.994 0.966
109 0.101 0.994 0.966
110 0.101 0.994 0.967
111 0.101 0.994 0.967
112 0.101 0.994 0.967
113 0.101 0.995 0.967
114 0.101 0.995 0.967
115 0.101 0.995 0.968
116 0.102 0.995 0.968
117 0.102 0.995 0.968
118 0.103 0.995 0.968
119 0.103 0.995 0.969
120 0.104 0.995 0.969
121 0.104 0.995 0.969
122 0.105 0.995 0.969
123 0.106 0.995 0.969
124 0.106 0.995 0.969
125 0.106 0.995 0.970
126 0.107 0.995 0.970
127 0.109 0.995 0.970
128 0.110 0.995 0.971
129 0.111 0.995 0.971
130 0.111 0.995 0.971
131 0.113 0.995 0.972
132 0.115 0.995 0.972
133 0.117 0.995 0.972
134 0.117 0.995 0.972
135 0.119 0.995 0.972
136 0.120 0.995 0.972
137 0.122 0.995 0.972
138 0.122 0.996 0.973
139 0.123 0.996 0.973
140 0.124 0.996 0.973
141 0.124 0.996 0.973
142 0.124 0.996 0.973
143 0.125 0.996 0.973
144 0.126 0.996 0.974
145 0.126 0.996 0.974
146 0.126 0.996 0.974
147 0.126 0.996 0.975
148 0.126 0.996 0.975
149 0.127 0.996 0.975
150 0.128 0.996 0.975
151 0.129 0.996 0.975
152 0.130 0.996 0.975
153 0.132 0.996 0.975
154 0.132 0.996 0.975
155 0.133 0.996 0.975
156 0.136 0.996 0.976
157 0.136 0.996 0.976
158 0.137 0.996 0.976
159 0.138 0.996 0.976
160 0.139 0.996 0.976
161 0.140 0.996 0.976
162 0.140 0.996 0.976
163 0.140 0.996 0.977
164 0.141 0.996 0.977
165 0.142 0.996 0.977
166 0.145 0.996 0.977
167 0.145 0.996 0.977
168 0.145 0.996 0.977
169 0.146 0.996 0.978
170 0.147 0.996 0.978
171 0.149 0.996 0.978
172 0.149 0.996 0.978
173 0.149 0.996 0.978
174 0.150 0.996 0.978
175 0.150 0.996 0.978
176 0.151 0.996 0.978
177 0.151 0.996 0.978
178 0.151 0.996 0.978
179 0.153 0.996 0.979
180 0.153 0.996 0.979
181 0.153 0.996 0.979
182 0.153 0.996 0.979
183 0.154 0.996 0.979
184 0.155 0.996 0.979
185 0.155 0.996 0.980
186 0.156 0.997 0.980
187 0.156 0.997 0.980
188 0.156 0.997 0.981
189 0.156 0.997 0.981
190 0.157 0.997 0.981
191 0.158 0.997 0.981
192 0.158 0.997 0.981
193 0.158 0.997 0.981
194 0.158 0.997 0.981
195 0.158 0.997 0.982
196 0.159 0.997 0.982
197 0.159 0.997 0.982
198 0.159 0.997 0.982
199 0.160 0.997 0.982
200 0.160 0.997 0.982
201 0.160 0.997 0.982
202 0.161 0.997 0.982
203 0.161 0.997 0.982
204 0.162 0.997 0.982
205 0.162 0.997 0.983
206 0.163 0.997 0.983
207 0.164 0.997 0.983
208 0.164 0.997 0.983
209 0.165 0.997 0.983
210 0.165 0.997 0.984
211 0.165 0.997 0.984
212 0.166 0.997 0.984
213 0.166 0.997 0.984
214 0.168 0.997 0.984
215 0.169 0.997 0.984
216 0.173 0.997 0.984
217 0.174 0.997 0.985
218 0.174 0.997 0.985
219 0.174 0.997 0.985
220 0.174 0.997 0.985
221 0.176 0.997 0.985
222 0.178 0.997 0.985
223 0.179 0.997 0.985
224 0.179 0.997 0.985
225 0.181 0.997 0.986
226 0.181 0.997 0.986
227 0.181 0.997 0.986
228 0.182 0.997 0.986
229 0.182 0.997 0.986
230 0.183 0.998 0.987
231 0.183 0.998 0.987
232 0.184 0.998 0.987
233 0.184 0.998 0.987
234 0.188 0.998 0.987
235 0.189 0.998 0.987
236 0.190 0.998 0.988
237 0.190 0.998 0.988
238 0.191 0.998 0.988
239 0.191 0.998 0.988
240 0.191 0.998 0.988
241 0.192 0.998 0.989
242 0.192 0.998 0.989
243 0.192 0.998 0.989
244 0.193 0.998 0.989
245 0.193 0.998 0.990
246 0.194 0.998 0.990
247 0.195 0.998 0.990
248 0.197 0.998 0.990
249 0.200 0.998 0.990
250 0.202 0.998 0.991
251 0.203 0.998 0.991
252 0.204 0.998 0.991
253 0.205 0.998 0.991
254 0.205 0.998 0.991
255 0.209 0.998 0.991
256 0.209 0.998 0.991
257 0.212 0.998 0.992
258 0.212 0.998 0.992
259 0.213 0.998 0.992
260 0.213 0.998 0.992
261 0.214 0.998 0.992
262 0.216 0.998 0.993
263 0.217 0.998 0.993
264 0.220 0.998 0.993
265 0.221 0.998 0.993
266 0.224 0.998 0.993
267 0.226 0.998 0.993
268 0.227 0.998 0.993
269 0.229 0.998 0.993
270 0.232 0.998 0.993
271 0.235 0.998 0.993
272 0.237 0.998 0.993
273 0.240 0.998 0.993
274 0.242 0.998 0.993
275 0.242 0.998 0.993
276 0.243 0.998 0.993
277 0.244 0.998 0.993
278 0.245 0.998 0.993
279 0.245 0.998 0.993
280 0.246 0.998 0.994
281 0.250 0.998 0.994
282 0.250 0.998 0.994
283 0.251 0.998 0.994
284 0.252 0.998 0.994
285 0.253 0.998 0.994
286 0.254 0.998 0.994
287 0.254 0.998 0.994
288 0.254 0.998 0.994
289 0.255 0.998 0.994
290 0.256 0.998 0.994
291 0.258 0.998 0.994
292 0.258 0.998 0.994
293 0.258 0.998 0.994
294 0.258 0.999 0.994
295 0.260 0.999 0.994
296 0.260 0.999 0.994
297 0.260 0.999 0.994
298 0.262 0.999 0.994
299 0.262 0.999 0.994
300 0.263 0.999 0.995
301 0.265 0.999 0.995
302 0.265 0.999 0.995
303 0.266 0.999 0.995
304 0.266 0.999 0.995
305 0.266 0.999 0.995
306 0.267 0.999 0.995
307 0.268 0.999 0.995
308 0.270 0.999 0.995
309 0.270 0.999 0.995
310 0.270 0.999 0.995
311 0.270 0.999 0.995
312 0.271 0.999 0.995
313 0.271 0.999 0.995
314 0.271 0.999 0.995
315 0.273 0.999 0.995
316 0.275 0.999 0.995
317 0.277 0.999 0.995
318 0.278 0.999 0.995
319 0.278 0.999 0.995
320 0.279 0.999 0.995
321 0.281 0.999 0.995
322 0.281 0.999 0.995
323 0.282 0.999 0.995
324 0.283 0.999 0.995
325 0.284 0.999 0.995
326 0.286 0.999 0.995
327 0.286 0.999 0.995
328 0.287 0.999 0.995
329 0.288 0.999 0.995
330 0.288 0.999 0.995
331 0.288 0.999 0.995
332 0.290 0.999 0.995
333 0.291 0.999 0.996
334 0.291 0.999 0.996
335 0.292 0.999 0.996
336 0.293 0.999 0.996
337 0.293 0.999 0.996
338 0.294 0.999 0.996
339 0.294 0.999 0.996
340 0.295 1.000 0.996
341 0.295 1.000 0.996
342 0.295 1.000 0.996
343 0.295 1.000 0.996
344 0.296 1.000 0.996
345 0.297 1.000 0.996
346 0.298 1.000 0.996
347 0.300 1.000 0.996
348 0.300 1.000 0.996
349 0.302 1.000 0.996
350 0.305 1.000 0.996
351 0.305 1.000 0.996
352 0.305 1.000 0.996
353 0.305 1.000 0.996
354 0.305 1.000 0.996
355 0.306 1.000 0.996
356 0.306 1.000 0.996
357 0.308 1.000 0.996
358 0.309 1.000 0.996
359 0.309 1.000 0.996
360 0.309 1.000 0.996
361 0.309 1.000 0.996
362 0.311 1.000 0.996
363 0.311 1.000 0.996
364 0.312 1.000 0.996
365 0.313 1.000 0.996
366 0.314 1.000 0.996
367 0.315 1.000 0.996
368 0.316 1.000 0.996
369 0.316 1.000 0.996
370 0.317 1.000 0.996
371 0.317 1.000 0.996
372 0.318 1.000 0.996
373 0.318 1.000 0.996
374 0.319 1.000 0.996
375 0.319 1.000 0.996
376 0.321 1.000 0.996
377 0.321 1.000 0.997
378 0.321 1.000 0.997
379 0.322 1.000 0.997
380 0.322 1.000 0.997
381 0.322 1.000 0.997
382 0.323 1.000 0.997
383 0.323 1.000 0.997
384 0.323 1.000 0.997
385 0.324 1.000 0.997
386 0.324 1.000 0.997
387 0.324 1.000 0.997
388 0.325 1.000 0.997
389 0.326 1.000 0.997
390 0.326 1.000 0.997
391 0.327 1.000 0.997
392 0.327 1.000 0.997
393 0.328 1.000 0.997
394 0.328 1.000 0.997
395 0.328 1.000 0.997
396 0.329 1.000 0.997
397 0.329 1.000 0.997
398 0.329 1.000 0.997
399 0.330 1.000 0.997
400 0.330 1.000 0.997
401 0.331 1.000 0.997
402 0.331 1.000 0.997
403 0.332 1.000 0.997
404 0.333 1.000 0.997
405 0.333 1.000 0.997
406 0.333 1.000 0.997
407 0.333 1.000 0.997
408 0.333 1.000 0.997
409 0.333 1.000 0.997
410 0.334 1.000 0.997
411 0.334 1.000 0.997
412 0.334 1.000 0.997
413 0.335 1.000 0.997
414 0.335 1.000 0.997
415 0.335 1.000 0.997
416 0.335 1.000 0.997
417 0.336 1.000 0.997
418 0.336 1.000 0.997
419 0.337 1.000 0.997
420 0.337 1.001 0.997
421 0.337 1.001 0.997
422 0.338 1.001 0.998
423 0.338 1.001 0.998
424 0.338 1.001 0.998
425 0.339 1.001 0.998
426 0.340 1.001 0.998
427 0.341 1.001 0.998
428 0.342 1.001 0.998
429 0.342 1.001 0.998
430 0.344 1.001 0.998
431 0.347 1.001 0.998
432 0.347 1.001 0.998
433 0.347 1.001 0.998
434 0.348 1.001 0.998
435 0.349 1.001 0.998
436 0.349 1.001 0.998
437 0.349 1.001 0.998
438 0.349 1.001 0.998
439 0.350 1.001 0.998
440 0.352 1.001 0.998
441 0.354 1.001 0.998
442 0.356 1.001 0.998
443 0.363 1.001 0.998
444 0.364 1.001 0.998
445 0.369 1.001 0.998
446 0.369 1.001 0.998
447 0.371 1.001 0.998
448 0.372 1.001 0.998
449 0.373 1.001 0.998
450 0.373 1.001 0.998
451 0.374 1.001 0.999
452 0.375 1.001 0.999
453 0.375 1.001 0.999
454 0.375 1.001 0.999
455 0.377 1.001 0.999
456 0.377 1.001 0.999
457 0.377 1.002 0.999
458 0.377 1.002 0.999
459 0.378 1.002 0.999
460 0.378 1.002 0.999
461 0.378 1.002 0.999
462 0.379 1.002 0.999
463 0.379 1.002 0.999
464 0.380 1.002 0.999
465 0.380 1.002 0.999
466 0.381 1.002 0.999
467 0.382 1.002 0.999
468 0.382 1.002 0.999
469 0.382 1.002 0.999
470 0.383 1.002 0.999
471 0.383 1.002 0.999
472 0.384 1.002 0.999
473 0.385 1.002 0.999
474 0.387 1.002 0.999
475 0.391 1.002 0.999
476 0.396 1.003 0.999
477 0.397 1.003 1.000
478 0.398 1.003 1.000
479 0.398 1.003 1.000
480 0.399 1.003 1.000
481 0.400 1.003 1.000
482 0.401 1.003 1.000
483 0.402 1.003 1.000
484 0.403 1.004 1.000
485 0.406 1.004 1.000
486 0.410 1.004 1.000
487 0.412 1.004 1.000
488 0.418 1.004 1.000
489 0.421 1.004 1.000
490 0.425 1.004 1.000
491 0.426 1.004 1.000
492 0.427 1.004 1.000
493 0.428 1.004 1.000
494 0.436 1.004 1.000
495 0.436 1.004 1.000
496 0.443 1.004 1.000
497 0.445 1.004 1.000
498 0.445 1.004 1.000
499 0.446 1.004 1.000
500 0.446 1.004 1.000
501 0.446 1.004 1.000
502 0.447 1.004 1.000
503 0.449 1.004 1.000
504 0.452 1.004 1.000
505 0.452 1.004 1.000
506 0.452 1.004 1.000
507 0.453 1.004 1.000
508 0.467 1.004 1.000
509 0.468 1.004 1.000
510 0.468 1.004 1.000
511 0.471 1.004 1.000
512 0.471 1.004 1.000
513 0.472 1.004 1.000
514 0.473 1.004 1.000
515 0.475 1.004 1.000
516 0.476 1.004 1.000
517 0.479 1.004 1.001
518 0.479 1.004 1.001
519 0.484 1.004 1.001
520 0.497 1.004 1.001
521 0.502 1.004 1.001
522 0.503 1.004 1.001
523 0.508 1.005 1.001
524 0.512 1.005 1.001
525 0.512 1.005 1.001
526 0.515 1.005 1.001
527 0.518 1.005 1.001
528 0.521 1.005 1.001
529 0.526 1.005 1.001
530 0.526 1.005 1.001
531 0.526 1.005 1.001
532 0.534 1.005 1.001
533 0.535 1.005 1.001
534 0.535 1.005 1.002
535 0.537 1.005 1.002
536 0.540 1.005 1.002
537 0.541 1.005 1.002
538 0.544 1.005 1.002
539 0.544 1.005 1.002
540 0.544 1.005 1.002
541 0.546 1.005 1.002
542 0.549 1.005 1.002
543 0.551 1.005 1.002
544 0.553 1.005 1.002
545 0.554 1.005 1.002
546 0.559 1.005 1.002
547 0.564 1.005 1.002
548 0.571 1.006 1.003
549 0.575 1.006 1.003
550 0.579 1.006 1.003
551 0.581 1.006 1.003
552 0.587 1.006 1.003
553 0.593 1.006 1.003
554 0.603 1.006 1.003
555 0.630 1.006 1.003
556 0.636 1.006 1.004
557 0.637 1.006 1.004
558 0.661 1.006 1.004
559 0.663 1.006 1.004
560 0.673 1.006 1.004
561 0.673 1.006 1.004
562 0.679 1.006 1.004
563 0.682 1.006 1.004
564 0.684 1.006 1.004
565 0.685 1.007 1.004
