 accp4 accp4c accp4p
1 0.000 0.943 0.620
2 0.001 0.952 0.655
3 0.002 0.952 0.676
4 0.002 0.953 0.765
5 0.002 0.953 0.783
6 0.002 0.953 0.794
7 0.002 0.953 0.815
8 0.002 0.953 0.819
9 0.002 0.953 0.820
10 0.002 0.953 0.827
11 0.003 0.953 0.827
12 0.004 0.971 0.831
13 0.004 0.973 0.840
14 0.004 0.973 0.841
15 0.004 0.974 0.843
16 0.004 0.974 0.853
17 0.005 0.975 0.860
18 0.006 0.977 0.864
19 0.006 0.977 0.876
20 0.006 0.978 0.878
21 0.006 0.978 0.879
22 0.006 0.978 0.879
23 0.007 0.978 0.884
24 0.007 0.979 0.884
25 0.008 0.980 0.886
26 0.008 0.980 0.889
27 0.008 0.981 0.889
28 0.008 0.981 0.890
29 0.008 0.981 0.890
30 0.008 0.981 0.891
31 0.009 0.981 0.892
32 0.009 0.982 0.893
33 0.009 0.982 0.893
34 0.009 0.982 0.895
35 0.009 0.982 0.896
36 0.010 0.982 0.896
37 0.010 0.982 0.900
38 0.010 0.982 0.904
39 0.011 0.982 0.905
40 0.011 0.982 0.905
41 0.011 0.983 0.906
42 0.011 0.983 0.906
43 0.011 0.983 0.907
44 0.012 0.983 0.908
45 0.012 0.983 0.910
46 0.012 0.984 0.911
47 0.012 0.984 0.913
48 0.013 0.984 0.914
49 0.013 0.984 0.915
50 0.013 0.984 0.915
51 0.014 0.984 0.915
52 0.014 0.984 0.916
53 0.014 0.984 0.916
54 0.014 0.984 0.917
55 0.015 0.985 0.917
56 0.015 0.985 0.918
57 0.015 0.985 0.918
58 0.015 0.985 0.918
59 0.015 0.985 0.920
60 0.015 0.985 0.920
61 0.015 0.985 0.920
62 0.015 0.985 0.920
63 0.015 0.985 0.921
64 0.015 0.985 0.921
65 0.015 0.985 0.921
66 0.016 0.985 0.922
67 0.016 0.985 0.922
68 0.016 0.985 0.922
69 0.016 0.985 0.922
70 0.017 0.985 0.923
71 0.017 0.986 0.923
72 0.017 0.986 0.923
73 0.017 0.986 0.923
74 0.017 0.986 0.923
75 0.018 0.986 0.923
76 0.018 0.986 0.923
77 0.019 0.986 0.924
78 0.019 0.986 0.924
79 0.020 0.986 0.924
80 0.020 0.986 0.924
81 0.020 0.986 0.925
82 0.020 0.986 0.925
83 0.020 0.986 0.926
84 0.020 0.986 0.926
85 0.020 0.986 0.926
86 0.020 0.986 0.926
87 0.021 0.986 0.926
88 0.021 0.987 0.926
89 0.021 0.987 0.927
90 0.021 0.987 0.927
91 0.022 0.987 0.927
92 0.022 0.987 0.928
93 0.022 0.987 0.929
94 0.022 0.987 0.929
95 0.023 0.987 0.929
96 0.023 0.987 0.930
97 0.023 0.987 0.930
98 0.023 0.987 0.930
99 0.023 0.987 0.930
100 0.023 0.987 0.930
101 0.023 0.987 0.930
102 0.023 0.987 0.931
103 0.024 0.987 0.931
104 0.024 0.987 0.931
105 0.024 0.987 0.931
106 0.024 0.987 0.932
107 0.024 0.987 0.932
108 0.024 0.987 0.932
109 0.024 0.987 0.932
110 0.025 0.987 0.933
111 0.025 0.987 0.933
112 0.025 0.987 0.933
113 0.025 0.987 0.933
114 0.025 0.987 0.933
115 0.025 0.987 0.934
116 0.025 0.987 0.934
117 0.025 0.987 0.934
118 0.025 0.987 0.934
119 0.025 0.987 0.934
120 0.025 0.988 0.934
121 0.025 0.988 0.934
122 0.025 0.988 0.934
123 0.025 0.988 0.935
124 0.025 0.988 0.935
125 0.025 0.988 0.935
126 0.025 0.988 0.935
127 0.025 0.988 0.935
128 0.026 0.988 0.936
129 0.026 0.988 0.936
130 0.026 0.988 0.936
131 0.026 0.988 0.936
132 0.026 0.988 0.936
133 0.026 0.988 0.936
134 0.026 0.988 0.937
135 0.026 0.988 0.937
136 0.027 0.988 0.937
137 0.027 0.988 0.937
138 0.027 0.988 0.937
139 0.027 0.988 0.937
140 0.027 0.988 0.937
141 0.027 0.988 0.937
142 0.027 0.988 0.937
143 0.027 0.988 0.938
144 0.027 0.988 0.938
145 0.027 0.988 0.938
146 0.027 0.988 0.938
147 0.027 0.988 0.938
148 0.027 0.989 0.938
149 0.027 0.989 0.938
150 0.027 0.989 0.938
151 0.027 0.989 0.938
152 0.027 0.989 0.938
153 0.028 0.989 0.938
154 0.028 0.989 0.938
155 0.028 0.989 0.938
156 0.028 0.989 0.939
157 0.028 0.989 0.939
158 0.028 0.989 0.939
159 0.028 0.989 0.939
160 0.028 0.989 0.939
161 0.028 0.989 0.940
162 0.029 0.989 0.940
163 0.029 0.989 0.940
164 0.029 0.989 0.940
165 0.029 0.989 0.940
166 0.029 0.989 0.940
167 0.029 0.989 0.940
168 0.029 0.989 0.941
169 0.029 0.989 0.941
170 0.029 0.989 0.941
171 0.029 0.989 0.941
172 0.029 0.989 0.941
173 0.029 0.989 0.941
174 0.030 0.989 0.941
175 0.030 0.989 0.941
176 0.030 0.989 0.942
177 0.030 0.989 0.942
178 0.030 0.989 0.942
179 0.030 0.989 0.943
180 0.030 0.989 0.943
181 0.030 0.989 0.943
182 0.030 0.990 0.943
183 0.030 0.990 0.943
184 0.031 0.990 0.943
185 0.031 0.990 0.943
186 0.031 0.990 0.943
187 0.031 0.990 0.944
188 0.031 0.990 0.944
189 0.031 0.990 0.944
190 0.031 0.990 0.944
191 0.031 0.990 0.944
192 0.031 0.990 0.944
193 0.031 0.990 0.945
194 0.031 0.990 0.945
195 0.032 0.990 0.945
196 0.032 0.990 0.945
197 0.032 0.990 0.945
198 0.032 0.990 0.945
199 0.032 0.990 0.945
200 0.033 0.990 0.946
201 0.033 0.990 0.946
202 0.033 0.990 0.946
203 0.033 0.990 0.946
204 0.033 0.990 0.946
205 0.033 0.990 0.946
206 0.033 0.990 0.946
207 0.033 0.990 0.946
208 0.033 0.990 0.946
209 0.034 0.990 0.947
210 0.034 0.990 0.947
211 0.034 0.990 0.947
212 0.034 0.990 0.947
213 0.034 0.990 0.947
214 0.034 0.990 0.947
215 0.034 0.990 0.948
216 0.034 0.990 0.948
217 0.034 0.990 0.948
218 0.034 0.990 0.948
219 0.034 0.990 0.948
220 0.034 0.990 0.948
221 0.034 0.990 0.948
222 0.035 0.990 0.948
223 0.035 0.990 0.948
224 0.035 0.991 0.948
225 0.035 0.991 0.948
226 0.035 0.991 0.948
227 0.035 0.991 0.949
228 0.035 0.991 0.949
229 0.035 0.991 0.949
230 0.035 0.991 0.949
231 0.035 0.991 0.949
232 0.035 0.991 0.949
233 0.035 0.991 0.949
234 0.035 0.991 0.949
235 0.036 0.991 0.949
236 0.036 0.991 0.949
237 0.036 0.991 0.949
238 0.036 0.991 0.949
