 accp4 accp4c accp4p
1 0.074 0.719 0.808
2 0.131 0.727 0.839
3 0.138 0.879 0.877
4 0.148 0.891 0.897
5 0.158 0.952 0.902
6 0.161 0.957 0.915
7 0.182 0.967 0.920
8 0.191 0.975 0.922
9 0.200 0.975 0.941
10 0.211 0.982 0.942
11 0.213 0.982 0.946
12 0.236 0.985 0.947
13 0.249 0.987 0.967
14 0.264 0.990 0.970
15 0.277 0.993 0.971
16 0.309 0.993 0.971
17 0.317 0.993 0.973
18 0.324 0.994 0.974
19 0.324 0.994 0.977
20 0.333 0.994 0.977
21 0.345 0.994 0.978
22 0.372 0.994 0.981
23 0.375 0.994 0.982
24 0.394 0.997 0.983
25 0.424 0.997 0.983
26 0.425 0.997 0.984
27 0.435 0.997 0.984
28 0.446 0.997 0.984
29 0.446 0.999 0.985
30 0.464 0.999 0.987
31 0.465 0.999 0.987
32 0.466 0.999 0.988
33 0.497 0.999 0.988
34 0.518 0.999 0.988
35 0.520 0.999 0.989
36 0.530 0.999 0.990
37 0.542 1.000 0.991
38 0.543 1.000 0.991
39 0.562 1.000 0.992
40 0.578 1.000 0.992
41 0.583 1.000 0.993
42 0.589 1.000 0.993
43 0.602 1.000 0.993
44 0.610 1.000 0.994
45 0.638 1.000 0.995
46 0.644 1.000 0.995
47 0.653 1.000 0.996
48 0.660 1.000 0.996
49 0.662 1.000 0.996
50 0.670 1.000 0.996
51 0.680 1.001 0.997
52 0.684 1.001 0.997
53 0.691 1.001 0.997
54 0.696 1.001 0.998
55 0.704 1.001 0.998
56 0.707 1.001 0.998
57 0.709 1.001 0.998
58 0.709 1.001 0.999
59 0.710 1.001 0.999
60 0.711 1.001 0.999
61 0.719 1.002 0.999
62 0.731 1.002 0.999
63 0.739 1.002 1.000
64 0.740 1.002 1.000
65 0.745 1.002 1.000
66 0.748 1.002 1.000
67 0.750 1.003 1.000
68 0.757 1.003 1.000
69 0.764 1.003 1.000
70 0.767 1.003 1.000
71 0.770 1.003 1.000
72 0.779 1.003 1.000
73 0.782 1.003 1.000
74 0.793 1.004 1.000
75 0.823 1.004 1.000
76 0.824 1.004 1.000
77 0.829 1.004 1.000
78 0.831 1.005 1.001
79 0.837 1.005 1.001
80 0.839 1.005 1.001
81 0.843 1.006 1.001
82 0.845 1.006 1.001
83 0.847 1.006 1.002
84 0.847 1.007 1.003
85 0.854 1.007 1.003
86 0.861 1.007 1.003
87 0.865 1.008 1.003
88 0.879 1.009 1.003
89 0.886 1.010 1.003
90 0.892 1.011 1.003
91 0.896 1.011 1.003
92 0.898 1.012 1.004
93 0.900 1.012 1.004
94 0.903 1.013 1.005
95 0.907 1.016 1.006
96 0.909 1.016 1.007
97 0.912 1.018 1.009
98 0.919 1.023 1.009
99 0.920 1.026 1.010
100 0.926 1.027 1.013
101 0.948 1.030 1.014
102 0.963 1.030 1.015
103 0.969 1.034 1.025
104 0.976 1.049 1.051
105 1.000 1.070 1.065
106 1.000 1.075 1.144
