 accp4 accp4c accp4p
1 0.000 0.852 0.456
2 0.002 0.877 0.474
3 0.002 0.886 0.541
4 0.004 0.922 0.554
5 0.004 0.949 0.562
6 0.004 0.952 0.654
7 0.004 0.952 0.664
8 0.005 0.952 0.703
9 0.005 0.954 0.705
10 0.006 0.954 0.729
11 0.006 0.954 0.761
12 0.008 0.954 0.773
13 0.008 0.955 0.774
14 0.012 0.957 0.775
15 0.013 0.957 0.779
16 0.015 0.957 0.781
17 0.015 0.959 0.785
18 0.015 0.959 0.788
19 0.016 0.959 0.796
20 0.016 0.960 0.813
21 0.016 0.961 0.815
22 0.017 0.961 0.817
23 0.017 0.961 0.821
24 0.018 0.963 0.823
25 0.018 0.966 0.835
26 0.018 0.969 0.849
27 0.018 0.969 0.849
28 0.018 0.970 0.851
29 0.018 0.972 0.853
30 0.019 0.973 0.857
31 0.020 0.973 0.862
32 0.020 0.973 0.866
33 0.021 0.975 0.871
34 0.021 0.975 0.871
35 0.022 0.975 0.873
36 0.022 0.976 0.873
37 0.023 0.976 0.878
38 0.025 0.976 0.884
39 0.026 0.977 0.886
40 0.026 0.978 0.887
41 0.026 0.978 0.888
42 0.027 0.979 0.889
43 0.028 0.979 0.893
44 0.029 0.979 0.893
45 0.029 0.980 0.894
46 0.029 0.980 0.894
47 0.031 0.980 0.896
48 0.031 0.981 0.899
49 0.031 0.981 0.902
50 0.033 0.981 0.904
51 0.033 0.981 0.908
52 0.033 0.982 0.910
53 0.033 0.982 0.911
54 0.033 0.982 0.911
55 0.034 0.982 0.912
56 0.035 0.982 0.915
57 0.035 0.983 0.916
58 0.035 0.984 0.917
59 0.035 0.984 0.919
60 0.035 0.984 0.919
61 0.036 0.985 0.919
62 0.036 0.985 0.919
63 0.036 0.985 0.920
64 0.036 0.985 0.922
65 0.037 0.985 0.922
66 0.037 0.986 0.922
67 0.039 0.986 0.925
68 0.039 0.986 0.926
69 0.039 0.986 0.926
70 0.039 0.986 0.927
71 0.040 0.987 0.927
72 0.041 0.987 0.928
73 0.041 0.987 0.929
74 0.042 0.987 0.929
75 0.042 0.987 0.929
76 0.043 0.987 0.930
77 0.043 0.987 0.931
78 0.043 0.987 0.932
79 0.043 0.987 0.934
80 0.044 0.987 0.934
81 0.044 0.988 0.935
82 0.044 0.988 0.935
83 0.045 0.988 0.935
84 0.045 0.988 0.936
85 0.045 0.988 0.937
86 0.045 0.988 0.938
87 0.046 0.988 0.938
88 0.046 0.988 0.939
89 0.047 0.988 0.939
90 0.047 0.988 0.939
91 0.047 0.989 0.939
92 0.047 0.989 0.939
93 0.048 0.989 0.939
94 0.049 0.989 0.939
95 0.049 0.989 0.940
96 0.049 0.989 0.940
97 0.050 0.989 0.941
98 0.050 0.989 0.941
99 0.050 0.989 0.941
100 0.050 0.989 0.941
101 0.050 0.989 0.941
102 0.050 0.989 0.941
103 0.050 0.990 0.942
104 0.050 0.990 0.942
105 0.051 0.990 0.943
106 0.051 0.990 0.943
107 0.051 0.990 0.943
108 0.051 0.990 0.945
109 0.052 0.990 0.945
110 0.052 0.990 0.946
111 0.052 0.990 0.946
112 0.053 0.990 0.947
113 0.053 0.990 0.947
114 0.053 0.990 0.947
115 0.053 0.990 0.948
116 0.053 0.990 0.949
117 0.054 0.990 0.949
118 0.054 0.991 0.950
119 0.054 0.991 0.950
120 0.054 0.991 0.951
121 0.054 0.991 0.952
122 0.055 0.991 0.952
123 0.055 0.991 0.952
124 0.055 0.991 0.952
125 0.056 0.991 0.952
126 0.056 0.991 0.952
127 0.056 0.991 0.953
128 0.056 0.991 0.953
129 0.056 0.991 0.953
130 0.057 0.991 0.954
131 0.057 0.991 0.954
132 0.057 0.991 0.954
133 0.057 0.991 0.954
134 0.058 0.991 0.955
135 0.058 0.991 0.955
136 0.058 0.991 0.956
137 0.059 0.991 0.956
138 0.059 0.991 0.956
139 0.059 0.991 0.957
140 0.059 0.991 0.957
141 0.059 0.991 0.958
142 0.059 0.991 0.958
143 0.060 0.991 0.958
144 0.060 0.991 0.959
145 0.060 0.992 0.959
146 0.060 0.992 0.959
147 0.060 0.992 0.959
148 0.061 0.992 0.959
149 0.061 0.992 0.960
150 0.061 0.992 0.960
151 0.061 0.992 0.960
152 0.062 0.992 0.960
153 0.062 0.992 0.960
154 0.063 0.992 0.960
155 0.063 0.992 0.961
156 0.063 0.992 0.961
157 0.063 0.992 0.962
158 0.063 0.992 0.962
159 0.063 0.992 0.962
160 0.064 0.992 0.962
161 0.064 0.992 0.962
162 0.064 0.992 0.963
163 0.064 0.992 0.963
164 0.064 0.992 0.963
165 0.064 0.992 0.963
166 0.065 0.992 0.963
167 0.065 0.992 0.964
168 0.065 0.992 0.965
169 0.065 0.993 0.965
170 0.065 0.993 0.965
171 0.066 0.993 0.965
172 0.066 0.993 0.965
173 0.066 0.993 0.965
174 0.066 0.993 0.966
175 0.066 0.993 0.966
176 0.067 0.993 0.966
177 0.067 0.993 0.966
178 0.067 0.993 0.966
179 0.068 0.993 0.967
180 0.068 0.993 0.967
181 0.068 0.993 0.967
182 0.068 0.993 0.968
183 0.068 0.993 0.968
184 0.068 0.993 0.968
185 0.069 0.993 0.968
186 0.069 0.993 0.968
187 0.069 0.993 0.968
188 0.069 0.993 0.969
189 0.069 0.993 0.969
190 0.070 0.993 0.969
191 0.070 0.993 0.969
192 0.070 0.993 0.969
193 0.070 0.993 0.969
194 0.070 0.993 0.970
195 0.071 0.993 0.970
196 0.071 0.993 0.970
197 0.071 0.993 0.970
198 0.071 0.993 0.970
199 0.071 0.993 0.970
200 0.071 0.993 0.971
201 0.071 0.993 0.971
202 0.072 0.993 0.971
203 0.072 0.993 0.971
204 0.072 0.993 0.971
205 0.072 0.993 0.971
206 0.072 0.993 0.971
207 0.072 0.993 0.971
208 0.072 0.993 0.971
209 0.072 0.993 0.971
210 0.072 0.994 0.971
211 0.072 0.994 0.972
212 0.073 0.994 0.972
213 0.073 0.994 0.972
214 0.073 0.994 0.972
215 0.073 0.994 0.972
216 0.074 0.994 0.972
217 0.074 0.994 0.972
218 0.074 0.994 0.972
219 0.074 0.994 0.972
220 0.074 0.994 0.973
221 0.074 0.994 0.973
222 0.074 0.994 0.973
223 0.074 0.994 0.973
224 0.074 0.994 0.973
225 0.074 0.994 0.973
226 0.074 0.994 0.973
227 0.074 0.994 0.973
228 0.075 0.994 0.973
229 0.075 0.994 0.973
230 0.075 0.994 0.973
231 0.075 0.994 0.973
232 0.075 0.994 0.973
233 0.075 0.994 0.973
234 0.075 0.994 0.974
235 0.076 0.994 0.974
236 0.076 0.994 0.974
237 0.076 0.994 0.974
238 0.076 0.994 0.974
239 0.076 0.994 0.974
