 accp4 accp4c accp4p
409 1.000 1.001 1.000
410 1.000 1.001 1.000
411 1.000 1.001 1.000
412 1.000 1.001 1.000
413 1.000 1.001 1.000
414 1.000 1.001 1.000
415 1.000 1.001 1.000
416 1.000 1.001 1.000
417 1.000 1.001 1.000
418 1.000 1.001 1.000
419 1.000 1.001 1.000
420 1.000 1.001 1.000
421 1.000 1.001 1.000
422 1.000 1.001 1.000
423 1.000 1.001 1.000
424 1.000 1.001 1.000
425 1.000 1.001 1.000
426 1.000 1.001 1.000
427 1.000 1.001 1.000
428 1.000 1.001 1.000
429 1.000 1.001 1.000
430 1.000 1.001 1.000
431 1.000 1.001 1.000
432 1.000 1.001 1.000
433 1.000 1.001 1.000
434 1.000 1.001 1.000
435 1.000 1.001 1.000
436 1.000 1.001 1.000
437 1.000 1.001 1.000
438 1.000 1.001 1.000
439 1.000 1.001 1.000
440 1.000 1.001 1.000
441 1.000 1.001 1.000
442 1.000 1.001 1.000
443 1.000 1.001 1.000
444 1.000 1.001 1.000
445 1.000 1.001 1.000
446 1.000 1.001 1.000
447 1.000 1.001 1.000
448 1.000 1.001 1.000
449 1.000 1.001 1.000
450 1.000 1.001 1.000
451 1.000 1.001 1.000
452 1.000 1.001 1.000
453 1.000 1.001 1.000
454 1.000 1.001 1.000
455 1.000 1.001 1.000
456 1.000 1.001 1.000
457 1.000 1.001 1.000
458 1.000 1.001 1.000
459 1.000 1.001 1.000
460 1.000 1.001 1.000
461 1.000 1.001 1.000
462 1.000 1.001 1.000
463 1.000 1.001 1.000
464 1.000 1.001 1.000
465 1.000 1.001 1.000
466 1.000 1.001 1.000
467 1.000 1.001 1.000
468 1.000 1.001 1.000
469 1.000 1.001 1.000
470 1.000 1.001 1.000
471 1.000 1.001 1.000
472 1.000 1.001 1.000
473 1.000 1.001 1.000
474 1.000 1.001 1.000
475 1.000 1.001 1.000
476 1.000 1.001 1.000
477 1.000 1.001 1.000
478 1.000 1.001 1.000
479 1.000 1.001 1.000
480 1.000 1.001 1.000
481 1.000 1.001 1.000
482 1.000 1.001 1.000
483 1.000 1.002 1.000
484 1.000 1.002 1.000
485 1.000 1.002 1.000
486 1.000 1.002 1.000
487 1.000 1.002 1.000
488 1.000 1.002 1.000
489 1.000 1.002 1.000
490 1.000 1.002 1.000
491 1.000 1.002 1.000
492 1.000 1.002 1.000
493 1.000 1.002 1.001
494 1.000 1.002 1.001
495 1.000 1.002 1.001
496 1.000 1.002 1.001
497 1.000 1.002 1.001
498 1.000 1.002 1.001
499 1.000 1.002 1.001
500 1.000 1.002 1.001
501 1.000 1.002 1.001
502 1.000 1.002 1.001
503 1.000 1.002 1.001
504 1.000 1.003 1.001
505 1.000 1.003 1.001
506 1.000 1.003 1.001
507 1.000 1.003 1.001
508 1.000 1.003 1.001
509 1.000 1.003 1.001
510 1.000 1.003 1.001
511 1.000 1.003 1.001
512 1.000 1.003 1.001
513 1.000 1.003 1.001
514 1.000 1.003 1.001
515 1.000 1.003 1.002
516 1.000 1.003 1.002
517 1.000 1.003 1.002
518 1.000 1.003 1.002
519 1.000 1.003 1.002
520 1.000 1.004 1.002
521 1.000 1.004 1.002
522 1.000 1.004 1.002
523 1.000 1.004 1.002
524 1.000 1.004 1.002
525 1.000 1.004 1.002
526 1.000 1.004 1.002
527 1.000 1.004 1.002
528 1.000 1.004 1.002
529 1.000 1.004 1.002
530 1.000 1.004 1.002
531 1.000 1.004 1.002
532 1.000 1.004 1.002
533 1.000 1.005 1.003
534 1.000 1.005 1.003
535 1.000 1.005 1.003
536 1.000 1.005 1.003
537 1.000 1.005 1.003
538 1.000 1.005 1.003
539 1.000 1.005 1.003
540 1.000 1.006 1.003
541 1.000 1.006 1.003
542 1.000 1.006 1.003
543 1.000 1.006 1.004
544 1.000 1.006 1.004
545 1.000 1.006 1.004
546 1.000 1.006 1.004
547 1.000 1.006 1.004
548 1.000 1.006 1.004
549 1.000 1.006 1.004
550 1.000 1.006 1.004
551 1.000 1.006 1.004
552 1.000 1.006 1.004
553 1.000 1.006 1.004
554 1.000 1.006 1.005
555 1.000 1.006 1.005
556 1.000 1.006 1.005
557 1.000 1.007 1.006
558 1.000 1.007 1.006
559 1.000 1.007 1.006
560 1.000 1.007 1.006
561 1.000 1.007 1.006
562 1.000 1.007 1.006
563 1.000 1.007 1.006
564 1.000 1.007 1.006
565 1.000 1.008 1.006
566 1.000 1.008 1.006
567 1.000 1.008 1.006
568 1.000 1.008 1.006
569 1.000 1.009 1.006
570 1.000 1.009 1.006
571 1.000 1.009 1.006
572 1.000 1.009 1.006
573 1.000 1.010 1.007
574 1.000 1.010 1.007
575 1.000 1.010 1.007
576 1.000 1.010 1.007
577 1.000 1.011 1.007
578 1.000 1.011 1.007
579 1.000 1.012 1.007
580 1.000 1.013 1.008
581 1.000 1.013 1.008
582 1.000 1.013 1.008
583 1.000 1.014 1.009
584 1.000 1.014 1.009
585 1.000 1.014 1.009
586 1.000 1.014 1.010
587 1.000 1.014 1.011
588 1.000 1.014 1.011
589 1.000 1.015 1.013
590 1.000 1.016 1.013
591 1.000 1.016 1.013
592 1.000 1.017 1.016
593 1.000 1.017 1.017
594 1.000 1.029 1.017
595 1.000 1.032 1.019
596 1.000 1.035 1.026
597 1.000 1.035 1.032
598 1.000 1.040 1.035
599 1.000 1.052 1.040
600 1.000 1.065 1.052
601 1.000 1.065 1.061
602 1.000 1.065 1.061
603 1.000 1.067 1.062
604 1.000 1.068 1.064
605 1.000 1.071 1.064
606 1.000 1.073 1.067
607 1.000 1.084 1.084
608 1.000 1.153 1.134
609 1.000 1.161 1.158
