,accp4,accp4c,accp4p,ARC,Belady,Cacheus,Clock,FIFO,FIFO-Merge,GDSF,Hyperbolic,LHD,LIRS,LeCaR,QDLP,S3FIFO,S4LRU,TwoQ,WTinyLFU
wiki_2016u.oracleGeneral.zst,0.019,0.0192,0.0192,0.0191,0.0142,0.019,0.0207,0.0309,0.0228,0.0196,0.0205,0.0215,0.0191,0.0205,0.019,0.0194,0.0194,0.0228,0.0195
wiki_2019t.oracleGeneral.zst,0.1047,0.1045,0.1045,0.1033,0.0886,0.1062,0.1085,0.1342,0.1127,0.1066,0.1088,0.1162,0.1054,0.1091,0.1034,0.1067,0.1063,0.1197,0.1098
wiki_2019u.oracleGeneral.zst,0.0267,0.0271,0.0271,0.0271,0.0201,0.0268,0.0295,0.045,0.0329,0.0278,0.0291,0.0313,0.0268,0.0292,0.027,0.0275,0.0276,0.0326,0.028
