,accp4,accp4c,accp4p,ARC,Belady,Cacheus,Clock,FIFO,FIFO-Merge,GDSF,Hyperbolic,LHD,LIRS,LeCaR,QDLP,S3FIFO,S4LRU,TwoQ,WTinyLFU
wiki_2016u.oracleGeneral.zst,0.0343,0.0352,0.0352,0.0352,0.0222,0.0398,0.0399,0.0604,0.0433,0.0349,0.0389,0.0455,0.0342,0.039,0.0342,0.0344,0.0352,0.0393,0.0333
wiki_2019t.oracleGeneral.zst,0.1343,0.1352,0.1352,0.1354,0.0986,0.1449,0.1495,0.19,0.1548,0.1411,0.1492,0.1604,0.1353,0.1492,0.1342,0.1357,0.1383,0.1459,0.139
wiki_2019u.oracleGeneral.zst,0.0505,0.0519,0.052,0.0523,0.0325,0.0595,0.0595,0.0911,0.0648,0.0512,0.0572,0.0669,0.0505,0.0577,0.0507,0.0507,0.0523,0.0585,0.0489
