cachesize FlexCache S3-FIFO ARC Cacheus LeCaR LIRS WTinyLFU GDSF CAR GLCache
0.003 0.998 1.000 0.985 0.983 0.978 0.987 0.989 0.987 0.986 0.960
0.010 0.999 1.000 0.991 0.992 0.990 0.993 0.982 0.992 0.992 0.980
0.030 1.000 1.000 0.995 0.996 0.995 0.996 0.992 0.996 0.995 0.989
0.100 1.000 1.000 0.996 0.997 0.997 0.996 0.988 0.998 0.996 0.995
0.200 0.999 1.000 0.999 0.997 0.999 0.998 0.994 0.998 0.998 0.996
0.400 1.000 0.999 1.000 0.999 0.999 0.999 0.997 0.999 1.000 0.999
